Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;71,46;5293,08;5293,08;5221,62;;;;
6432 - BANRISUL SERVICOS LTDA;7;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;37,94;1587,27;1587,27;1549,33;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;7;900;CARTEIRA;TICKET;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;14,72;459,99;459,99;445,27;;;;
12142 - LATICINIOS BIO LTDA;18;900;CARTEIRA;DEVREC;182;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;13,35;13,35;13,35;;;;
12142 - LATICINIOS BIO LTDA;18;900;CARTEIRA;DEVREC;183;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;7,39;7,39;7,39;;;;
13379 - LATICINIOS CAROLINA LTDA;18;900;CARTEIRA;DEVREC;184;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;81,40;81,40;81,40;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;185;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;40,36;40,36;40,36;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;186;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;36,18;36,18;36,18;;;;
3589 - EVERTON RICARDO BIEHL SOTT & CIA LTDA.;14;900;CARTEIRA;DEVREC;168;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;134,75;134,75;134,75;;;;
3589 - EVERTON RICARDO BIEHL SOTT & CIA LTDA.;14;900;CARTEIRA;DEVREC;169;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;15,33;15,33;15,33;;;;
3589 - EVERTON RICARDO BIEHL SOTT & CIA LTDA.;14;900;CARTEIRA;DEVREC;170;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;33,00;33,00;33,00;;;;
16491 - JBS S A;6;41;BANRISUL;DEVREC;112;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;1190,33;1190,33;1190,33;;;;
3589 - EVERTON RICARDO BIEHL SOTT & CIA LTDA.;14;900;CARTEIRA;DEVREC;171;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;12,75;12,75;12,75;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;91,12;6749,98;6749,98;6658,86;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;151,11;11193,15;11193,15;11042,04;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;12,93;930,45;993,96;981,03;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;2,19;156,47;156,47;154,28;;;;
6432 - BANRISUL SERVICOS LTDA;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;19,57;818,97;818,97;799,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;0,69;39,63;39,63;38,94;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;14;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;11,17;348,93;348,93;337,76;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;14;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;2,50;50,00;50,00;47,50;;;;
10334 - IND COM PROD LIMP GIRANDO SOL LTDA;15;900;CARTEIRA;DEVREC;8598;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;S;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;336,60;336,60;336,60;;;;
15011 - EXCELSIOR ALIMENTOS S.A;18;900;CARTEIRA;DEVREC;192;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;123,14;123,14;123,14;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;44,19;3273,41;3273,41;3229,22;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;145,69;10791,74;10791,74;10646,05;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;8;1;0,00;0,00;0,00;0,00;0,00;9,11;655,10;655,10;645,99;;;;
6432 - BANRISUL SERVICOS LTDA;13;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;16,94;708,89;708,89;691,95;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;13;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;13/03/2026;13/04/2026;32;L;N;9;1;0,00;0,00;0,00;0,00;0,00;7,02;219,49;219,49;212,47;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;195;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;91,62;91,62;91,62;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;196;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;9,15;9,15;9,15;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;197;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;25,50;25,50;25,50;;;;
9379 - LACTALIS BRASIL COM IMP EXP LTDA;18;900;CARTEIRA;DEVREC;198;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;31,82;31,82;31,82;;;;
9379 - LACTALIS BRASIL COM IMP EXP LTDA;18;900;CARTEIRA;DEVREC;200;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;55,69;55,69;55,69;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;18;900;CARTEIRA;DEVREC;201;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;93,00;93,00;93,00;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;18;900;CARTEIRA;DEVREC;202;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;60,00;60,00;60,00;;;;
16486 - JBS SA;16;900;CARTEIRA;DEVREC;1259;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;328,45;328,45;328,45;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;203;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;25,58;25,58;25,58;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;18;900;CARTEIRA;DEVREC;204;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;7,68;7,68;7,68;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260313;;1;1 - Contas a Receber;13/03/2026;14/03/2026;13/04/2026;31;L;N;7;1;0,00;0,00;0,00;0,00;0,00;122,06;9041,77;9041,77;8919,71;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260313;;1;1 - Contas a Receber;13/03/2026;14/03/2026;13/04/2026;31;L;N;7;1;0,00;0,00;0,00;0,00;0,00;241,22;17867,91;17867,91;17626,69;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260313;;1;1 - Contas a Receber;13/03/2026;14/03/2026;13/04/2026;31;L;N;7;1;0,00;0,00;0,00;0,00;0,00;37,74;2715,33;2715,33;2677,59;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARTAO;20260313;;1;1 - Contas a Receber;13/03/2026;14/03/2026;13/04/2026;31;L;N;8;1;0,00;0,00;0,00;0,00;0,00;162,87;6814,63;6814,63;6651,76;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;12;900;CARTEIRA;CARDEB;20260313;;1;1 - Contas a Receber;13/03/2026;14/03/2026;13/04/2026;31;L;N;8;1;0,00;0,00;0,00;0,00;0,00;59,72;1866,34;1866,34;1806,62;;;;
16948 - ITALIANY ALIMENTOS LTDA.;6;41;BANRISUL;DEVREC;118;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;207,00;207,00;207,00;;;;
15209 - LACTICINIOS TIROL LTDA;11;41;BANRISUL;DEVREC;175;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;185,76;185,76;185,76;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;6;41;BANRISUL;DEVREC;120;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;550,00;550,00;550,00;;;;
9694 - D.S.A.INDUSTRIA E COMERCIO LTDA;13;900;CARTEIRA;DEVREC;112;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;30,23;30,23;30,23;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;12;41;BANRISUL;DEVREC;96;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;182,80;182,80;182,80;;;;
10124 - PEPSICO DO BRASIL LTDA;18;900;CARTEIRA;DEVREC;206;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;S;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;1193,70;1193,70;1193,70;;;;
14308 - HOMERO LUZARDO PEREIRA FILHO EPP;1;41;BANRISUL;CONVEN;117;;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;L;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;1520,58;1520,58;1520,58;;;;
14308 - HOMERO LUZARDO PEREIRA FILHO EPP;1;41;BANRISUL;CONVEN;118;;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;L;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;829,80;829,80;829,80;;;;
14308 - HOMERO LUZARDO PEREIRA FILHO EPP;1;41;BANRISUL;CONVEN;119;;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;L;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;1948,19;1948,19;1948,19;;;;
14308 - HOMERO LUZARDO PEREIRA FILHO EPP;1;41;BANRISUL;CONVEN;120;;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;L;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;3911,58;3911,58;3911,58;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;18;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;7,15;188,12;188,12;180,97;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;6;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;6,61;173,89;173,89;167,28;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;6,71;176,53;176,53;169,82;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARTAO;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;115,34;4825,75;4825,75;4710,41;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;12;900;CARTEIRA;CARDEB;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;66,07;2064,70;2064,70;1998,63;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;12;900;CARTEIRA;CARDEB;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;5,78;115,67;115,67;109,89;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;12;900;CARTEIRA;TICKET;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;1,92;60,00;60,00;58,08;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;12;900;CARTEIRA;TICKET;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;9;2;0,00;0,00;0,00;0,00;0,00;60,90;1602,70;1602,70;1541,80;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;7;1;0,00;0,00;0,00;0,00;0,00;1,68;41,89;41,89;40,21;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;12;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;10,85;285,54;285,54;274,69;;;;
8702 - CAFE TRES CORACOES S.A;2;900;CARTEIRA;ACRCOM;15;ACO;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;L;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;1400,00;1400,00;1400,00;;;;
6432 - BANRISUL SERVICOS LTDA;2;900;CARTEIRA;CARTAO;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;134,91;5644,74;5644,74;5509,83;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;2;900;CARTEIRA;CARDEB;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;8,80;274,93;274,93;266,13;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;2;900;CARTEIRA;CARDEB;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;4,10;82,05;82,05;77,95;;;;
17012 - UP BRASIL - POLICARD SYSTEMS E SERVICOS S.A.;2;900;CARTEIRA;TICKET;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;7;2;0,00;0,00;0,00;0,00;0,00;2,21;110,33;110,33;108,12;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;2;900;CARTEIRA;TICKET;20260314;;1;1 - Contas a Receber;14/03/2026;16/03/2026;13/04/2026;30;L;N;9;2;0,00;0,00;0,00;0,00;0,00;27,49;723,54;723,54;696,05;;;;
17015 - KPI SOLUCOES EMPRESARIAIS LTDA;11;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;27,03;711,33;711,33;684,30;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;14;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;16/03/2026;13/04/2026;29;L;N;8;1;0,00;0,00;0,00;0,00;0,00;11,84;311,57;311,57;299,73;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;13;900;CARTEIRA;DEVREC;115;700;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;S;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;80,00;80,00;80,00;;;;
21155 - BAKLIZI VAREJO E ATACADO E HORTI LTDA;12;41;BANRISUL;DEVREC;103;700;1;1 - Contas a Receber;16/03/2026;16/03/2026;13/04/2026;28;S;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;510,00;510,00;510,00;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;CARDEB;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;0,93;24,36;24,36;23,43;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;1,61;42,43;42,43;40,82;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;17/03/2026;13/04/2026;33;L;N;9;6;0,00;0,00;0,00;0,00;0,00;259,29;19206,72;19206,72;18947,43;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;17/03/2026;13/04/2026;33;L;N;9;6;0,00;0,00;0,00;0,00;0,00;446,32;33060,67;33060,67;32614,35;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;17/03/2026;13/04/2026;33;L;N;9;6;0,00;0,00;0,00;0,00;0,00;1,84;131,18;131,18;129,34;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;17/03/2026;13/04/2026;33;L;N;9;6;0,00;0,00;0,00;0,00;0,00;3,05;174,22;174,22;171,17;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;17/03/2026;13/04/2026;33;L;N;9;6;0,00;0,00;0,00;0,00;0,00;2,20;109,93;109,93;107,73;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;11;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;0,99;24,65;24,65;23,66;;;;
17015 - KPI SOLUCOES EMPRESARIAIS LTDA;11;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;30,36;798,94;798,94;768,58;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;14;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;10,60;278,91;278,91;268,31;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;6;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;8,46;222,63;222,63;214,17;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;12;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;14,95;393,41;393,41;378,46;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARDEB;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;1,42;35,55;35,55;34,13;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260316;;1;1 - Contas a Receber;16/03/2026;17/03/2026;13/04/2026;28;L;N;7;1;0,00;0,00;0,00;0,00;0,00;0,15;3,82;3,82;3,67;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;11;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;13/04/2026;27;L;N;7;1;0,00;0,00;0,00;0,00;0,00;5,26;138,32;138,32;133,06;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;18/03/2026;13/04/2026;33;L;N;9;7;0,00;0,00;0,00;0,00;0,00;63,50;4703,34;4703,34;4639,84;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;18/03/2026;13/04/2026;33;L;N;9;7;0,00;0,00;0,00;0,00;0,00;100,49;7443,55;7443,55;7343,06;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;18/03/2026;13/04/2026;33;L;N;9;7;0,00;0,00;0,00;0,00;0,00;2,30;165,64;1203,69;1201,39;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;8;6;0,00;0,00;0,00;0,00;0,00;40,32;2986,46;2986,46;2946,14;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;8;6;0,00;0,00;0,00;0,00;0,00;94,63;7009,46;7009,46;6914,83;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;9;6;0,00;0,00;0,00;0,00;0,00;37,11;1552,65;1552,65;1515,54;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;5;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;9;6;0,00;0,00;0,00;0,00;0,00;3,64;113,69;113,69;110,05;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;7;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;18/03/2026;13/04/2026;28;L;N;7;2;0,00;0,00;0,00;0,00;0,00;9,57;251,91;251,91;242,34;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;8;6;0,00;0,00;0,00;0,00;0,00;227,28;16835,71;16835,71;16608,43;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;8;6;0,00;0,00;0,00;0,00;0,00;342,02;25334,87;25334,87;24992,85;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;8;6;0,00;0,00;0,00;0,00;0,00;0,73;51,81;51,81;51,08;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;9;6;0,00;0,00;0,00;0,00;0,00;114,74;4801,00;4801,00;4686,26;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;3;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;9;6;0,00;0,00;0,00;0,00;0,00;43,81;1368,93;1368,93;1325,12;;;;
