Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
6432 - BANRISUL SERVICOS LTDA;11;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;18/02/2026;19/03/2026;30;L;N;32;1;0,00;0,00;0,00;0,00;0,00;32,03;1340,19;1340,19;1308,16;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;11;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;18/02/2026;19/03/2026;30;L;N;32;1;0,00;0,00;0,00;0,00;0,00;32,09;1002,79;1002,79;970,70;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;73,67;5456,87;5456,87;5383,20;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;126,02;9335,09;9335,09;9209,07;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;14,67;1055,09;1055,09;1040,42;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;0,69;39,27;39,27;38,58;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;1,42;78,96;78,96;77,54;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;0,71;35,44;35,44;34,73;;;;
6432 - BANRISUL SERVICOS LTDA;6;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;66,48;2781,73;2781,73;2715,25;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;6;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;18,43;575,88;575,88;557,45;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;6;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;4,83;96,67;96,67;91,84;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;6;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;1,95;60,99;60,99;59,04;;;;
16491 - JBS S A;900;900;CARTEIRA;ACRCOM;178;ACO;1;1 - Contas a Receber;19/02/2026;19/02/2026;19/03/2026;28;B;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;4392,86;4392,86;4392,86;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;37,21;2756,20;2756,20;2718,99;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;74,05;5485,25;5485,25;5411,20;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;8,18;588,45;588,45;580,27;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;0,30;17,01;17,01;16,71;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;19/02/2026;19/03/2026;31;L;N;32;3;0,00;0,00;0,00;0,00;0,00;0,75;37,73;37,73;36,98;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;58,42;2444,21;2444,21;2385,79;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;5;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;19,02;594,49;594,49;575,47;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;5;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;19/02/2026;19/03/2026;30;L;N;32;2;0,00;0,00;0,00;0,00;0,00;10,34;206,86;206,86;196,52;;;;
8702 - CAFE TRES CORACOES S.A;900;900;CARTEIRA;ACRCOM;184;ACO;1;1 - Contas a Receber;19/02/2026;19/02/2026;19/03/2026;28;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;2135,00;2135,00;2135,00;;;;
8702 - CAFE TRES CORACOES S.A;900;900;CARTEIRA;ACRCOM;185;ACO;1;1 - Contas a Receber;19/02/2026;19/02/2026;19/03/2026;28;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;1500,00;1500,00;1500,00;;;;
6703 - VONPAR ALIMENTOS S.A;900;900;CARTEIRA;ACRCOM;186;ACO;1;1 - Contas a Receber;19/02/2026;19/02/2026;19/03/2026;28;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;2933,12;2933,12;2933,12;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;14;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;20/02/2026;19/03/2026;28;L;N;32;1;0,00;0,00;0,00;0,00;0,00;22,16;583,21;583,21;561,05;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;84,39;6250,85;6250,85;6166,46;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;135,03;10002,51;10002,51;9867,48;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;9,77;703,15;703,15;693,38;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;2,26;128,97;128,97;126,71;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;0,75;37,48;37,48;36,73;;;;
6432 - BANRISUL SERVICOS LTDA;18;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;41,33;1729,46;1729,46;1688,13;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;18;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;20,70;646,75;646,75;626,05;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;95,64;7084,81;7084,81;6989,17;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;132,21;9793,33;9793,33;9661,12;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;11,66;839,19;839,19;827,53;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;1,17;67,12;67,12;65,95;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;6,39;354,96;354,96;348,57;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;0,87;43,60;43,60;42,73;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;6;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;20/02/2026;19/03/2026;28;L;N;32;1;0,00;0,00;0,00;0,00;0,00;4,86;127,83;127,83;122,97;;;;
6432 - BANRISUL SERVICOS LTDA;2;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;47,86;2002,68;2002,68;1954,82;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;2;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;9,94;310,51;310,51;300,57;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;2;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;6,97;139,37;139,37;132,40;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;2;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;20/02/2026;19/03/2026;30;L;N;32;3;0,00;0,00;0,00;0,00;0,00;2,53;79,05;79,05;76,52;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;18;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;20/02/2026;19/03/2026;28;L;N;32;1;0,00;0,00;0,00;0,00;0,00;18,67;491,30;491,30;472,63;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;65,65;4863,05;4863,05;4797,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;129,02;9556,75;9556,75;9427,73;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;16,55;1190,93;1190,93;1174,38;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;1,59;113,64;113,64;112,05;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;0,69;38,12;38,12;37,43;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;20/02/2026;19/03/2026;31;L;N;32;4;0,00;0,00;0,00;0,00;0,00;0,86;31,84;31,84;30,98;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;24,25;1796,49;1796,49;1772,24;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;78,23;5795,14;5953,31;5875,08;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;7,76;558,42;558,42;550,66;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;21/02/2026;19/03/2026;28;L;N;32;2;0,00;0,00;0,00;0,00;0,00;1,40;36,88;36,88;35,48;;;;
6432 - BANRISUL SERVICOS LTDA;4;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;15,54;650,09;650,09;634,55;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;4;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;24,42;762,98;762,98;738,56;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;4;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;1,05;20,94;20,94;19,89;;;;
17015 - KPI SOLUCOES EMPRESARIAIS LTDA;11;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;21/02/2026;19/03/2026;28;L;N;32;2;0,00;0,00;0,00;0,00;0,00;21,97;578,12;578,12;556,15;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;94,77;7020,08;7020,08;6925,31;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;163,92;12142,10;12142,10;11978,18;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;22,56;1622,77;1622,77;1600,21;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;1,85;102,71;102,71;100,86;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;0,90;33,50;33,50;32,60;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;21/02/2026;19/03/2026;31;L;N;32;5;0,00;0,00;0,00;0,00;0,00;0,38;18,81;18,81;18,43;;;;
6432 - BANRISUL SERVICOS LTDA;7;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;30,67;1283,06;1283,06;1252,39;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;7;900;CARTEIRA;TICKET;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;16,74;523,04;523,04;506,30;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;35,53;1486,73;1486,73;1451,20;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;1,28;98,80;98,80;97,52;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;12;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;21/02/2026;19/03/2026;30;L;N;32;4;0,00;0,00;0,00;0,00;0,00;48,24;1507,35;1507,35;1459,11;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;12;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;21/02/2026;19/03/2026;28;L;N;32;2;0,00;0,00;0,00;0,00;0,00;63,06;1659,51;1659,51;1596,45;;;;
12257 - PARATI IND.COM.DE ALIMENTOS LTDA;900;900;CARTEIRA;ACRCOM;188;ACO;1;1 - Contas a Receber;20/02/2026;20/02/2026;19/03/2026;27;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;2495,00;2495,00;2495,00;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;2;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;21/02/2026;19/03/2026;28;L;N;32;2;0,00;0,00;0,00;0,00;0,00;6,10;160,46;160,46;154,36;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;4;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;23/02/2026;19/03/2026;28;L;N;32;4;0,00;0,00;0,00;0,00;0,00;7,03;185,06;185,06;178,03;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;7;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;23/02/2026;19/03/2026;28;L;N;32;4;0,00;0,00;0,00;0,00;0,00;4,04;106,34;106,34;102,30;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;23/02/2026;19/03/2026;31;L;N;32;7;0,00;0,00;0,00;0,00;0,00;144,74;10721,76;10816,71;10671,97;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;23/02/2026;19/03/2026;31;L;N;32;7;0,00;0,00;0,00;0,00;0,00;189,03;14002,40;14002,40;13813,37;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;23/02/2026;19/03/2026;31;L;N;32;7;0,00;0,00;0,00;0,00;0,00;2,25;162,18;162,18;159,93;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;23/02/2026;19/03/2026;31;L;N;32;7;0,00;0,00;0,00;0,00;0,00;1,98;110,04;110,04;108,06;;;;
6432 - BANRISUL SERVICOS LTDA;13;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;23/02/2026;19/03/2026;30;L;N;32;6;0,00;0,00;0,00;0,00;0,00;13,59;568,60;568,60;555,01;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;13;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;23/02/2026;19/03/2026;30;L;N;32;6;0,00;0,00;0,00;0,00;0,00;16,78;524,45;524,45;507,67;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARDEB;20260219;;1;1 - Contas a Receber;19/02/2026;23/02/2026;19/03/2026;28;L;N;32;4;0,00;0,00;0,00;0,00;0,00;0,11;2,73;2,73;2,62;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;5;900;CARTEIRA;TICKET;20260219;;1;1 - Contas a Receber;19/02/2026;25/02/2026;19/03/2026;28;L;N;32;6;0,00;0,00;0,00;0,00;0,00;3,89;102,27;102,27;98,38;;;;
12257 - PARATI IND.COM.DE ALIMENTOS LTDA;900;900;CARTEIRA;ACRCOM;230;ACO;1;1 - Contas a Receber;19/02/2026;19/02/2026;19/03/2026;28;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;1684,00;1684,00;1684,00;;;;
12257 - PARATI IND.COM.DE ALIMENTOS LTDA;900;900;CARTEIRA;ACRCOM;245;ACO;1;1 - Contas a Receber;22/02/2026;22/02/2026;19/03/2026;25;L;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;1269,48;1269,48;1269,48;;;;
3671 - OPERGEL COML INDL DE PROD ALIM LTDA;16;900;CARTEIRA;ACRCOM;170811;0;1;2 - Contas a Pagar;19/02/2026;28/02/2026;19/03/2026;28;L;N;32;9;0,00;0,00;0,00;0,00;0,00;0,00;2200,00;2200,00;2200,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARDEB;20260301;;1;1 - Contas a Receber;01/03/2026;02/03/2026;19/03/2026;18;L;N;32;1;0,00;0,00;0,00;0,00;0,00;10,56;293,30;293,30;282,74;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARDEB;20260301;;1;1 - Contas a Receber;01/03/2026;02/03/2026;19/03/2026;18;L;N;32;1;0,00;0,00;0,00;0,00;0,00;1,81;50,21;50,21;48,40;;;;
3671 - OPERGEL COML INDL DE PROD ALIM LTDA;16;900;CARTEIRA;ACRCOM;170812;0;1;2 - Contas a Pagar;19/02/2026;03/03/2026;19/03/2026;28;L;N;32;12;0,00;0,00;0,00;0,00;0,00;0,00;1925,00;1925,00;1925,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;221,12;16379,38;16379,38;16158,26;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;351,78;26057,67;26057,67;25705,89;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;44,75;3219,07;3219,07;3174,32;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;2,26;161,75;161,75;159,49;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;5,43;310,16;310,16;304,73;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;1,40;65,22;65,22;63,82;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;10,87;604,10;604,10;593,23;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;4,11;152,16;152,16;148,05;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;03/03/2026;19/03/2026;31;L;N;32;15;0,00;0,00;0,00;0,00;0,00;1,64;81,89;81,89;80,25;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;03/03/2026;19/03/2026;30;L;N;32;14;0,00;0,00;0,00;0,00;0,00;98,80;4133,95;4133,95;4035,15;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;3;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;03/03/2026;19/03/2026;30;L;N;32;14;0,00;0,00;0,00;0,00;0,00;61,66;1926,93;2016,60;1954,94;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;3;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;03/03/2026;19/03/2026;30;L;N;32;14;0,00;0,00;0,00;0,00;0,00;16,84;336,84;336,84;320,00;;;;
