CODIGO_PRODUTO;DESCRICAO;VALOR_CUSTO_NF;ALIQUOTA_PIS;ALIQUOTA_COFINS;PIS_COFINS_GRAVADO;PIS_COFINS_CALCULADO;PIS_COFINS_PADRAO;CFOP;CST_PIS;CST_COFINS;GERA_CREDITO_PIS;GERA_CREDITO_COFINS;NUMERO_NF;SERIE_NF;DTA_ENTRADA;NRO_EMPRESA
301;CERV BUDWEISER ZERO LN 330ML;,171;1,65;7,6;0;,0158;,0158;1403;70;70;;;733388;34;25/04/2026;15
158;CERV BUDWEISER ZERO LT SLEEK 350ML;,3408;1,65;7,6;0;,0315;,0315;1403;70;70;;;736878;34;30/04/2026;15
33282;CERV CERPA EXPORT LN 350ML;5,315;1,65;7,6;0;,4916;,4916;1403;70;70;;;2435891;2;05/06/2026;17
33276;CERV CERPA EXPORT LT 350ML;,3796;1,65;7,6;0;,0351;,0351;1403;70;70;;;1488981;4;13/03/2026;13
246;CERV CORONA EXTRA LN 330ML;,2304;1,65;7,6;0;,0213;,0213;1403;70;70;;;266395;34;22/04/2026;15
159;CERV CORONA EXTRA LT 473ML;,4387;1,65;7,6;0;,0406;,0406;1403;70;70;;;718907;34;06/04/2026;15
244;CERV CORONA ZERO LN 330ML;,2314;1,65;7,6;0;,0214;,0214;1403;70;70;;;733390;34;25/04/2026;15
4590;CERV CORONITA EXTRA LN 210ML;4,1925;1,65;7,6;0;,3878;,3878;1403;70;70;;;748063;34;21/05/2026;15
161;CERV CRYSTAL PILSEN LT 473ML;,2386;1,65;7,6;0;,0221;,0221;1403;70;70;;;98212;2;04/03/2026;15
163;CERV EISENBAHN PILSEN LT 473ML;,308;1,65;7,6;0;,0285;,0285;1403;70;70;;;2383982;2;06/04/2026;12
4620;CERV EISENBAHN PILSEN SLEEK 350ML;3,4592;1,65;7,6;0;,32;,32;1403;70;70;;;2437100;2;08/06/2026;7
164;CERV EST GALICIA P MALTE LT 473ML;,3532;1,65;7,6;0;,0327;,0327;1403;70;70;;;2423894;2;18/05/2026;17
111;CERV GLACIAL PILSEN GF 1L;6,0367;1,65;7,6;0;,5584;,5584;1403;70;70;;;262148;1;01/06/2026;6
167;CERV GLACIAL PILSEN LT 473ML;2,99;1,65;7,6;0;,2766;,2766;1403;70;70;;;260619;1;05/05/2026;15
15756;CERV HEINEKEN FULLY LN 250ML;4,38;1,65;7,6;0;,4052;,4052;1403;70;70;;;262147;1;01/06/2026;5
260;CERV HEINEKEN LN 330ML;,2296;1,65;7,6;0;,0212;,0212;1403;70;70;;;260531;1;29/05/2026;17
169;CERV HEINEKEN LT 473ML;,4592;1,65;7,6;0;,0425;,0425;1403;70;70;;;260614;1;16/05/2026;6
363;CERV HEINEKEN PILSEN BARRIL 5L;97,43;1,65;7,6;0;9,0123;9,0123;1403;70;70;;;262152;1;01/06/2026;17
136;CERV HEINEKEN PILSEN GF 600ML;10,3025;1,65;7,6;0;,953;,953;1403;70;70;;;262152;1;01/06/2026;17
171;CERV HEINEKEN PILSEN LT 350ML;4,8558;1,65;7,6;0;,4492;,4492;1403;70;70;;;262147;1;01/06/2026;5
303;CERV HEINEKEN ZERO LN 330ML;,2313;1,65;7,6;0;,0214;,0214;1403;70;70;;;262144;1;29/05/2026;2
8983;CERV HEINEKEN ZERO LT 269ML;3,6463;1,65;7,6;0;,3373;,3373;1403;70;70;;;262152;1;01/06/2026;17
306;CERV HEINEKEN ZERO LT 350ML;,4047;1,65;7,6;0;,0374;,0374;1403;70;70;;;260531;1;29/05/2026;17
15757;CERV IMPERIO PILSEN LT 473ML PURO MALTE;,3292;1,65;7,6;0;,0304;,0304;1403;70;70;;;606516;1;20/04/2026;15
280;CERV ITAIPAVA MALZBIER LN 330ML;4,2224;1,65;7,6;0;,3906;,3906;1403;70;70;;;98212;2;04/03/2026;15
4598;CERV ITAIPAVA MALZBIER LT 350ML;3,5522;1,65;7,6;0;,3286;,3286;1403;70;70;;;98212;2;04/03/2026;15
177;CERV ITAIPAVA PILSEN LT 473ML;3,2667;1,65;7,6;0;,3022;,3022;1403;70;70;;;98212;2;04/03/2026;15
178;CERV KAISER LT 473ML;,2498;1,65;7,6;0;,0231;,0231;1403;70;70;;;2439435;2;10/06/2026;15
282;CERV MICHELOB ULTRA LN 330ML;,1886;1,65;7,6;0;,0174;,0174;1403;70;70;;;728233;34;16/04/2026;15
179;CERV ORIGINAL LT 473ML;4,0467;1,65;7,6;0;,3743;,3743;1403;70;70;;;284274;34;29/05/2026;15
113;CERV ORIGINAL1L RETORNAVEL;,5833;1,65;7,6;0;,054;,054;1403;70;70;;;733386;34;25/04/2026;15
347;CERV PATAGONIA AMBER LT 473ML;5,4941;1,65;7,6;0;,5082;,5082;1403;70;70;;;748058;34;21/05/2026;15
4625;CERV PATAGONIA IPA LT 473ML;,9272;1,65;7,6;0;,0858;,0858;1403;70;70;;;289040;34;10/06/2026;15
361;CERV PATAGONIA WEISSE LT 473ML;,856;1,65;7,6;0;,0792;,0792;1403;70;70;;;689061;34;21/02/2026;15
180;CERV PETRA PURO MALTE LT 473ML;3,5539;1,65;7,6;0;,3287;,3287;1403;70;70;;;98212;2;04/03/2026;15
114;CERV POLAR EXPORT GF 1L RETORNAVEL;,3873;1,65;7,6;0;,0358;,0358;1403;70;70;;;708371;34;20/03/2026;15
188;CERV POLAR EXPORT LT 473ML;,2627;1,65;7,6;0;,0243;,0243;1403;70;70;;;266396;34;22/04/2026;15
36663;CERV PRAYA LAGER LN 330ML;,2571;1,65;7,6;0;,0238;,0238;1403;70;70;;;259613;1;15/05/2026;8
191;CERV PROVINCIA MALZBIER LT 473ML;,2759;1,65;7,6;0;,0255;,0255;1403;70;70;;;43272;1;02/04/2026;15
309;CERV PROVINCIA MALZBIER ZR LT 473ML;,2759;1,65;7,6;0;,0255;,0255;1403;70;70;;;42371;1;04/03/2026;15
15760;CERV PROVINCIA P MALTE ZR LT 473ML;,2239;1,65;7,6;0;,0207;,0207;1403;70;70;;;41460;1;05/02/2026;15
193;CERV PROVINCIA PILSEN PREM LT 473ML;,2046;1,65;7,6;0;,0189;,0189;1403;70;70;;;44539;1;06/06/2026;15
38570;CERV PROVINCIA ULTRA GOLD LT 473ML;,2986;1,65;7,6;0;,0276;,0276;1403;70;70;;;44539;1;06/06/2026;15
115;CERV SCHIN 1L RETORNAVEL;5,705;1,65;7,6;0;,5277;,5277;1403;70;70;;;262144;1;29/05/2026;2
207;CERV SCHIN PILSEN LT 473ML;,2408;1,65;7,6;0;,0223;,0223;1403;70;70;;;260531;1;29/05/2026;17
116;CERV SKOL 1L;,4137;1,65;7,6;0;,0383;,0383;1403;70;70;;;756908;34;05/06/2026;15
128;CERV SKOL PILSEN GF 300ML RETORNAVEL;,0717;1,65;7,6;0;,0066;,0066;1403;70;70;;;756903;34;05/06/2026;15
213;CERV SKOL PILSEN LT 473ML;3,1571;1,65;7,6;0;,292;,292;1403;70;70;;;283420;34;28/05/2026;15
289;CERV SOL PREMIUM LN 330ML;,6825;1,65;7,6;0;,0631;,0631;1403;70;70;;;2439433;2;10/06/2026;15
4603;CERV SOL PREMIUM LN 330ML ZERO;,6884;1,65;7,6;0;,0637;,0637;1403;70;70;;;2439433;2;10/06/2026;15
4604;CERV SPATEN LN 330ML;,1755;1,65;7,6;0;,0162;,0162;1403;70;70;;;266398;34;22/04/2026;15
140;CERV SPATEN ONE WAY GF 600ML;,4883;1,65;7,6;0;,0452;,0452;1403;70;70;;;756902;34;05/06/2026;15
216;CERV SPATEN PURO MALTE LT 473ML;,346;1,65;7,6;0;,032;,032;1403;70;70;;;756910;34;05/06/2026;15
293;CERV STELLA ARTOIS LN 330ML;,2007;1,65;7,6;0;,0186;,0186;1403;70;70;;;756904;34;05/06/2026;15
295;CERV STELLA ARTOIS LN 330ML PURE GOLD;,219;1,65;7,6;0;,0203;,0203;1403;70;70;;;733385;34;25/04/2026;15
219;CERV STELLA ARTOIS LT 473ML;,3747;1,65;7,6;0;,0347;,0347;1403;70;70;;;725891;34;13/04/2026;15
3872;CERV STELLA ARTOIS LT 473ML P GOLD;,4147;1,65;7,6;0;,0384;,0384;1403;70;70;;;736875;34;30/04/2026;15
142;CERV STELLA ONE WAY GF 600ML;,5361;1,65;7,6;0;,0496;,0496;1403;70;70;;;756912;34;05/06/2026;15
223;CERV THEREZOPOLIS LAGER LT 473ML GOLD;,2979;1,65;7,6;0;,0276;,0276;1403;70;70;;;2410684;2;24/04/2026;15
336;CHA ICE TEA LEAO PET 1 5L LIMAO;,8011;1,65;7,6;0;,0741;,0741;1102;70;70;;;2437014;2;09/06/2026;8
337;CHA ICE TEA LEAO PET 1 5L LIMAO ZERO;4,8067;1,65;7,6;0;,4446;,4446;1102;70;70;;;2437044;2;06/06/2026;3
339;CHA ICE TEA LEAO PET 1 5L PESSEGO;,8011;1,65;7,6;0;,0741;,0741;1102;70;70;;;2437014;2;09/06/2026;8
340;CHA ICE TEA LEAO PET 1 5L PESSEGO ZERO;,8011;1,65;7,6;0;,0741;,0741;1102;70;70;;;2437014;2;09/06/2026;8
348;CHA ICE TEA LEAO PET 450ML LIMAO;2,55;1,65;7,6;0;,2359;,2359;1102;70;70;;;2437047;2;06/06/2026;5
3873;CHA ICE TEA LEAO PET 450ML LIMAO ZERO;2,55;1,65;7,6;0;,2359;,2359;1102;70;70;;;2437074;2;06/06/2026;4
349;CHA ICE TEA LEAO PET 450ML PESSEGO;2,55;1,65;7,6;0;,2359;,2359;1102;70;70;;;2437105;2;08/06/2026;7
3869;CHA ICE TEA LEAO PET 450ML PESSEGO ZERO;2,55;1,65;7,6;0;,2359;,2359;1102;70;70;;;1583489;4;03/06/2026;18
353;CHA MATTE LEAO CP 300ML GUARANA C ACAI;,1585;1,65;7,6;0;,0147;,0147;1102;70;70;;;2437014;2;09/06/2026;8
357;CHA MATTE LEAO PET 1 5L LIMAO;5,1842;1,65;7,6;0;,4795;,4795;1102;70;70;;;2437050;2;08/06/2026;6
358;CHA MATTE LEAO PET 1 5L NATURAL;,86;1,65;7,6;0;,0796;,0796;1102;70;70;;;2437014;2;09/06/2026;8
354;CHA MATTE LEAO PET 450ML GUARANA C ACAI;2,3967;1,65;7,6;0;,2217;,2217;1102;70;70;;;2437103;2;08/06/2026;7
360;CHA VERDE LEAO PET 1 5L LIMAO;,8599;1,65;7,6;0;,0795;,0795;1102;70;70;;;1578745;4;29/05/2026;13
355;CHA VERDE LEAO PET 450ML LIMAO;,425;1,65;7,6;0;,0393;,0393;1102;70;70;;;1578739;4;29/05/2026;13
10872;CHARQUE BOV FRIBOI KG MANTA;41,5;1,65;7,6;0;3,8388;3,8388;1403;73;73;;;97316;1;28/05/2026;16
10874;CHEIRO VERDE EST DA FIGUEIRA;3,3;1,65;7,6;0;,3053;,3053;1102;73;73;;;136030;1;12/06/2026;18
10875;CHICORIA;,3097;1,65;7,6;0;,0286;,0286;1102;73;73;;;809;6;25/02/2026;12
365;CHOPP PROVINCIA LAGER 1 5L PURO MALTE;7,8636;1,65;7,6;0;,7274;,7274;1403;70;70;;;43916;1;12/05/2026;16
34010;CHOPP PROVINCIA PET 1 25L PURO MALTE;1,3165;1,65;7,6;0;,1218;,1218;1403;70;70;;;41528;1;04/02/2026;16
10878;CHUCHU KG;,125;1,65;7,6;0;,0116;,0116;1102;73;73;;;2060;6;13/05/2026;11
16169;CIG CAMEL BLUE PREMIUM BLEND C 10;75,9;1,65;7,6;0;7,0208;7,0208;1403;75;75;;;24274;22;05/06/2026;8
4865;CIG CAMEL DOUBLE MINT RED CAP C 10;115;,65;3;0;4,1975;10,6375;1403;75;75;;;23210;22;06/02/2026;2
36347;CIG CAMEL PURPLE BEACH C 10;115;1,65;7,6;0;10,6375;10,6375;1403;75;75;;;24274;22;05/06/2026;8
36735;CIG CAMEL RED DUNE 10UN;115;1,65;7,6;0;10,6375;10,6375;1403;75;75;;;24263;22;01/06/2026;17
16172;CIG CAMEL YELLOW FILT PREM BL C 10;75,9;1,65;7,6;0;7,0208;7,0208;1403;75;75;;;24275;22;03/06/2026;14
9051;CIG CHESTERFIELD BLUE BOX C 10;84,8933;1,65;7,6;0;7,8526;7,8526;1403;75;75;;;85975;123;03/06/2026;3
16174;CIG CHESTERFIELD REM FR MINT K C 10;91,775;1,65;7,6;0;8,4892;8,4892;1403;75;75;;;89436;124;09/06/2026;18
9068;CIG CHESTERFIELD REMIX BEATS C 10;91,775;,65;3;0;3,3498;8,4892;1403;75;75;;;206496;1;26/05/2026;2
9053;CIG CHESTERFIELD REMIX BOX C 10;91,775;1,65;7,6;0;8,4892;8,4892;1403;75;75;;;86297;122;10/06/2026;11
9069;CIG CHESTERFIELD T BRAS AZL C 10;80,3033;1,65;7,6;0;7,4281;7,4281;1403;75;75;;;86333;122;11/06/2026;12
9070;CIG CHESTERFIELD T BRAS LAR C 10;80,3033;,65;3;0;2,9311;7,4281;1403;75;75;;;79850;121;18/05/2026;6
9055;CIG DUNHILL BLUE BLEND BOX C 10;107,96;1,65;7,6;0;9,9863;9,9863;1403;75;75;;;1294852;329;02/06/2026;2
9056;CIG DUNHILL CARLTON BLEND BOX C 10;107,96;1,65;7,6;0;9,9863;9,9863;1403;75;75;;;1292547;329;28/05/2026;18
35241;CIG HARMONY SELECIONADO C 10;98,66;1,65;7,6;0;9,1261;9,1261;1403;75;75;;;80410;121;05/06/2026;2
16177;CIG HARMONY SLIMS BOX C 10;103,2467;,65;3;0;3,7685;9,5503;1403;75;75;;;80210;121;23/05/2026;6
9071;CIG KENT ACCESS AZL BOX C 10;95,0033;,65;3;0;3,4676;8,7878;1403;75;75;;;1281335;329;08/05/2026;12
9074;CIG KENT BLUE BLEND PH3 C 10;66,935;1,65;7,6;0;6,1915;6,1915;1403;75;75;;;1294852;329;02/06/2026;2
9075;CIG KENT PRO RED NO TUBE BOX C 10;66,935;1,65;7,6;0;6,1915;6,1915;1403;75;75;;;1294852;329;02/06/2026;2
9076;CIG KENT PRO SILVER PH3 BOX C 10;66,935;1,65;7,6;0;6,1915;6,1915;1403;75;75;;;1292547;329;28/05/2026;18
4871;CIG KENT SILVER ACCESS PRATA C 10;95,0033;,65;3;0;3,4676;8,7878;1403;75;75;;;1276672;329;30/04/2026;18
9065;CIG L M BLACK ICE FORWARD BOX C 10;103,25;,65;3;0;3,7686;9,5506;1403;75;75;;;206496;1;26/05/2026;2
9057;CIG L M BLUE LABEL BOX C 10;100,9533;1,65;7,6;0;9,3382;9,3382;1403;75;75;;;47273;128;03/06/2026;13
9077;CIG L M CRAVO KRETEK BOX C 10;110,1333;1,65;7,6;0;10,1873;10,1873;1403;75;75;;;80410;121;05/06/2026;2
4872;CIG L M FIRST CUT RED C 10;71,1267;1,65;7,6;0;6,5792;6,5792;1403;75;75;;;80410;121;05/06/2026;2
35240;CIG L M FIRST CUT SILVER KS RCB C10;71,13;1,65;7,6;0;6,5795;6,5795;1403;75;75;;;85975;123;03/06/2026;3
9078;CIG LM FIRST CUT BLUE C 10;71,128;1,65;7,6;0;6,5793;6,5793;1403;75;75;;;86333;122;11/06/2026;12
4874;CIG LUCKY STRIKE DOUBLE ICE C 10;101,48;1,65;7,6;0;9,3869;9,3869;1403;75;75;;;1292547;329;28/05/2026;18
4873;CIG LUCKY STRIKE FRESH MINT X C 10;95,0033;,65;3;0;3,4676;8,7878;1403;75;75;;;1292566;329;28/05/2026;11
4875;CIG LUCKY STRIKE ORIG BLEND C 10;92,8433;1,65;7,6;0;8,588;8,588;1403;75;75;;;1292547;329;28/05/2026;18
9081;CIG LUCKY STRIKE ORIG BLUE BOX C 10;92,8433;,65;3;0;3,3888;8,588;1403;75;75;;;1290733;329;26/05/2026;2
4876;CIG LUXOR ES SOF;103,25;,65;3;0;3,7686;9,5506;1403;75;75;;;84694;123;02/05/2026;14
9059;CIG MARLBORO BLUE ICE BURST C 10;114,72;,65;3;0;4,1873;10,6116;1403;75;75;;;85648;123;22/05/2026;14
35239;CIG MARLBORO BLUE SEL KS RCB C10;71,128;1,65;7,6;0;6,5793;6,5793;1403;75;75;;;89436;124;09/06/2026;18
9084;CIG MARLBORO BOX GOLD SELECTION;71,128;1,65;7,6;0;6,5793;6,5793;1403;75;75;;;47273;128;03/06/2026;13
9086;CIG MARLBORO BOX RED;573,6;,65;3;0;20,9364;53,058;1403;75;75;;;83917;123;06/02/2026;17
9085;CIG MARLBORO BOX RED SELECTION C 10;71,13;1,65;7,6;0;6,5795;6,5795;1403;75;75;;;89436;124;09/06/2026;18
4877;CIG MARLBORO FT RED BOX C 10;114,72;1,65;7,6;0;10,6116;10,6116;1403;75;75;;;85975;123;03/06/2026;3
9062;CIG MARLBORO SOFT GOLD;98,66;,65;3;0;3,6011;9,1261;1403;75;75;;;47148;128;27/05/2026;13
16184;CIG ROTH 2 CAPS 20 200 BRA C 10;84,21;,65;3;0;3,0737;7,7894;1403;75;75;;;1279412;329;27/05/2026;14
9087;CIG ROTHMANNS BLUE BOX BE REV;66,936;1,65;7,6;0;6,1916;6,1916;1403;75;75;;;1294852;329;02/06/2026;2
9089;CIG ROTHMANS BLUE BRA BOX C 10;77,73;1,65;7,6;0;7,19;7,19;1403;75;75;;;1292547;329;28/05/2026;18
16185;CIG ROTHMANS CAPS 20 200 SENSE C 10;84,2083;,65;3;0;3,0736;7,7893;1403;75;75;;;1289889;329;25/05/2026;3
4879;CIG ROTHMANS INTERNATIONAL;84,208;,65;3;0;3,0736;7,7892;1403;75;75;;;1289889;329;25/05/2026;3
16186;CIG WINSTON BLUE HAND S TOBACCOS C 10;71,3;1,65;7,6;0;6,5953;6,5953;1403;75;75;;;24271;22;30/05/2026;2
16187;CIG WINSTON CLAS HAND SEL CLA C 10;71,3;1,65;7,6;0;6,5953;6,5953;1403;75;75;;;24273;22;02/06/2026;6
16191;CIG WINSTON SILVER SELECTED C 10;71,3;,65;3;0;2,6025;6,5953;1403;75;75;;;18812;23;11/05/2026;12
16190;CIG WINSTON UNIQUE RED SELECT C 10;71,3;,65;3;0;2,6025;6,5953;1403;75;75;;;24031;22;12/05/2026;14
9061;CIGARRO MARLBORO BOX GOLD;114,72;1,65;7,6;0;10,6116;10,6116;1403;75;75;;;80410;121;05/06/2026;2
4891;CL SPR L3P2 BOM AR 12ML RF CAMPOS LAVANDA;15,17;1,65;7,6;0;1,4032;1,4032;1102;70;70;;;2440297;1;11/05/2026;15
16284;COB VEGETAL CAROLINA 1 2K;13,8;1,65;7,6;0;1,2765;1,2765;2102;73;73;;;1053100;1;28/05/2026;1
29755;COBER VEGETAL TIROL 1 01K;10,54;1,65;7,6;0;,975;,975;1102;73;73;;;100186;8;06/06/2026;2
3366;COCO RALADO DUCOCO 100G DESIDRATADO;5,61;1,65;7,6;0;,5189;,5189;1102;73;73;;;372620;2;01/06/2026;15
3368;COCO RALADO DUCOCO 100G FLOCOS;6,16;1,65;7,6;0;,5698;,5698;1102;73;73;;;369479;2;25/04/2026;15
3370;COCO RALADO DUCOCO 100G UMIDO;4,57;1,65;7,6;0;,4227;,4227;1102;73;73;;;369479;2;25/04/2026;15
3374;COCO RALADO MENINA 100G UMIDO ADOCADO;3,38;1,65;7,6;0;,3127;,3127;1102;73;73;;;372620;2;01/06/2026;15
3382;COCO RALADO MENINA 50G UMIDO ADOCADO;1,86;1,65;7,6;0;,1721;,1721;1102;73;73;;;372620;2;01/06/2026;15
3395;COCO RALADO ZAM E BOM 100G FLOCOS PUROS;,126;1,65;7,6;0;,0117;,0117;1102;73;73;;;26001;0;29/05/2026;15
3398;COCO RALADO ZAM E BOM 100G PURO S ACUCAR;,084;1,65;7,6;0;,0078;,0078;1102;73;73;;;26001;0;29/05/2026;15
3393;COCO RALADO ZAM E BOM 100G UMIDO ADOCADO;,06;1,65;7,6;0;,0056;,0056;1102;73;73;;;26001;0;29/05/2026;15
3389;COCO RALADO ZAM E BOM 50G PURO S ACUCAR;,0472;1,65;7,6;0;,0044;,0044;1102;73;73;;;26001;0;29/05/2026;15
3387;COCO RALADO ZAM E BOM 50G UMIDO ADOCADO;,038;1,65;7,6;0;,0035;,0035;1102;73;73;;;26001;0;29/05/2026;15
10889;COCO SECO KG INTEIRO;,2778;1,65;7,6;0;,0257;,0257;1102;73;73;;;863;6;27/02/2026;17
10890;COCO VERDE UN;7;1,65;7,6;0;,6475;,6475;1102;73;73;;;783;6;04/03/2026;12
9125;COND DARLING 350ML CERAMIDAS;8,46;1,65;7,6;0;,7826;,7826;1403;70;70;;;2456440;1;05/06/2026;15
15640;COND DARLING 350ML DETOX;8,46;1,65;7,6;0;,7826;,7826;1403;70;70;;;2456440;1;05/06/2026;15
9126;COND DARLING 350ML TILIA;8,46;1,65;7,6;0;,7826;,7826;1403;70;70;;;2456440;1;05/06/2026;15
4945;COND DOVE 250ML BOND INTENSE;2,1367;1,65;7,6;0;,1976;,1976;1403;70;70;;;221869;2;30/04/2026;15
4967;COND ELSEVE 200ML CACHOS DOS SONH;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4968;COND ELSEVE 200ML COLORVIVE;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4970;COND ELSEVE 200ML GLYCOLIC GLOSS;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4971;COND ELSEVE 200ML HIALURONICO;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3270920;2;06/04/2026;15
4974;COND ELSEVE 200ML LISO SONHOS E;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4969;COND ELSEVE 200ML LONGO DOS SONHO;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4976;COND ELSEVE 200ML PURE HIALURONIC;1,5441;1,65;7,6;0;,1428;,1428;1403;70;70;;;3297285;2;21/05/2026;15
4988;COND JAY LUC 1L NEUTRO;8,69;1,65;7,6;0;,8038;,8038;1403;70;70;;;15498;1;26/05/2026;15
4989;COND JOHNSON BABY 200ML CABELO CLAROS;18,54;1,65;7,6;0;1,715;1,715;1403;70;70;;;400386;1;06/06/2026;11
4991;COND JOHNSON BABY 200ML REG;18,54;1,65;7,6;0;1,715;1,715;1403;70;70;;;395235;1;18/05/2026;6
9133;COND JOHNSONS BABY INF 200ML CACHEADOS;18,54;1,65;7,6;0;1,715;1,715;1403;70;70;;;395235;1;18/05/2026;6
4993;COND MONANGE 325ML CACHOS QUE TAL;7,3;1,65;7,6;0;,6753;,6753;1403;70;70;;;1201782;0;17/04/2026;15
4995;COND MONANGE 325ML LISOS TE QUERO;9;1,65;7,6;0;,8325;,8325;1403;70;70;;;1881204;1;02/06/2026;15
5001;COND PALMOLIVE 350ML ACIDO HIALURONI;9,78;1,65;7,6;0;,9047;,9047;1403;70;70;;;2450464;1;01/06/2026;12
5003;COND PALMOLIVE 350ML CERAMIDAS FORCE;9,78;1,65;7,6;0;,9047;,9047;1403;70;70;;;2456440;1;05/06/2026;15
5005;COND PALMOLIVE 350ML CUIDADO ABSOLUT;9,78;1,65;7,6;0;,9047;,9047;1403;70;70;;;2456440;1;05/06/2026;15
5010;COND PALMOLIVE 350ML MACIEZ PROLONGA;9,78;1,65;7,6;0;,9047;,9047;1403;70;70;;;2456440;1;05/06/2026;15
5011;COND PALMOLIVE 350ML NEUTRO;9,78;1,65;7,6;0;,9047;,9047;1403;70;70;;;2456440;1;05/06/2026;15
5019;COND PANTENE 150ML BAMBU;13,9;1,65;7,6;0;1,2858;1,2858;1403;70;70;;;366887;5;09/06/2026;15
5020;COND PANTENE 150ML BIOTINAMINA;13,9;1,65;7,6;0;1,2858;1,2858;1403;70;70;;;366887;5;09/06/2026;15
5021;COND PANTENE 150ML COLAGENO;14,37;1,65;7,6;0;1,3292;1,3292;1403;70;70;;;362063;5;28/04/2026;15
5022;COND PANTENE 150ML EQUIL ALGA MAR;13,9;1,65;7,6;0;1,2858;1,2858;1403;70;70;;;366887;5;09/06/2026;15
5023;COND PANTENE 150ML QUERATINA;14,37;1,65;7,6;0;1,3292;1,3292;1403;70;70;;;362063;5;28/04/2026;15
5028;COND PANTENE 175ML HIDRATACAO;14,37;1,65;7,6;0;1,3292;1,3292;1403;70;70;;;362063;5;28/04/2026;15
5030;COND PANTENE 175ML LISO EXTREMO;14,37;1,65;7,6;0;1,3292;1,3292;1403;70;70;;;362063;5;28/04/2026;15
5032;COND PANTENE 175ML RESTAUR PROFUND;13,9;1,65;7,6;0;1,2858;1,2858;1403;70;70;;;366887;5;09/06/2026;15
5035;COND PANTENE 250ML EQUIL ALGA MAR;22,12;1,65;7,6;0;2,0461;2,0461;1403;70;70;;;366887;5;09/06/2026;15
5036;COND PANTENE 250ML QUERATINA;22,86;1,65;7,6;0;2,1146;2,1146;1403;70;70;;;358447;5;31/03/2026;15
5042;COND PANTENE 400ML LISO EXTREMO;29,25;1,65;7,6;0;2,7056;2,7056;1403;70;70;;;362063;5;28/04/2026;15
5044;COND PANTENE 400ML RESTAURACAO;26,62;1,65;7,6;0;2,4624;2,4624;1403;70;70;;;366887;5;09/06/2026;15
5045;COND PANTENE 510ML BIOTINAMINA;42,75;1,65;7,6;0;3,9544;3,9544;1403;70;70;;;362063;5;28/04/2026;15
9139;COND POMPOM 200ML CAMOMILA;,6854;1,65;7,6;0;,0634;,0634;2403;70;70;;;836630;1;18/05/2026;15
9140;COND POMPOM 200ML SUAVE;,6854;1,65;7,6;0;,0634;,0634;2403;70;70;;;836630;1;18/05/2026;15
5054;COND SEDA 300ML JUNTINHOS CACHOS;,7792;1,65;7,6;0;,0721;,0721;1403;70;70;;;221869;2;30/04/2026;15
5056;COND SEDA 300ML JUNTINHOS TODOS OS TIPOS;,7792;1,65;7,6;0;,0721;,0721;1403;70;70;;;221869;2;30/04/2026;15
5057;COND SEDA 300ML LUMINOUS UV;,8317;1,65;7,6;0;,0769;,0769;1403;70;70;;;227994;2;10/06/2026;15
5064;COND SEDA 325ML CACHOS DEFINIDO;,8317;1,65;7,6;0;,0769;,0769;1403;70;70;;;227994;2;10/06/2026;15
5070;COND SEDA 325ML LISO PERFEITO;,8317;1,65;7,6;0;,0769;,0769;1403;70;70;;;227994;2;10/06/2026;15
5075;COND SEDA 325ML PREBIO/BIOTINA;,7792;1,65;7,6;0;,0721;,0721;1403;70;70;;;221869;2;30/04/2026;15
5076;COND SEDA 325ML PRET ILUMINOS;,7792;1,65;7,6;0;,0721;,0721;1403;70;70;;;217826;2;13/04/2026;15
5077;COND SEDA 325ML SOS CERAMIDAS;,8317;1,65;7,6;0;,0769;,0769;1403;70;70;;;227994;2;10/06/2026;15
9145;COND SEDA GLYCOL VIT C 425ML;,7792;1,65;7,6;0;,0721;,0721;1403;70;70;;;217826;2;13/04/2026;15
5096;COND TRESEMME 400ML HIDRAT PROFUND;1,6033;1,65;7,6;0;,1483;,1483;1403;70;70;;;221869;2;30/04/2026;15
5100;COND TRESEMME 400ML RECONST FORCA;1,6033;1,65;7,6;0;,1483;,1483;1403;70;70;;;221869;2;30/04/2026;15
5101;COND TRESEMME 400ML TRESPLEX;1,6025;1,65;7,6;0;,1482;,1482;1403;70;70;;;221869;2;30/04/2026;15
5108;COND VINI LADY 325ML BRILHO INTENSO;6,34;1,65;7,6;0;,5865;,5865;1403;70;70;;;170081;1;08/04/2026;15
5109;COND VINI LADY 325ML COCO;6,81;1,65;7,6;0;,6299;,6299;1403;70;70;;;174288;1;25/05/2026;15
5112;COND VINI LADY 325ML LISO INTENS;6,14;1,65;7,6;0;,568;,568;1403;70;70;;;170081;1;08/04/2026;15
5113;COND VINI LADY 325ML ONDAS/CACHOS;6,34;1,65;7,6;0;,5865;,5865;1403;70;70;;;170081;1;08/04/2026;15
