CODIGO_PRODUTO;DESCRICAO;DEPARTAMENTO;PULMAO_EMB;PULMAO_LASTRO;PULMAO_ALTURA;SELECAO_EMB;SELECAO_LASTRO;SELECAO_ALTURA
2036;CAFE SOL MELITTA CAPPUCCINO LT 200G TRAD;MERCEARIA;CX 24;16;8;CX 24;16;8
2070;CAFE SOL MELITTA LT 200G C LEITE;MERCEARIA;CX 24;16;8;CX 24;16;8
2121;CAFE SOL MELITTA SH 40G DESCAF;MERCEARIA;CX 24;10;2;CX 24;10;2
2083;CAFE SOL MELITTA SH 40G TRAD;MERCEARIA;CX 24;20;20;CX 24;20;20
2147;CAFE SOL MELITTA VD 200G TRAD;MERCEARIA;CX 12;16;8;CX 12;16;8
2037;CAFE SOL NESCAFE CAPPUCCINO LT 180G CHOC 2FRADES;MERCEARIA;CX 24;12;7;CX 24;12;7
15171;CAFE SOL NESCAFE CREM DOLCA LT 150G;MERCEARIA;CX 12;8;16;CX 12;8;16
2064;CAFE SOL NESCAFE GOLD LT 100G EQUILIBRADO;MERCEARIA;CX 12;10;10;CX 12;10;10
2066;CAFE SOL NESCAFE GOLD LT 100G INSTENSO;MERCEARIA;CX 12;22;22;CX 12;22;22
2067;CAFE SOL NESCAFE GOLD LT 100G SUAVE;MERCEARIA;CX 12;10;6;CX 12;10;6
1994;CAFE SOL NESCAFE GOLD SH 250G INTENSO;MERCEARIA;CX 12;15;10;CX 12;15;10
1992;CAFE SOL NESCAFE GOLD SH 250G SUAVE;MERCEARIA;CX 12;15;8;CX 12;15;8
2116;CAFE SOL NESCAFE GOLD SH 40G EQUILIBRADO;MERCEARIA;CX 24;10;5;CX 24;10;5
2114;CAFE SOL NESCAFE GOLD SH 40G INTENS;MERCEARIA;CX 24;6;4;CX 24;6;4
2117;CAFE SOL NESCAFE GOLD SH 40G SUAVE;MERCEARIA;CX 24;5;6;CX 24;5;6
2072;CAFE SOL NESCAFE LT 300G C LEITE;MERCEARIA;CX 12;10;7;CX 12;10;7
1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;MERCEARIA;CX 12;10;5;CX 12;10;5
2097;CAFE SOL NESCAFE SH 40G DOLCA;MERCEARIA;CX 24;19;12;CX 24;19;12
2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;MERCEARIA;CX 24;20;5;CX 24;20;5
2109;CAFE SOL NESCAFE SH 40G ORIGINAL;MERCEARIA;CX 24;20;6;CX 24;20;6
2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;MERCEARIA;CX 24;20;10;CX 24;20;10
2119;CAFE SOL NESCAFE SH40G DESCAF;MERCEARIA;CX 24;12;5;CX 24;12;5
29453;CAFE SOL NESCAFE TRAD VD 200G C 12;MERCEARIA;;0;0;;0;0
2141;CAFE SOL NESCAFE VD 160G MATINAL;MERCEARIA;CX 12;10;10;CX 12;10;10
2142;CAFE SOL NESCAFE VD 160G ORIGINAL;MERCEARIA;CX 12;10;10;CX 12;10;10
2139;CAFE SOL NESCAFE VD 160G TRADICAO FORTE;MERCEARIA;CX 12;50;10;CX 12;50;10
2148;CAFE SOL NESCAFE VD 200G TRADICAO;MERCEARIA;CX 12;11;9;CX 12;11;9
15217;CAFE VAC TERRA DA GENTE EXT FORT 500G;MERCEARIA;;0;0;;0;0
15218;CAFE VAC TERRA DA GENTE TRAD 500G;MERCEARIA;UN 1;12;4;UN 1;12;4
2011;CAFE VACUO 3C 250G DESCAF;MERCEARIA;;0;0;;0;0
1999;CAFE VACUO 3C 250G EXTRA FORTE;MERCEARIA;CX 20;14;12;CX 20;14;12
1998;CAFE VACUO 3C 250G TRAD;MERCEARIA;CX 20;14;12;CX 20;14;12
2021;CAFE VACUO 3C PREMIUM 500G ESTRADA REAL;MERCEARIA;CX 20;12;5;CX 20;12;5
2017;CAFE VACUO 3C TORRADO MOIDO 500G EXTRA FORTE;MERCEARIA;CX 20;10;10;CX 20;10;10
2016;CAFE VACUO 3C TORRADO MOIDO 500G TRAD;MERCEARIA;CX 20;10;10;CX 20;10;10
2009;CAFE VACUO BOM JESUS 500G EXTRA FORTE;MERCEARIA;;0;0;;0;0
2010;CAFE VACUO BOM JESUS 500G TRAD;MERCEARIA;CX 20;15;7;CX 20;15;7
2005;CAFE VACUO IGUACU 500G EXTRA FORTE;MERCEARIA;CX 20;20;5;CX 20;20;5
2015;CAFE VACUO IGUACU 500G TRAD;MERCEARIA;CX 20;20;9;CX 20;20;9
2014;CAFE VACUO MELITTA 250G DESCAF;MERCEARIA;CX 20;10;3;CX 20;10;3
2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;CX 20;10;5;CX 20;10;5
2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;CX 20;10;7;CX 20;10;7
2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;CX 20;16;8;CX 20;16;8
2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;CX 20;6;8;CX 20;6;8
2007;CAFE VACUO MELITTA REG BRASIL 250G CERRADO;MERCEARIA;CX 18;6;3;CX 18;6;3
2006;CAFE VACUO MELITTA REG BRASIL 250G MOGIANA;MERCEARIA;CX 18;20;5;CX 18;20;5
2008;CAFE VACUO MELITTA REG BRASIL 250G SUL DE MINAS;MERCEARIA;CX 18;16;8;CX 18;16;8
2003;CAFE VACUO MOIDO 3C GOURMET 250G CERRADO MINEIRO;MERCEARIA;CX 20;12;5;CX 20;12;5
2001;CAFE VACUO MOIDO 3C GOURMET 250G DARK ROAST;MERCEARIA;CX 20;5;5;CX 20;5;5
2000;CAFE VACUO MOIDO 3C GOURMET 250G MOGIAN PAULISTA;MERCEARIA;CX 20;20;5;CX 20;20;5
2002;CAFE VACUO MOIDO 3C GOURMET 250G SUL DE MINAS;MERCEARIA;CX 20;3;3;CX 20;3;3
2024;CAFE VACUO STARBUCKS 250G COLOMBIA;MERCEARIA;CX 12;10;5;CX 12;10;5
2023;CAFE VACUO STARBUCKS 250G PIKE PLACE;MERCEARIA;CX 12;20;5;CX 12;20;5
10819;CAJU BDJ 350G;PERECIVEIS;;0;0;;0;0
3378;CALDO APTI 114G CARNE;MERCEARIA;CX 30;20;5;CX 30;20;5
3363;CALDO APTI 19G CARNE;MERCEARIA;CX 216;12;6;CX 216;12;6
3365;CALDO APTI 19G COSTELA;MERCEARIA;CX 216;22;7;CX 216;22;7
3383;CALDO APTI 19G GALINHA;MERCEARIA;CX 216;10;2;CX 216;10;2
3397;CALDO APTI 19G LEGUMES;MERCEARIA;CX 216;4;4;CX 216;4;4
3399;CALDO APTI 57G BACON;MERCEARIA;CX 120;5;3;CX 120;5;3
3369;CALDO APTI 57G CARNE;MERCEARIA;CX 120;5;3;CX 120;5;3
3403;CALDO APTI 57G COSTELA;MERCEARIA;CX 120;10;2;CX 120;10;2
3402;CALDO APTI 57G LEGUMES;MERCEARIA;CX 120;4;3;CX 120;4;3
3367;CALDO APTI 57G REFOGA CASEIRA;MERCEARIA;CX 120;12;24;CX 120;12;24
3425;CALDO COSTELA APTI 114G;MERCEARIA;CX 30;5;4;CX 30;5;4
3390;CALDO GALINHA APTI 114G;MERCEARIA;CX 30;6;7;CX 30;6;7
3384;CALDO GALINHA APTI 57G;MERCEARIA;CX 120;10;6;CX 120;10;6
3394;CALDO GALINHA KNORR 114G;MERCEARIA;UN 1;500;5;UN 1;500;5
3388;CALDO GALINHA KNORR 57G;MERCEARIA;CX 10;10;10;CX 10;10;10
3391;CALDO GALINHA MAGGI 114G;MERCEARIA;CX 100;10;7;CX 100;10;7
3392;CALDO GALINHA MAGGI 152G;MERCEARIA;CX 76;3;4;CX 76;3;4
3386;CALDO GALINHA MAGGI 57G;MERCEARIA;CX 150;17;5;CX 150;17;5
3380;CALDO KNORR 114G CARNE;MERCEARIA;;0;0;;0;0
3377;CALDO KNORR 57G CARNE;MERCEARIA;DP 10;20;5;DP 10;20;5
3422;CALDO KNORR 57G COSTELA;MERCEARIA;DP 10;20;5;DP 10;20;5
3420;CALDO KNORR 57G LEGUMES;MERCEARIA;DP 10;20;5;DP 10;20;5
3379;CALDO MAGGI 114G CARNE;MERCEARIA;CX 100;10;7;CX 100;10;7
3381;CALDO MAGGI 152G CARNE;MERCEARIA;CX 76;9;8;CX 76;9;8
3371;CALDO MAGGI 35G CARNE;MERCEARIA;CX 96;10;11;CX 96;10;11
3385;CALDO MAGGI 35G GALINHA;MERCEARIA;CX 96;15;6;CX 96;15;6
3373;CALDO MAGGI 57G CARNE;MERCEARIA;CX 150;10;6;CX 150;10;6
15295;CALDO MAGGI 57G COSTELA;MERCEARIA;CX 10;30;30;CX 10;30;30
15296;CALDO MAGGI 57G LEGUMES;MERCEARIA;CX 10;20;5;CX 10;20;5
3407;CALDO SAZON 32 5G BACON;MERCEARIA;CX 48;19;9;CX 48;19;9
3404;CALDO SAZON 32 5G CAMARAO;MERCEARIA;CX 48;10;5;CX 48;10;5
3410;CALDO SAZON 32 5G CARNE;MERCEARIA;CX 48;19;9;CX 48;19;9
3409;CALDO SAZON 32 5G COSTELA;MERCEARIA;CX 48;19;9;CX 48;19;9
3408;CALDO SAZON 32 5G GALINHA;MERCEARIA;CX 48;19;9;CX 48;19;9
3406;CALDO SAZON 32 5G PICANHA;MERCEARIA;CX 48;19;9;CX 48;19;9
10820;CAMARAO CZA 7 BARBAS DESC 400G;PERECIVEIS;;0;0;;0;0
10821;CAMARAO CZA JAPESCA 23 30 DESC 400G;PERECIVEIS;;0;0;;0;0
10822;CAMARAO CZA JAPESCA 61 70 EVIS 400G;PERECIVEIS;;0;0;;0;0
10824;CAMARAO OCEANI DESC 200G;PERECIVEIS;;0;0;;0;0
10827;CAMARAO OCEANI INT 200G;PERECIVEIS;;0;0;;0;0
10828;CAMARAO SEARA DESC 80 100 400G;PERECIVEIS;;0;0;;0;0
36956;CAMARAO VERMELHO DESC CONG 250G;PERECIVEIS;;0;0;;0;0
10829;CAN RESERVA BOV;PERECIVEIS;;0;0;;0;0
10830;CAN RESERVA BOV BDJ;PERECIVEIS;;0;0;;0;0
10831;CAN RESERVA DIANTEIRO MOIDO;PERECIVEIS;;0;0;;0;0
3444;CANJAO APTI 180G C ARROZ;MERCEARIA;CX 12;10;10;CX 12;10;10
3435;CANJAO GALINHA MAGGI 200G ARROZ LEGUMES;MERCEARIA;CX 24;10;11;CX 24;10;11
2280;CANJICA AMARELA CBS 400G;MERCEARIA;FD 12;10;4;FD 12;10;4
15494;CANJICA AMARELA JUREIA 500G;MERCEARIA;FD 12;10;6;FD 12;10;6
2268;CANJICA AMARELA YOKI 500G;MERCEARIA;FD 12;20;6;FD 12;20;6
2283;CANJICA BCA JUREIA 400G;MERCEARIA;FD 12;12;7;FD 12;12;7
2273;CANJICA BRANCA CBS 400G;MERCEARIA;;0;0;;0;0
2281;CANJICA CRISTAL YOKI 400G;MERCEARIA;FD 16;12;10;FD 16;12;10
2285;CANJICA TRIGO GERMANI 500G;MERCEARIA;FD 12;8;9;FD 12;8;9
2019;CANJIQUINHA JUREIA 500G;MERCEARIA;FD 12;12;7;FD 12;12;7
36696;CAOLAGENO PETISCAO CARNE 100G;PRODUTOS PET;;0;0;;0;0
15505;CAP 3 CORACOES CHA CAMOMILA C 10;MERCEARIA;;0;0;;0;0
15523;CAP DOLCE GUSTO CAPPU MOCA BR C 10;MERCEARIA;CX 6;5;7;CX 6;5;7
15528;CAP DOLCE GUSTO CHOCO ALP INT C 10;MERCEARIA;CX 6;10;5;CX 6;10;5
15529;CAP DOLCE GUSTO CHOCOCI KITKA C 10;MERCEARIA;CX 6;4;7;CX 6;4;7
15532;CAP DOLCE GUSTO ESPR A PARANA C 10;MERCEARIA;CX 6;15;9;CX 6;15;9
15533;CAP DOLCE GUSTO ESPR CERR MIN C 10;MERCEARIA;CX 6;13;9;CX 6;13;9
15535;CAP DOLCE GUSTO GALAK C 10;MERCEARIA;CX 6;15;10;CX 6;15;10
15536;CAP DOLCE GUSTO GOLD C 10;MERCEARIA;CX 6;15;9;CX 6;15;9
15540;CAP DOLCE GUSTO LATTE MACCHIA C 10;MERCEARIA;CX 6;15;9;CX 6;15;9
15545;CAP DOLCE GUSTO ORGANICO C 10;MERCEARIA;CX 6;15;9;CX 6;15;9
15554;CAP NESCAFE NESPRESSO ANDES C 10;MERCEARIA;CX 12;3;5;CX 12;3;5
15555;CAP NESCAFE NESPRESSO COLOMBIA C 10;MERCEARIA;CX 12;15;10;CX 12;15;10
15557;CAP NESCAFE NESPRESSO INDIA C 10;MERCEARIA;;0;0;;0;0
15559;CAP NESCAFE NESPRESSO MEXICO C 10;MERCEARIA;CX 12;12;4;CX 12;12;4
15561;CAP STARBUCKS CAPP C 10;MERCEARIA;CX 6;10;6;CX 6;10;6
15564;CAP STARBUCKS COLOMBIA ESPRE C 10;MERCEARIA;CX 6;16;6;CX 6;16;6
10832;CAPA COXAO DENTRO FRIBOI VACUO KG;PERECIVEIS;;0;0;;0;0
10833;CAPA COXAO DENTRO FRIBOI VACUO KG BDJ;PERECIVEIS;;0;0;;0;0
29525;CAPA FILE BOV CONG KG;PERECIVEIS;;0;0;;0;0
34417;CAPA FILE BOV FRIBOI 1953 RESF KG ANGUS BDJ;PERECIVEIS;;0;0;;0;0
10835;CAPA FILE FRIBOI BOV VACUO KG;PERECIVEIS;;0;0;;0;0
10837;CAPA FILE FRIBOI BOV VACUO KG BDJ;PERECIVEIS;;0;0;;0;0
10834;CAPA FILE FRIBOI BOV VACUO KG PORC;PERECIVEIS;;0;0;;0;0
10836;CAPA FILE RESERVA KG PECA;PERECIVEIS;;0;0;;0;0
4554;CAPA RODO PANOSUL 35X50CM SORTIDO;PERFUMARIA E LIMPEZA;CX 12;6;12;CX 12;6;12
4556;CAPELETTI ITALIANY 250G FRANGO CP;PERECIVEIS;;0;0;;0;0
4557;CAPELETTI ITALIANY 250G QUEIJO CP;PERECIVEIS;;0;0;;0;0
4555;CAPELETTI ITALIANY 250G RESF CARNE;PERECIVEIS;;0;0;;0;0
4559;CAPELETTI ITALIANY 500G CONG FRANGO;PERECIVEIS;;0;0;;0;0
4558;CAPELETTI ITALIANY 500G RESF CARNE;PERECIVEIS;;0;0;;0;0
4560;CAPELETTI ROMENA 250G CARNE;PERECIVEIS;;0;0;;0;0
4561;CAPELETTI ROMENA 250G FRANGO;PERECIVEIS;;0;0;;0;0
4562;CAPELETTI ROMENA 500G CARNE;PERECIVEIS;;0;0;;0;0
36296;CAPELLETTI DITALIA CARNE 300G;PERECIVEIS;;0;0;;0;0
35537;CAPELLETTI DITALIA FRANGO 300G;PERECIVEIS;;0;0;;0;0
15583;CAPELLETTI ROMENA 4 QJOS 250G;PERECIVEIS;;0;0;;0;0
29529;CAPPUC 3 CORACOES CHOC 20G;MERCEARIA;CX 50;10;5;CX 50;10;5
1986;CAPPUCCINO PRONTO 3C 260ML BALANCE;MERCEARIA;CX 6;30;5;CX 6;30;5
1981;CAPPUCCINO PRONTO 3C 260ML CHOC;MERCEARIA;CX 6;10;3;CX 6;10;3
1983;CAPPUCCINO PRONTO 3C 260ML CLASSIC;MERCEARIA;CX 6;15;2;CX 6;15;2
1987;CAPPUCCINO PRONTO 3C 260ML WHEY;MERCEARIA;CX 6;8;3;CX 6;8;3
15526;CAPS DOLCE GUSTO CHAP DIAMANTI C 10;MERCEARIA;CX 6;4;7;CX 6;4;7
2172;CAPSULA 3C 110G C 10 CAPPUCCIN AVELA;MERCEARIA;CX 8;16;6;CX 8;16;6
2174;CAPSULA 3C 110G C 10 CAPPUCCIN CLASS;MERCEARIA;CX 8;10;5;CX 8;10;5
2178;CAPSULA 3C 110G C 10 CHOC CARARAMELL;MERCEARIA;;0;0;;0;0
2176;CAPSULA 3C 110G C 10 CHOCOLATTO;MERCEARIA;CX 8;20;6;CX 8;20;6
2163;CAPSULA 3C 110G C 10 LATTE MACCHIATO;MERCEARIA;CX 8;20;5;CX 8;20;5
2259;CAPSULA 3C 50G C 10 CERRADO MINEIRO;MERCEARIA;CX 10;10;5;CX 10;10;5
2261;CAPSULA 3C 50G C 10 INTENSO;MERCEARIA;;0;0;;0;0
2257;CAPSULA 3C 50G C 10 MOGIANA PAULIST;MERCEARIA;CX 10;20;5;CX 10;20;5
2260;CAPSULA 3C 50G C 10 ORGANICO;MERCEARIA;CX 10;10;6;CX 10;10;6
2196;CAPSULA 3C 75G C 10 FILTRADO GOURMET;MERCEARIA;;0;0;;0;0
2194;CAPSULA 3C 75G C 10 FILTRADO TRAD;MERCEARIA;;0;0;;0;0
2183;CAPSULA 3C 80G C 10 ESPRESSO AMENO;MERCEARIA;CX 10;16;6;CX 10;16;6
2187;CAPSULA 3C 80G C 10 ESPRESSO ATENTO;MERCEARIA;;0;0;;0;0
2190;CAPSULA 3C 80G C 10 ESPRESSO DECAF;MERCEARIA;CX 10;20;5;CX 10;20;5
2188;CAPSULA 3C 80G C 10 ESPRESSO PLENO;MERCEARIA;CX 10;16;6;CX 10;16;6
2189;CAPSULA 3C 80G C 10 ESPRESSO SUPREMO;MERCEARIA;CX 10;16;8;CX 10;16;8
2184;CAPSULA 3C 80G C 10 ESPRESSO VIBRANTE;MERCEARIA;CX 10;10;6;CX 10;10;6
2181;CAPSULA 3C 90G C 10 CAFE C LEITE;MERCEARIA;CX 8;16;6;CX 8;16;6
2237;CAPSULA 3C BAILEYS 110G C 10 SUPRE MACCHIATO;MERCEARIA;CX 8;20;6;CX 8;20;6
2246;CAPSULA 3C HAVANA 110G C 10 CAPP DOCE LEITE;MERCEARIA;;0;0;;0;0
2247;CAPSULA 3C RITUAIS 80G C 10 MOGIANA PAULIST;MERCEARIA;CX 8;10;6;CX 8;10;6
2216;CAPSULA DOLCE GUSTO 100G C 10 CAFE AU LAIT;MERCEARIA;CX 6;15;9;CX 6;15;9
2206;CAPSULA DOLCE GUSTO 110G C 10 AU LAIT VANILLA;MERCEARIA;CX 6;25;10;CX 6;25;10
2232;CAPSULA DOLCE GUSTO 117G C 10 CAPPUCCINO;MERCEARIA;CX 6;20;5;CX 6;20;5
2275;CAPSULA DOLCE GUSTO 131G C 10 SENSACAO;MERCEARIA;CX 6;10;5;CX 6;10;5
2266;CAPSULA DOLCE GUSTO 170G C 10 CAPP DOCE LEITE;MERCEARIA;CX 6;15;9;CX 6;15;9
2265;CAPSULA DOLCE GUSTO 170G C10 NESCAU;MERCEARIA;CX 6;10;10;CX 6;10;10
2234;CAPSULA DOLCE GUSTO 172G C 10 MOCHA CANELA;MERCEARIA;CX 6;16;5;CX 6;16;5
2263;CAPSULA DOLCE GUSTO 178G C 10 ALPINO TRAD;MERCEARIA;CX 6;16;6;CX 6;16;6
2218;CAPSULA DOLCE GUSTO 60G C 10 EXPRESSO;MERCEARIA;CX 6;10;10;CX 6;10;10
2229;CAPSULA DOLCE GUSTO 70G C 10 LUNGO;MERCEARIA;CX 6;5;8;CX 6;5;8
2221;CAPSULA DOLCE GUSTO 80G C 10 CAFE CASEIRO;MERCEARIA;CX 6;10;10;CX 6;10;10
2157;CAPSULA DOLCE GUSTO 80G C 10 ESPRES INTENSO;MERCEARIA;CX 6;10;10;CX 6;10;10
2214;CAPSULA DOLCE GUSTO 80G C 10 MATINAL;MERCEARIA;CX 6;15;9;CX 6;15;9
33694;CAPSULA DOLCE GUSTO C 16 ALPINO GALAK;MERCEARIA;CX 6;7;6;CX 6;7;6
2243;CAPSULA NESCAFE NESPRESSO C 10 BRAZIL LUNGO;MERCEARIA;CX 12;12;7;CX 12;12;7
33932;CAPSULA SHARK PRO VITAPOLI C60 COMPLEX;MERCEARIA;;0;0;;0;0
2267;CAPSULA STARBUCKS 53G C 10 BLONDE ESPRESSO;MERCEARIA;CX 12;10;10;CX 12;10;10
2269;CAPSULA STARBUCKS 53G C10 PIKE PLAC;MERCEARIA;DP 12;20;5;DP 12;20;5
2270;CAPSULA STARBUCKS 55G C 10 CAFFE VERONA;MERCEARIA;CX 12;10;10;CX 12;10;10
2274;CAPSULA STARBUCKS 57G C 10 COLOMBIA;MERCEARIA;CX 12;10;10;CX 12;10;10
2272;CAPSULA STARBUCKS 57G C 10 ESPRESSO ROAST;MERCEARIA;CX 12;10;10;CX 12;10;10
2271;CAPSULA STARBUCKS 57G C 10 HOUSE BLEND;MERCEARIA;CX 12;10;5;CX 12;10;5
33292;CAPSULA TRES CORACOES C10 NAPOLITANO;MERCEARIA;CX 8;15;10;CX 8;15;10
33291;CAPSULA TRES CORACOES C10 PACOCA;MERCEARIA;CX 8;12;8;CX 8;12;8
1982;CAPUCCINO PRONTO 3C 260ML PINGADO;MERCEARIA;CX 6;42;12;CX 6;42;12
10839;CAQUI KG;PERECIVEIS;;0;0;;0;0
10842;CARAMBOLA;PERECIVEIS;;0;0;;0;0
15585;CARGA GILLETTE MACH3 C 2;PERFUMARIA E LIMPEZA;UN 1;60;6;UN 1;60;6
15586;CARGA GILLETTE MACH3 CARBONO C 4 PROMO;PERFUMARIA E LIMPEZA;;0;0;;0;0
4564;CARGA MACH 3 2UN CARBONO;PERFUMARIA E LIMPEZA;DP 12;20;5;DP 12;20;5
4565;CARGA MACH 3 2UN SENSITIVE;PERFUMARIA E LIMPEZA;CX 72;50;2;CX 72;50;2
4567;CARGA MACH 3 LV4 PG3 REGULAR;PERFUMARIA E LIMPEZA;DP 12;10;10;DP 12;10;10
4568;CARGA MACH 3 LV4 PG3 SENSITIVE;PERFUMARIA E LIMPEZA;CX 72;10;5;CX 72;10;5
4569;CARGA MACH 3 LV6 PG5 SENSITIVE;PERFUMARIA E LIMPEZA;;0;0;;0;0
10844;CARNE DE PANELA BOV;PERECIVEIS;;0;0;;0;0
10845;CARNE MOIDA CHULETAO BOV CONG 400G;PERECIVEIS;;0;0;;0;0
10846;CARNE MOIDA CHULETAO FGO CONG 500G;PERECIVEIS;;0;0;;0;0
10851;CARNE SEARA SUINO SALG 400G;PERECIVEIS;;0;0;;0;0
10852;CARRE SUINO CONG KG;PERECIVEIS;;0;0;;0;0
36704;CASCO BOVINO PETISCAO C 1 UN;PRODUTOS PET;;0;0;;0;0
15618;CASPSULA DOLCE GUSTO NESQUIK C 10;MERCEARIA;CX 16;4;8;CX 16;4;8
3130;CAST CAJU EQUIL SAUDAVEL 100G C SAL;MERCEARIA;;0;0;;0;0
10855;CASTANHA CAJU UNIAGRO TORR SALG KG;PERECIVEIS;KG 1;20;5;KG 1;20;5
3123;CASTANHA DE CAJU 100G CARAMELIZADA COCO;MERCEARIA;;0;0;;0;0
3125;CASTANHA DE CAJU 100G CARAMELIZADA LTE CONDENSADO;MERCEARIA;;0;0;;0;0
10856;CASTANHA PARA UNIAGRO S CASCA;PERECIVEIS;KG 1;20;5;KG 1;20;5
15622;CATCHUP BISN KETDOG 1K;MERCEARIA;CX 12;20;5;CX 12;20;5
15637;CD ABOVE 200ML RECONSTRUCAO;PERFUMARIA E LIMPEZA;;0;0;;0;0
15638;CD COTTONBABY SNOOPY BABY 200ML GOTAS CAMOMILA;PERFUMARIA E LIMPEZA;CX 12;16;6;CX 12;16;6
15639;CD COTTONBABY SNOOPY BABY 200ML TOQUE D ALGODAO;PERFUMARIA E LIMPEZA;CX 12;22;22;CX 12;22;22
33664;CD DOVE 190ML REC AMINOACIDO;PERFUMARIA E LIMPEZA;CX 12;20;10;CX 12;20;10
34304;CD DOVE BOND INTENSE 150ML REPAIR;PERFUMARIA E LIMPEZA;CX 12;15;10;CX 12;15;10
15644;CD ELSEVE 400ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
15645;CD ELSEVE 400ML HIDRA HIAL;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
15646;CD ELSEVE 400ML LISO DOS SONHO;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
36183;CD ELSEVE COLLAGEN LIFTER 200ML;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
36184;CD ELSEVE COLLAGEN LIFTER 400ML;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
15650;CD GENIAL PET 500ML DESEMBARACADOR;PERFUMARIA E LIMPEZA;;0;0;;0;0
15657;CD MONANGE 325ML BOOST CRESC;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
15658;CD MONANGE 325ML DETOX TERAPIA;PERFUMARIA E LIMPEZA;CX 12;10;6;CX 12;10;6
15659;CD NEUTROX 300ML CLASSICO;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
15660;CD NEUTROX 300ML SOL MAR PISC;PERFUMARIA E LIMPEZA;;0;0;;0;0
36455;CD PALMOLIVE KIDS CRESPO 350ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
35119;CD PANTENE 250ML BOND REPAIR;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
15670;CD PANTENE 250ML PRO V MIRACLES;PERFUMARIA E LIMPEZA;CX 12;10;2;CX 12;10;2
35120;CD PANTENE 510ML BOND REPAIR;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
15673;CD PRIME 270ML DESAMARELADOR;PERFUMARIA E LIMPEZA;;0;0;;0;0
35588;CD SEDA 225ML TOQUE DE SEDA;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
33713;CD SEDA 425ML CERAMIDAS;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
33712;CD SEDA 425ML LISO PERFEITO;PERFUMARIA E LIMPEZA;CX 12;27;6;CX 12;27;6
34853;CD TRESEMME 400ML BLIND ANTIUMID;PERFUMARIA E LIMPEZA;;0;0;;0;0
15687;CEBOL CONS JUREIA CRISTAL 200G;MERCEARIA;CX 6;12;6;CX 6;12;6
8852;CEBOLA ANEIS EXCELSIOR 450G;PERECIVEIS;;0;0;;0;0
2356;CEBOLA CONSERVA JUREIA TINTO 300G;MERCEARIA;CX 6;12;6;CX 6;12;6
15688;CEBOLA EM ANEIS LAR CONG 400G;PERECIVEIS;;0;0;;0;0
10857;CEBOLA KG;PERECIVEIS;;0;0;;0;0
10859;CEBOLA N 3;PERECIVEIS;;0;0;;0;0
10861;CEBOLA P CONSERVA KG;PERECIVEIS;;0;0;;0;0
10862;CEBOLA ROXA KG;PERECIVEIS;;0;0;;0;0
2358;CEBOLAS CONSERVA PETRY VD 300G;MERCEARIA;PC 15;10;10;PC 15;10;10
10866;CENOURA BABY PCT;PERECIVEIS;;0;0;;0;0
10868;CENOURA FRACION VACUO;PERECIVEIS;;0;0;;0;0
10864;CENOURA KG;PERECIVEIS;;0;0;;0;0
15696;CER MUCILON AMEIXA AVEIA SH 180G;MERCEARIA;CX 12;4;3;CX 12;4;3
8973;CERA CARNU AUTO PASTA 200G;PERFUMARIA E LIMPEZA;;0;0;;0;0
8974;CERA CARRO CENTRALSUL EXPRES 500ML;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
33969;CERA CARRO MIL MILHAS 200G;PERFUMARIA E LIMPEZA;CX 24;4;12;CX 24;4;12
4573;CERA GRAND PRIX 200G TRAD;PERFUMARIA E LIMPEZA;;0;0;;0;0
15722;CERA LIQ ANDREIA 750ML AMARELA;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
15723;CERA LIQ ANDREIA 750ML INCOLOR;PERFUMARIA E LIMPEZA;CX 12;16;5;CX 12;16;5
15724;CERA LIQ ANDREIA 750ML VERM;PERFUMARIA E LIMPEZA;CX 12;15;5;CX 12;15;5
15725;CERA LIQ ANDREIA AUTO BR 750ML AM;PERFUMARIA E LIMPEZA;CX 12;10;10;CX 12;10;10
15726;CERA LIQ ANDREIA AUTO BR 750ML INC;PERFUMARIA E LIMPEZA;CX 12;5;2;CX 12;5;2
