CODIGO_PRODUTO;DESCRICAO;DEPARTAMENTO;PULMAO_EMB;PULMAO_LASTRO;PULMAO_ALTURA;SELECAO_EMB;SELECAO_LASTRO;SELECAO_ALTURA
33930;PASTA AMEND SHARK PEANUT ZLACT 600G AVELA;MERCEARIA;;0;0;;0;0
21747;PASTA AMEND STO ANTONIO 500G BRIG PROTEICO;MERCEARIA;;0;0;;0;0
11674;PASTEL FOLH SPECIATTA PRES QJO KG;PERECIVEIS;;0;0;;0;0
11673;PASTEL FOLHADO FGO SPECIATTA KG;PERECIVEIS;;0;0;;0;0
11676;PASTEL FRITO DE FGO;PERECIVEIS;;0;0;;0;0
7382;PASTEL ITALIANY 300G PRESUNTO/QUEIJO;PERECIVEIS;;0;0;;0;0
7383;PASTEL ITALIANY 300G QUEIJO;PERECIVEIS;;0;0;;0;0
9978;PASTEL ITALIANY RECH 300G CALAB QUEIJO;PERECIVEIS;;0;0;;0;0
37844;PASTEL NATA SPECIATTA FGO REQ KG;PERECIVEIS;;0;0;;0;0
7386;PASTILHA ADES PATO 3UN FRESH;PERFUMARIA E LIMPEZA;CX 24;10;3;CX 24;10;3
7389;PASTILHA HIGISOL 3UN 27G CRAVO E CANELA;PERFUMARIA E LIMPEZA;CX 24;18;6;CX 24;18;6
7390;PASTILHA HIGISOL 3UN 27G FLORAL;PERFUMARIA E LIMPEZA;CX 24;10;5;CX 24;10;5
7391;PASTILHA HIGISOL 3UN 27G LAVANDA;PERFUMARIA E LIMPEZA;CX 24;10;5;CX 24;10;5
1801;PASTILHA MENTOS KISS LT 35G MINT;MERCEARIA;;0;0;;0;0
1802;PASTILHA MENTOS KISS LT 35G MORANGO;MERCEARIA;;0;0;;0;0
31836;PASTILHA MENTOS KISS ZR LT 35G MOR;MERCEARIA;;0;0;;0;0
21767;PASTILHA MENTOS RAINBOW 38G;MERCEARIA;;0;0;;0;0
1074;PASTILHA MENTOS STICKS 37 5G FANTA LAR;MERCEARIA;;0;0;;0;0
1881;PASTILHA MENTOS STICKS 37 5G FTAS;MERCEARIA;;0;0;;0;0
1880;PASTILHA MENTOS STICKS 37 5G FTAS VRM;MERCEARIA;;0;0;;0;0
1879;PASTILHA MENTOS STICKS 37 5G MINT;MERCEARIA;;0;0;;0;0
34490;PASTILHA MENTOS STICKS 37 5G TUTTI FRUTTI;MERCEARIA;;0;0;;0;0
7397;PASTILHA PATO PROMO 3UN CITRUS;PERFUMARIA E LIMPEZA;CX 24;16;6;CX 24;16;6
7398;PASTILHA PATO PROMO 3UN FLORAL;PERFUMARIA E LIMPEZA;UN 1;20;2;UN 1;20;2
7399;PASTILHA PATO PROMO 3UN LAVANDA;PERFUMARIA E LIMPEZA;CX 24;15;5;CX 24;15;5
1884;PASTILHA TIC TAC 14 5G CITRUS MIX;MERCEARIA;;0;0;;0;0
1886;PASTILHA TIC TAC 14 5G FRUTAS;MERCEARIA;;0;0;;0;0
1888;PASTILHA TIC TAC 14 5G MENTA;MERCEARIA;CX 14;12;5;CX 14;12;5
1890;PASTILHA TIC TAC 16G LARANJA;MERCEARIA;;0;0;;0;0
11677;PATA BRISTOT BOV CONG KG;PERECIVEIS;;0;0;;0;0
11678;PATA BRISTOT BOV CONG KG BDJ;PERECIVEIS;;0;0;;0;0
36240;PATE DALIA 100G GALINHA;PERECIVEIS;;0;0;;0;0
36241;PATE DALIA 100G PRESUNTO;PERECIVEIS;;0;0;;0;0
9980;PATE EXCELSIOR 100G BACON;PERECIVEIS;;0;0;;0;0
21768;PATE EXCELSIOR 100G CEBOLA SALSA;PERECIVEIS;;0;0;;0;0
7403;PATE EXCELSIOR 100G FGO;PERECIVEIS;;0;0;;0;0
7404;PATE EXCELSIOR 100G FGO E ERVAS;PERECIVEIS;;0;0;;0;0
7402;PATE EXCELSIOR 100G FIGADO;PERECIVEIS;;0;0;;0;0
7405;PATE EXCELSIOR 100G PEITO FGO DEF;PERECIVEIS;;0;0;;0;0
7410;PATE EXCELSIOR 100G PRESUNTO;PERECIVEIS;;0;0;;0;0
34521;PATE EXCELSIOR 250G FGO;PERECIVEIS;;0;0;;0;0
9981;PATE EXCELSIOR 250G FGO C ERVAS;PERECIVEIS;;0;0;;0;0
9982;PATE EXCELSIOR 250G PRESUNTO;PERECIVEIS;;0;0;;0;0
2419;PATE ODERICH LT 100G CARNE;MERCEARIA;CX 24;28;10;CX 24;28;10
2420;PATE ODERICH LT 100G FIGADO;MERCEARIA;CX 24;28;10;CX 24;28;10
3304;PATE ODERICH LT 100G FRANGO;PERECIVEIS;CX 24;28;10;CX 24;28;10
3305;PATE ODERICH LT 100G GALINHA;PERECIVEIS;CX 24;28;10;CX 24;28;10
2421;PATE ODERICH LT 100G PERU;MERCEARIA;CX 24;28;10;CX 24;28;10
2422;PATE ODERICH LT 100G PRESUNTO;MERCEARIA;CX 24;28;10;CX 24;28;10
11680;PATINHO BOV PEDACO;PERECIVEIS;;0;0;;0;0
11682;PATINHO FRIBOI BOV PORC BDJ;PERECIVEIS;;0;0;;0;0
11683;PATINHO FRIBOI BOV PORC VACUO KG;PERECIVEIS;;0;0;;0;0
11685;PATINHO RESERVA BOV BIFE;PERECIVEIS;;0;0;;0;0
11686;PATINHO RESERVA BOV MOIDO;PERECIVEIS;;0;0;;0;0
11688;PATINHO RESERVA BOV S OSSO PAI;PERECIVEIS;;0;0;;0;0
36837;PE DE MOLEQUE C CARAMELO 800G;MERCEARIA;;0;0;;0;0
7414;PEDRA PATO 25G 25% DESC LAVANDA;PERFUMARIA E LIMPEZA;CX 48;20;5;CX 48;20;5
7415;PEDRA PATO 25G 25% DESC MARINE;PERFUMARIA E LIMPEZA;CX 48;10;5;CX 48;10;5
21787;PEDRA POMES STA CLARA R 199;PERFUMARIA E LIMPEZA;PC 6;15;2;PC 6;15;2
21788;PEDRA POMES VINI C LIXA;PERFUMARIA E LIMPEZA;UN 1;10;5;UN 1;10;5
7421;PEDRA SANIT HARPIC 20G 40 GTS 40PCT PINHO CAMP;PERFUMARIA E LIMPEZA;CX 36;20;2;CX 36;20;2
7420;PEDRA SANIT HARPIC 20G LAVANDA LAVANDA;PERFUMARIA E LIMPEZA;CX 36;10;5;CX 36;10;5
7419;PEDRA SANIT HARPIC AIR PLUS 25G FLORES DO CAMPO;PERFUMARIA E LIMPEZA;CX 36;29;7;CX 36;29;7
7422;PEDRA SANIT HARPIC AIR PLUS 25G PLUS CITRUS;PERFUMARIA E LIMPEZA;;0;0;;0;0
7416;PEDRA SANITARIA GLADE 25G 25% DESC LAVANDA;PERFUMARIA E LIMPEZA;CX 48;23;4;CX 48;23;4
7417;PEDRA SANITARIA GLADE 25G 25% DESC PINHO;PERFUMARIA E LIMPEZA;CX 48;23;4;CX 48;23;4
7418;PEDRA SANITARIA GLADE 25G PINHO;PERFUMARIA E LIMPEZA;;0;0;;0;0
7423;PEDRA SANITARIA SANI-SOL 20G EUCALIPTO;PERFUMARIA E LIMPEZA;CX 144;12;6;CX 144;12;6
7424;PEDRA SANITARIA SANI-SOL 20G FLORAL;PERFUMARIA E LIMPEZA;CX 144;12;6;CX 144;12;6
7425;PEDRA SANITARIA SANI-SOL 20G JASMIN;PERFUMARIA E LIMPEZA;CX 144;15;5;CX 144;15;5
7426;PEDRA SANITARIA SANI-SOL 20G LAVANDA;PERFUMARIA E LIMPEZA;CX 144;20;5;CX 144;20;5
36636;PEITO ANGUS 1953 BAND KG;PERECIVEIS;;0;0;;0;0
34708;PEITO E COSTELA C OSSO BOV RESF KG;PERECIVEIS;;0;0;;0;0
11684;PEITO E COSTELA C OSSO BOV RESF KG BDJ;PERECIVEIS;;0;0;;0;0
11693;PEITO FGO AURORA DEFUM 180G;PERECIVEIS;;0;0;;0;0
11695;PEITO FGO CONG KG;PERECIVEIS;;0;0;;0;0
11696;PEITO FGO EXCELSIOR DEF KG EMB;PERECIVEIS;;0;0;;0;0
11697;PEITO FGO EXCELSIOR DEF KG FAT;PERECIVEIS;;0;0;;0;0
11698;PEITO FGO EXCELSIOR DEF KG INT;PERECIVEIS;;0;0;;0;0
34475;PEITO FGO EXCELSIOR DEF KG RETALHO;PERECIVEIS;;0;0;;0;0
11700;PEITO FGO PROGRESSO DEF KG EMB;PERECIVEIS;;0;0;;0;0
11701;PEITO FGO PROGRESSO DEF KG FAT;PERECIVEIS;;0;0;;0;0
11702;PEITO FGO PROGRESSO DEF KG INT;PERECIVEIS;;0;0;;0;0
31858;PEITO FGO SADIA TEMP COZ DESF CONG 400G;PERECIVEIS;;0;0;;0;0
11703;PEITO FGO SEARA DESF 400G;PERECIVEIS;;0;0;;0;0
11704;PEITO FRIBOI BOV PORC BDJ VACUO;PERECIVEIS;;0;0;;0;0
11705;PEITO FRIBOI BOV PORC VACUO;PERECIVEIS;;0;0;;0;0
11706;PEITO PERU PERDIGAO LIGHT COZ KG EMB;PERECIVEIS;;0;0;;0;0
11707;PEITO PERU PERDIGAO LIGHT COZ KG FAT;PERECIVEIS;;0;0;;0;0
11709;PEITO PERU SADIA DEF SOLTIS 200G;PERECIVEIS;;0;0;;0;0
11710;PEITO PERU SADIA LIGHT DEF KG EMB;PERECIVEIS;;0;0;;0;0
11711;PEITO PERU SADIA LIGHT DEF KG FAT;PERECIVEIS;;0;0;;0;0
11712;PEITO PERU SADIA LIGHT DEF KG INT;PERECIVEIS;;0;0;;0;0
11926;PEITO PERU SADIA LIGHT DEF KG RETALHO;PERECIVEIS;;0;0;;0;0
11713;PEITO RESERVA BOV C OSSO;PERECIVEIS;;0;0;;0;0
11714;PEITO RESERVA BOV MOIDO;PERECIVEIS;;0;0;;0;0
11716;PEITO RESERVA BOV S OSSO ESPEC;PERECIVEIS;;0;0;;0;0
21818;PEITORAL NYLON SIMPLES R-1;PRODUTOS PET;;0;0;;0;0
21819;PEITORAL NYLON SIMPLES R-2;PRODUTOS PET;;0;0;;0;0
36456;PEIXE TRAIRA CONG KG;PERECIVEIS;;0;0;;0;0
21835;PEN BOLSA;PERFUMARIA E LIMPEZA;;0;0;;0;0
21838;PEN BONITTA DENTES FINOS;PERFUMARIA E LIMPEZA;;0;0;;0;0
21839;PEN BONITTA DENTES MEDIO;PERFUMARIA E LIMPEZA;;0;0;;0;0
21842;PEN BONITTA P/PIOLHO R.535;PERFUMARIA E LIMPEZA;;0;0;;0;0
21843;PEN BONITTA SERRILHADO;PERFUMARIA E LIMPEZA;UN 1;300;2;UN 1;300;2
21847;PEN DENTES LARGOS;PERFUMARIA E LIMPEZA;;0;0;;0;0
21848;PEN DUPLO;PERFUMARIA E LIMPEZA;;0;0;;0;0
21851;PEN M BONI BASIC;PERFUMARIA E LIMPEZA;UN 1;10;5;UN 1;10;5
21854;PEN M BONI HIPER TRANSP R.1361;PERFUMARIA E LIMPEZA;;0;0;;0;0
21856;PEN M BONI TARTARUGA R.0021B;PERFUMARIA E LIMPEZA;UN 1;60;2;UN 1;60;2
21858;PEN M BONI USO DIA BASIC;PERFUMARIA E LIMPEZA;UN 1;20;5;UN 1;20;5
21860;PEN SEREIA C/GLITER;PERFUMARIA E LIMPEZA;UN 1;144;6;UN 1;144;6
21880;PENIQUINHO CAJOVIL URSO AZL;PERFUMARIA E LIMPEZA;;0;0;;0;0
21881;PENIQUINHO CAJOVIL URSO RSA;PERFUMARIA E LIMPEZA;;0;0;;0;0
21882;PENIQUINHO CAJOVIL URSO VDE;PERFUMARIA E LIMPEZA;;0;0;;0;0
21883;PENTE/PINCEL M BONI;PERFUMARIA E LIMPEZA;;0;0;;0;0
33517;PEPINO 200G SNACKPEP;PERECIVEIS;;0;0;;0;0
1000;PEPINO CONS DA SERRA VD 1 8KG;MERCEARIA;CX 6;20;5;CX 6;20;5
33441;PEPINO CONS JUREIA TRAD 1 8KG;MERCEARIA;CX 6;12;6;CX 6;12;6
2446;PEPINO CONS JUREIA VD 300G AGRIDOCE FATIADO;MERCEARIA;CX 15;12;6;CX 15;12;6
2450;PEPINO CONS JUREIA VD 300G FATIADO PICANTE;MERCEARIA;CX 15;12;6;CX 15;12;6
2458;PEPINO CONS ODERICH VD 300G AGRIDOCE;MERCEARIA;CX 15;12;6;CX 15;12;6
2453;PEPINO CONS ODERICH VD 300G CASEIRO;MERCEARIA;CX 15;6;2;CX 15;6;2
2452;PEPINO CONSERVA ADIGEL VD 300G;MERCEARIA;CX 15;20;5;CX 15;20;5
2416;PEPINO CONSERVA DA SERRA SH 150G;MERCEARIA;CX 12;18;8;CX 12;18;8
2434;PEPINO CONSERVA DA SERRA VD 300G;MERCEARIA;FD 15;9;8;FD 15;9;8
2429;PEPINO CONSERVA NUTRIOURO VD 300G;MERCEARIA;CX 15;10;9;CX 15;10;9
2447;PEPINO CONSERVA ODERICH VD 300G TRAD;MERCEARIA;CX 15;10;5;CX 15;10;5
2438;PEPINO CONSERVA PETRY VD 300G TRAD;MERCEARIA;;0;0;;0;0
11722;PEPINO JAPONES;PERECIVEIS;;0;0;;0;0
11720;PEPINO KG;PERECIVEIS;;0;0;;0;0
11727;PERA EMBALADO;PERECIVEIS;;0;0;;0;0
11726;PERA KG;PERECIVEIS;;0;0;;0;0
31871;PERF AMBIENTE AMAZONIA CHA BCO 200ML;PERFUMARIA E LIMPEZA;CX 12;5;8;CX 12;5;8
21890;PERFUME AMBIENTE AMAZONIA 200ML BABY RS;PERFUMARIA E LIMPEZA;;0;0;;0;0
21891;PERFUME AMBIENTE AMAZONIA 200ML BROTO BAMBU;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
21892;PERFUME AMBIENTE AMAZONIA 200ML LAVAND F;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
21893;PERFUME AMBIENTE AMAZONIA 200ML ZAFIRA;PERFUMARIA E LIMPEZA;CX 12;10;10;CX 12;10;10
11729;PERNIL PAMPLONA SUINO TEMP KG;PERECIVEIS;;0;0;;0;0
11730;PERNIL SUINO CONG KG;PERECIVEIS;;0;0;;0;0
31872;PES SUINOS CONG KG;PERECIVEIS;;0;0;;0;0
11733;PESSEGO IMPORTADO KG;PERECIVEIS;;0;0;;0;0
21902;PESSEGO MARIZA METADES 450G;MERCEARIA;CX 12;8;12;CX 12;8;12
11734;PESSEGO NACIONAL BRANCO KG;PERECIVEIS;;0;0;;0;0
2282;PESSEGO PETITOSA METADES 450G;MERCEARIA;CX 12;10;6;CX 12;10;6
35647;PESSEGO PIACERE METADES 485G;MERCEARIA;;0;0;;0;0
21909;PET FRISKIES 40G CAR;PRODUTOS PET;UN 1;30;6;UN 1;30;6
21910;PET FRISKIES 40G SALMAO;PRODUTOS PET;UN 1;20;9;UN 1;20;9
21912;PET PETISCAO TABLETE CAR 60G;PRODUTOS PET;FD 24;12;5;FD 24;12;5
21907;PETISCO DREAMIES 40G CARNE;PRODUTOS PET;;0;0;;0;0
21908;PETISCO DREAMIES 40G QJO;PRODUTOS PET;;0;0;;0;0
9996;PETISCO FRISKIES 40G FRANGO;PRODUTOS PET;UN 1;20;9;UN 1;20;9
34770;PETISCO FRISKIES 80G SALMAO;PRODUTOS PET;DP 15;25;8;DP 15;25;8
9999;PETIT CHAMBINHO MOR 80G;PERECIVEIS;;0;0;;0;0
11735;PHYSALIS;PERECIVEIS;;0;0;;0;0
11736;PHYSALIS BDJ 100G;PERECIVEIS;;0;0;;0;0
11738;PICANHA BORDON BOV CONG;PERECIVEIS;;0;0;;0;0
11739;PICANHA BORDON BOV FAT VACUO;PERECIVEIS;;0;0;;0;0
11740;PICANHA BORDON BOV FATIADA;PERECIVEIS;;0;0;;0;0
11741;PICANHA BOV PEDACO;PERECIVEIS;;0;0;;0;0
11742;PICANHA PAMPLONA SUINA TEMPERADO;PERECIVEIS;;0;0;;0;0
11744;PICANHA RESERVA BOV BIFE;PERECIVEIS;;0;0;;0;0
11745;PICANHA RESERVA BOV GRILL;PERECIVEIS;;0;0;;0;0
11747;PICANHA RESERVA BOV PAI;PERECIVEIS;;0;0;;0;0
2464;PICLES CONSERVA ADIGEL VD 300G;MERCEARIA;;0;0;;0;0
2462;PICLES CONSERVA JUREIA VD 300G;MERCEARIA;CX 15;10;5;CX 15;10;5
11756;PIMENTA IMPORTADA;PERECIVEIS;;0;0;;0;0
11749;PIMENTA KG;PERECIVEIS;;0;0;;0;0
11759;PIMENTAO AMARELO KG;PERECIVEIS;;0;0;;0;0
11763;PIMENTAO DOCE MINI 180G;PERECIVEIS;;0;0;;0;0
11764;PIMENTAO MINI;PERECIVEIS;;0;0;;0;0
11766;PIMENTAO MULTOCOR BDJ;PERECIVEIS;;0;0;;0;0
11765;PIMENTAO REI MISTO KG;PERECIVEIS;;0;0;;0;0
11773;PIMENTAO VERDE;PERECIVEIS;;0;0;;0;0
11758;PIMENTAO VERDE KG;PERECIVEIS;;0;0;;0;0
11775;PIMENTAO VERDE PARTIDO VAC;PERECIVEIS;;0;0;;0;0
11776;PIMENTAO VERMELHO KG;PERECIVEIS;;0;0;;0;0
11778;PIMENTAS DIVERSAS;PERECIVEIS;;0;0;;0;0
7447;PINCA MERHEJE 2UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
7448;PINCA MERHEJE DECORADA 2UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
21944;PINCA ORIG RUBI RETA INOX;PERFUMARIA E LIMPEZA;;0;0;;0;0
21945;PINCA ORIG SAFIRA INOX C 2;PERFUMARIA E LIMPEZA;;0;0;;0;0
21946;PINCA PROFISSIONAL DIAM INOX 8CM;PERFUMARIA E LIMPEZA;;0;0;;0;0
21947;PINCEL 1 1 2;PERFUMARIA E LIMPEZA;;0;0;;0;0
21959;PINCEL P BARBEAR BASIC ORIG;PERFUMARIA E LIMPEZA;;0;0;;0;0
21960;PINCEL P BARBEAR CABO MADEIRA 9CM;PERFUMARIA E LIMPEZA;;0;0;;0;0
21961;PINCEL P/BASE BLACK SILVER P4;PERFUMARIA E LIMPEZA;;0;0;;0;0
21962;PINCEL P/MAQUIAGEM CALDA SEREIA 17CM;PERFUMARIA E LIMPEZA;;0;0;;0;0
21963;PINCEL P/MAQUIAGEM CALDA SEREIA 18CM;PERFUMARIA E LIMPEZA;;0;0;;0;0
21964;PINCEL P/MAQUIAGEM CALDA SEREIA 24CM;PERFUMARIA E LIMPEZA;;0;0;;0;0
35269;PINGO DE LEITE MARQUESPAN KG;PERECIVEIS;;0;0;;0;0
11779;PINHAO KG;PERECIVEIS;;0;0;;0;0
37765;PIPOCA DOCE FITOS 100G;MERCEARIA;;0;0;;0;0
37031;PIPOCA DOCE FITOS 30G;MERCEARIA;;0;0;;0;0
1711;PIPOCA DOCE KEVYTOS 13G;MERCEARIA;FD 50;50;5;FD 50;50;5
1713;PIPOCA DOCE KEVYTOS 50G;MERCEARIA;FD 10;16;9;FD 10;16;9
1712;PIPOCA DOCE POPFITOS 50G;MERCEARIA;FD 30;7;6;FD 30;7;6
37842;PIRULITO BOAVISTENSE POP PIRATAS 40;MERCEARIA;;0;0;;0;0
37829;PIRULITO BRUXOLITO 500G;MERCEARIA;;0;0;;0;0
1877;PIRULITO DORI FACE POP 450G APITO;MERCEARIA;CX 20;8;7;CX 20;8;7
1905;PIRULITO DORI MASTIGAVEL 560G YOGURTE 100;MERCEARIA;CX 12;15;6;CX 12;15;6
37185;PIRULITO FLOPITO BABY CORACAO MOR 1;MERCEARIA;;0;0;;0;0
1870;PIRULITO FLORESTAL 200G CORACAO COLORIDO;MERCEARIA;CX 48;9;9;CX 48;9;9
1885;PIRULITO FLORESTAL 400G CORACAO COLORIDO;MERCEARIA;CX 28;9;5;CX 28;9;5
33989;PIRULITO FLORESTAL 600G GIGA TUTTI;MERCEARIA;;0;0;;0;0
1869;PIRULITO FLORESTAL CORACAO 200G MORANGO;MERCEARIA;CX 48;10;5;CX 48;10;5
1868;PIRULITO FLORESTAL CORACAO 200G TUTTI FRUTTI;MERCEARIA;CX 48;16;6;CX 48;16;6
1887;PIRULITO FLORESTAL CORACAO 400G MORANGO;MERCEARIA;CX 28;8;5;CX 28;8;5
37441;PIRULITO FLORESTAL FLOPITO FRUTAS 4;MERCEARIA;;0;0;;0;0
37124;PIRULITO FLORESTAL PATATI PATAT 2X1;MERCEARIA;;0;0;;0;0
36860;PIRULITO FLORESTAL PEG BANZE 200G;MERCEARIA;;0;0;;0;0
33987;PIRULITO FLORESTAL ZOLLE 480G TUTTI;MERCEARIA;;0;0;;0;0
37444;PIRULITO PEGADAS DO BANZE 10G MORANGO;MERCEARIA;;0;0;;0;0
35656;PIRULITO PIETROBON 200G PINTA LINGUA;MERCEARIA;CX 25;8;8;CX 25;8;8
1883;PIRULITO PIETROBON 480G FRAMBOESA;MERCEARIA;CX 20;12;5;CX 20;12;5
1882;PIRULITO PIETROBON 480G UVA;MERCEARIA;CX 20;20;5;CX 20;20;5
1897;PIRULITO POP MANIA CHERRY 500G;MERCEARIA;;0;0;;0;0
36477;PIRULITO SABORES 120G;MERCEARIA;;0;0;;0;0
37133;PIRULITO SABORES 121G;MERCEARIA;;0;0;;0;0
37372;PIRULITO SABORES 300G;MERCEARIA;;0;0;;0;0
36861;PIRULITO SABORES 400G;MERCEARIA;;0;0;;0;0
37138;PIRULITO SABORES 450G;MERCEARIA;;0;0;;0;0
37456;PIRULITO SABORES 480G;MERCEARIA;;0;0;;0;0
37838;PIRULITO SABORES 500G;MERCEARIA;;0;0;;0;0
37198;PIRULITO SABORES 600G;MERCEARIA;;0;0;;0;0
37839;PIRULITO SABORES CAVERITO 300G;MERCEARIA;;0;0;;0;0
36934;PIRULITO SABORES FLOPITO 125G;MERCEARIA;;0;0;;0;0
37813;PIRULITO SABORES FLOPITO 500G;MERCEARIA;;0;0;;0;0
37843;PIRULITO SABORES FLOPITO 600G;MERCEARIA;;0;0;;0;0
1889;PIRULITO TOFFANO FUNNY GUT 600G FRUTAS;MERCEARIA;FD 16;12;5;FD 16;12;5
1865;PIRULITO TOFFANO PITY 200G MORANGO;MERCEARIA;CX 36;10;5;CX 36;10;5
1892;PIRULITO TOFFANO POP BRINQ 600G;MERCEARIA;FD 16;10;5;FD 16;10;5
11780;PITAYA KG;PERECIVEIS;;0;0;;0;0
10015;PIZZA EXCELSIOR 400G 4 QJOS;PERECIVEIS;;0;0;;0;0
10016;PIZZA EXCELSIOR 400G CALABRESA;PERECIVEIS;;0;0;;0;0
10017;PIZZA EXCELSIOR 400G FGO C REQUEIJAO;PERECIVEIS;;0;0;;0;0
10018;PIZZA EXCELSIOR 400G MUSSARELA;PERECIVEIS;;0;0;;0;0
7463;PIZZA SADIA 440G MUSSARELA;PERECIVEIS;;0;0;;0;0
7464;PIZZA SADIA 460G CALABRESA;PERECIVEIS;;0;0;;0;0
7465;PIZZA SADIA 460G FGO REQUEI MUSS;PERECIVEIS;;0;0;;0;0
7466;PIZZA SADIA 460G LOMBO REQU/MUS;PERECIVEIS;;0;0;;0;0
7468;PIZZA SADIA 460G QUATRO QUEIJOS;PERECIVEIS;;0;0;;0;0
22063;PIZZA SADIA MARGUERITA 460PIMAR;PERECIVEIS;;0;0;;0;0
22064;PIZZA TRIVIALY 470G 4 QJOS;PERECIVEIS;;0;0;;0;0
22065;PIZZA TRIVIALY 470G BRASILEIRA;PERECIVEIS;;0;0;;0;0
22066;PIZZA TRIVIALY 470G CALABRESA;PERECIVEIS;;0;0;;0;0
22067;PIZZA TRIVIALY 470G FGO;PERECIVEIS;;0;0;;0;0
22068;PIZZA TRIVIALY 470G LOMBO;PERECIVEIS;;0;0;;0;0
22069;PIZZA TRIVIALY 470G MILHO BAC;PERECIVEIS;;0;0;;0;0
22070;PIZZA TRIVIALY 470G PORTUGUESA;PERECIVEIS;;0;0;;0;0
22093;PO DERMO PROT JOHNSONS BABY H SONO 100G;PERFUMARIA E LIMPEZA;;0;0;;0;0
22092;PO DERMO PROT JOHNSONS BABY ORIG 100G;PERFUMARIA E LIMPEZA;;0;0;;0;0
3799;PO P CHANTILLLY YOKI 50G;MERCEARIA;CX 12;10;5;CX 12;10;5
3545;PO P FLAN NEILAR 40G BAUNILHA;MERCEARIA;CX 24;12;5;CX 24;12;5
3546;PO P FLAN NEILAR 40G CHOC;MERCEARIA;CX 24;20;6;CX 24;20;6
3547;PO P FLAN NEILAR 40G COCO;MERCEARIA;CX 24;20;6;CX 24;20;6
3818;PO P PUDIM NEILAR 30G BAUNILHA;MERCEARIA;CX 48;15;5;CX 48;15;5
3819;PO P PUDIM NEILAR 30G CARAMELO;MERCEARIA;CX 48;20;6;CX 48;20;6
3820;PO P PUDIM NEILAR 30G CHOC;MERCEARIA;CX 48;15;5;CX 48;15;5
3821;PO P PUDIM NEILAR 30G COCO;MERCEARIA;CX 48;20;6;CX 48;20;6
3822;PO P PUDIM NEILAR 30G LEITE CONDEN;MERCEARIA;CX 48;15;5;CX 48;15;5
3823;PO P PUDIM NEILAR 30G MORANGO;MERCEARIA;CX 48;6;5;CX 48;6;5
3802;PO P SORVETE APTI 120G ABACAXI;MERCEARIA;CX 12;22;7;CX 12;22;7
3803;PO P SORVETE APTI 120G CHOC;MERCEARIA;CX 12;5;5;CX 12;5;5
3804;PO P SORVETE APTI 120G COCO;MERCEARIA;CX 12;22;7;CX 12;22;7
3805;PO P SORVETE APTI 120G CREME;MERCEARIA;CX 12;22;7;CX 12;22;7
3807;PO P SORVETE APTI 120G MOR;MERCEARIA;CX 12;22;7;CX 12;22;7
3131;PO PARA CHANTILLLY APTI 50G TRAD;MERCEARIA;CX 12;22;7;CX 12;22;7
2808;POLENTA CBS 500G PRE COZIDA;MERCEARIA;FD 12;20;5;FD 12;20;5
22103;POLENTA EXCELSIOR PALITO 1KG;PERECIVEIS;;0;0;;0;0
10023;POLENTA EXCELSIOR PALITO CONG 400G;PERECIVEIS;;0;0;;0;0
2805;POLENTA GERMANI 500G PERDIZ;MERCEARIA;FD 12;10;5;FD 12;10;5
22102;POLENTA PALITO DELLA NONNA 500G;PERECIVEIS;;0;0;;0;0
2814;POLENTA PERDIZ 500G INST TEMP;MERCEARIA;FD 12;10;5;FD 12;10;5
22105;POLENTA SINHA 500G;MERCEARIA;FD 12;15;7;FD 12;15;7
2811;POLENTINA QUAKER 500G;MERCEARIA;FD 30;7;10;FD 30;7;10
7484;POLIDOR BRASSO 200ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
22106;POLIDOR P/UNHAS BASIC MERHEJE;PERFUMARIA E LIMPEZA;;0;0;;0;0
7485;POLIDOR SILVO 200ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
7486;POLIDOR UNHAS MERHEJE BASIC;PERFUMARIA E LIMPEZA;;0;0;;0;0
2643;POLPA POMODORO CICA TP 520G;MERCEARIA;CX 12;13;12;CX 12;13;12
3808;POLVILHO AZEDO CBS 400G;MERCEARIA;DP 12;10;5;DP 12;10;5
3810;POLVILHO AZEDO JUREIA 500G;MERCEARIA;FD 12;10;5;FD 12;10;5
3812;POLVILHO DOCE JUREIA 500G;MERCEARIA;;0;0;;0;0
22116;POM HIPOGLOS ORIG 40G;PERFUMARIA E LIMPEZA;;0;0;;0;0
22118;POM MASSAG BIO CANELA VELHO 150ML;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
22117;POM MASSAG BIO FISIOFORT PREMIUM 150ML;PERFUMARIA E LIMPEZA;CX 12;10;2;CX 12;10;2
36301;POMADA MASSAG BIO FISIOFORT 150ML;PERFUMARIA E LIMPEZA;CX 12;20;10;CX 12;20;10
7489;POMADA NUGGET 36G MARROM;PERFUMARIA E LIMPEZA;;0;0;;0;0
7490;POMADA NUGGET 36G PRETA;PERFUMARIA E LIMPEZA;;0;0;;0;0
22121;POMADA WASSINGTON LIQ 60ML MARROM;PERFUMARIA E LIMPEZA;;0;0;;0;0
