CODIGO_EMPRESA;NUMERO_ACORDO;NUMERO_PROCESSO;CODIGO_FORNECEDOR;FORNECEDOR;DESCRICAO_ACORDO;DATA_EMISSAO;COMPRADOR;STATUS_ACORDO;SITUACAO_FINANCEIRA;TIPO_ACORDO;CODIGO_PRODUTO;QTD_UTILIZADA_VERBA;DATA_FINAL_VERBA;PROXIMO_VENCIMENTO;ULTIMO_RECEBIMENTO;NUMERO_NF;NUMERO_PEDIDO_SUPRIMENTO;VALOR_ACORDO;VLR_EM_ABERTO;VLR_FIN_VENCIDO;VLR_JA_QUITADO;VALOR_SALDO_ACORDO;VALOR_UTILIZADO_PRODUTO;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_PENDENTES
900;413;6906;6644;ONIZ DISTRIBUID LTDA SCJ;Campanha Especial de Dia das Mães;16/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;18/06/2026;;;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 1.000,00;R$ 0,00;R$ 0,00;1;1;0
900;414;6907;6644;ONIZ DISTRIBUID LTDA SCJ;Campanha Especial de Dia das Mães;16/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 1.000,00;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;415;6908;6644;ONIZ DISTRIBUID LTDA SCJ;Campanha Especial de Dia das Mães;16/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 1.000,00;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;416;6909;6644;ONIZ DISTRIBUID LTDA SCJ;Campanha Especial de Dia das Mães;16/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 1.000,00;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;418;6910;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;16/04/2026;LAURINDO;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;22/06/2026;;;R$ 806,47;R$ 0,00;R$ 0,00;R$ 806,47;R$ 0,00;R$ 0,00;1;1;0
900;419;6911;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;16/04/2026;LAURINDO;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;22/06/2026;;;R$ 1.035,74;R$ 0,00;R$ 0,00;R$ 1.035,74;R$ 0,00;R$ 0,00;1;1;0
900;421;6912;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;24/03/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/04/2026;;;;R$ 939,21;R$ 939,21;R$ 939,21;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;422;6913;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;16/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;16/05/2026;;;;R$ 787,68;R$ 787,68;R$ 787,68;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;423;6914;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;16/04/2026;LAURINDO;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;22/06/2026;;;R$ 1.018,70;R$ 0,00;R$ 0,00;R$ 1.018,70;R$ 0,00;R$ 0,00;1;1;0
900;424;6915;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;16/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;16/05/2026;;;;R$ 1.003,77;R$ 1.003,77;R$ 1.003,77;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;425;6926;16491;JBS S A;SELL OUT;10/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/05/2026;;;;R$ 432,00;R$ 432,00;R$ 432,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;426;6927;16491;JBS S A;SELL OUT;11/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;11/05/2026;;;;R$ 669,00;R$ 669,00;R$ 669,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;427;6928;16491;JBS S A;SELL OUT;12/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;12/05/2026;;;;R$ 333,00;R$ 333,00;R$ 333,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;428;6929;16491;JBS S A;SELL OUT;10/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/05/2026;;;;R$ 1.100,30;R$ 1.100,30;R$ 1.100,30;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;429;6930;16491;JBS S A;SELL OUT;11/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;11/05/2026;;;;R$ 805,13;R$ 805,13;R$ 805,13;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;430;6931;16491;JBS S A;SELL OUT;12/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;12/05/2026;;;;R$ 339,60;R$ 339,60;R$ 339,60;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;431;6932;16491;JBS S A;SELL OUT;09/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;09/05/2026;;;;R$ 870,00;R$ 870,00;R$ 870,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;432;6933;16491;JBS S A;SELL OUT;06/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;06/05/2026;;;;R$ 1.112,64;R$ 1.112,64;R$ 1.112,64;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;433;6934;16491;JBS S A;SELL OUT;07/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;07/05/2026;;;;R$ 3.128,00;R$ 3.128,00;R$ 3.128,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;434;6935;16491;JBS S A;SELL OUT;08/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;08/05/2026;;;;R$ 3.644,31;R$ 3.644,31;R$ 3.644,31;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;435;6936;16491;JBS S A;SELL OUT;09/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;09/05/2026;;;;R$ 3.249,85;R$ 3.249,85;R$ 3.249,85;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;436;6937;16491;JBS S A;SELL OUT;10/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/05/2026;;;;R$ 3.221,96;R$ 3.221,96;R$ 3.221,96;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;437;6938;16491;JBS S A;SELL OUT;11/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;11/05/2026;;;;R$ 2.470,21;R$ 2.470,21;R$ 2.470,21;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;438;6939;16491;JBS S A;SELL OUT;12/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;12/05/2026;;;;R$ 549,34;R$ 549,34;R$ 549,34;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;439;6940;16491;JBS S A;SELL OUT;10/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/05/2026;;;;R$ 2.463,98;R$ 2.463,98;R$ 2.463,98;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;440;6941;16491;JBS S A;SELL OUT;11/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;11/05/2026;;;;R$ 3.536,00;R$ 3.536,00;R$ 3.536,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;441;6942;16491;JBS S A;SELL OUT;12/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;12/05/2026;;;;R$ 1.363,93;R$ 1.363,93;R$ 1.363,93;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;442;6943;16491;JBS S A;SELL OUT;10/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/05/2026;;;;R$ 13.910,16;R$ 13.910,16;R$ 13.910,16;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;443;6944;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;PONTAS DE GONDOLA;16/04/2026;BATISTA;CONCLUIDO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;31/05/2026;08/08/2026;;;R$ 5.400,00;R$ 3.600,00;R$ 1.800,00;R$ 1.800,00;R$ 0,00;R$ 0,00;3;1;2
900;444;6945;4434;QUIMICA AMPARO LTDA.;SELL OUT;16/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;04/05/2026;;;R$ 186,00;R$ 0,00;R$ 0,00;R$ 186,00;R$ 0,00;R$ 0,00;1;1;0
900;445;6946;6644;ONIZ DISTRIBUID LTDA SCJ;SELL OUT;16/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;18/06/2026;;;R$ 267,00;R$ 0,00;R$ 0,00;R$ 267,00;R$ 0,00;R$ 0,00;1;1;0
900;446;6947;6644;ONIZ DISTRIBUID LTDA SCJ;PONTA DE GONDOLA;16/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;20/05/2026;;;;R$ 3.500,00;R$ 3.500,00;R$ 3.500,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;447;6948;10334;IND COM PROD LIMP GIRANDO SOL LTDA;PONTA DE GONDOLA;16/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;10/08/2026;;;R$ 4.000,00;R$ 0,00;R$ 0,00;R$ 4.000,00;R$ 0,00;R$ 0,00;1;1;0
900;448;7026;6644;ONIZ DISTRIBUID LTDA SCJ;DATA CURTA;20/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/06/2026;;;;R$ 2.460,00;R$ 2.460,00;R$ 2.460,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;449;7046;6644;ONIZ DISTRIBUID LTDA SCJ;DATA CURTA;22/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;10/06/2026;;;;R$ 530,00;R$ 530,00;R$ 530,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;450;7086;15139;CARGIL AGRICOLA S A GOIANI;finalidade sell out;23/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;06/08/2026;;;R$ 2.151,20;R$ 0,00;R$ 0,00;R$ 2.151,20;R$ 0,00;R$ 0,00;1;1;0
900;451;7087;15139;CARGIL AGRICOLA S A GOIANI;finalidade sell out;23/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;06/08/2026;;;R$ 313,00;R$ 0,00;R$ 0,00;R$ 313,00;R$ 0,00;R$ 0,00;1;1;0
900;452;7088;15561;FUGINI ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 305,40;R$ 305,40;R$ 305,40;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;453;7089;15561;FUGINI ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 163,50;R$ 163,50;R$ 163,50;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;456;7090;15561;FUGINI ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 2.047,00;R$ 2.047,00;R$ 2.047,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;457;7091;15561;FUGINI ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 1.014,50;R$ 1.014,50;R$ 1.014,50;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;458;7106;15498;IND.DE POLPAS E CONSERVAS VAL LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 2.921,20;R$ 2.921,20;R$ 2.921,20;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;460;7107;15498;IND.DE POLPAS E CONSERVAS VAL LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 1.536,00;R$ 1.536,00;R$ 1.536,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;461;7108;16995;DAUS INDUSTRIA DE ALIMENTOS SA;painel de divulgação;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 15.000,00;R$ 15.000,00;R$ 3.750,00;R$ 0,00;R$ 0,00;R$ 0,00;4;0;4
900;462;7109;15498;IND.DE POLPAS E CONSERVAS VAL LTDA;painel de divulgação;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 10.000,00;R$ 10.000,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00;4;0;4
900;463;7110;15318;PODAL IND E COM DE ALIMENTOS LTDA;PAGAMENTO INCINERAÇÃO CLEAN MINT;23/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;28/07/2026;;;R$ 12.095,10;R$ 0,00;R$ 0,00;R$ 12.095,10;R$ 0,00;R$ 0,00;5;5;0
900;464;7111;15561;FUGINI ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 3.185,50;R$ 3.185,50;R$ 3.185,50;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;465;7112;11515;STELLA DORO ALIMENTOS LTDA;finalidade sell out;23/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/05/2026;;;;R$ 1.758,00;R$ 1.758,00;R$ 1.758,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;466;7126;15318;PODAL IND E COM DE ALIMENTOS LTDA;PONTA DE GONDOLA;24/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/04/2026;;;R$ 7.000,00;R$ 0,00;R$ 0,00;R$ 7.000,00;R$ 0,00;R$ 0,00;1;1;0
900;467;7127;4434;QUIMICA AMPARO LTDA.;PONTA DE GONDOLA;24/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/06/2026;;;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 3.000,00;R$ 0,00;R$ 0,00;1;1;0
900;468;7128;15318;PODAL IND E COM DE ALIMENTOS LTDA;PONTA DE GONDOLA;24/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/04/2026;;;R$ 2.400,00;R$ 0,00;R$ 0,00;R$ 2.400,00;R$ 0,00;R$ 0,00;1;1;0
900;469;7129;6644;ONIZ DISTRIBUID LTDA SCJ;PONTA DE GONDOLA;24/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 3.200,00;R$ 3.200,00;R$ 3.200,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;471;7131;17017;ZAFFALON E CIA LTDA;PONTA DE GONDOLA;24/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;472;7132;15318;PODAL IND E COM DE ALIMENTOS LTDA;ILHA;24/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/04/2026;;;R$ 1.600,00;R$ 0,00;R$ 0,00;R$ 1.600,00;R$ 0,00;R$ 0,00;1;1;0
900;474;7133;6644;ONIZ DISTRIBUID LTDA SCJ;PONTO EXTRA PATO;24/04/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;18/06/2026;;;R$ 300,00;R$ 0,00;R$ 0,00;R$ 300,00;R$ 0,00;R$ 0,00;1;1;0
900;475;7146;6798;BARAO - INDUSTRIA E COMERCIO DE ERVA MATE E CHAS S.A.;finalidade sell out;25/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;03/07/2026;;;R$ 506,00;R$ 0,00;R$ 0,00;R$ 506,00;R$ 0,00;R$ 0,00;1;1;0
900;476;7147;6798;BARAO - INDUSTRIA E COMERCIO DE ERVA MATE E CHAS S.A.;finalidade sell out;25/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;03/07/2026;;;R$ 1.546,60;R$ 0,00;R$ 0,00;R$ 1.546,60;R$ 0,00;R$ 0,00;1;1;0
900;478;7187;7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.;VALOR DE REBAIXA DE PREÇO;27/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;29/05/2026;;;;R$ 400,00;R$ 400,00;R$ 400,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;479;7206;6798;BARAO - INDUSTRIA E COMERCIO DE ERVA MATE E CHAS S.A.;pontas de gondulas;28/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;03/07/2026;;;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 2.000,00;R$ 0,00;R$ 0,00;1;1;0
900;480;7207;21894;ROCHA E FILHOS LTDA;ponta de gondula;28/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;21/05/2026;;;;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;481;7208;15139;CARGIL AGRICOLA S A GOIANI;pontas de gondula;28/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;06/08/2026;;;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 3.000,00;R$ 0,00;R$ 0,00;1;1;0
900;485;7226;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA;acordo de compra;28/04/2026;NIDAL;NAO INFORMADO;QUITADO;VERBA EXTRA;;;;;;;;R$ 12.000,00;R$ 0,00;R$ 0,00;R$ 12.000,00;R$ 12.000,00;R$ 0,00;0;0;0
900;487;7306;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;30/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 633,83;R$ 633,83;R$ 633,83;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;488;7307;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;30/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;31/05/2026;;;;R$ 982,85;R$ 982,85;R$ 982,85;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;489;7308;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;30/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;31/05/2026;;;;R$ 788,58;R$ 788,58;R$ 788,58;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;491;7314;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 1.723,30;R$ 0,00;R$ 0,00;R$ 1.723,30;R$ 0,00;R$ 0,00;1;1;0
900;493;7315;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 1.305,30;R$ 0,00;R$ 0,00;R$ 1.305,30;R$ 0,00;R$ 0,00;1;1;0
900;494;7317;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 2.646,70;R$ 0,00;R$ 0,00;R$ 2.646,70;R$ 0,00;R$ 0,00;1;1;0
900;495;7318;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 1.727,10;R$ 0,00;R$ 0,00;R$ 1.727,10;R$ 0,00;R$ 0,00;1;1;0
900;496;7319;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 1.330,00;R$ 0,00;R$ 0,00;R$ 1.330,00;R$ 0,00;R$ 0,00;1;1;0
900;497;7320;16061;ERVATEIRA REI VERDE LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 3.072,00;R$ 0,00;R$ 0,00;R$ 3.072,00;R$ 0,00;R$ 0,00;1;1;0
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6118;2;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.840,00;R$ 20,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6117;5;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.810,00;R$ 50,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6116;24;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.620,00;R$ 240,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6119;47;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.390,00;R$ 470,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6120;25;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.610,00;R$ 250,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6121;9;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.770,00;R$ 90,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6122;6;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.800,00;R$ 60,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6124;16;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.700,00;R$ 160,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6125;13;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.730,00;R$ 130,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6126;101;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 9.850,00;R$ 1.010,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6127;22;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.640,00;R$ 220,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6128;57;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.290,00;R$ 570,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;6129;36;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.500,00;R$ 360,00;1;0;1
900;498;7321;6644;ONIZ DISTRIBUID LTDA SCJ;REBAIXA DE PREÇO;30/04/2026;BATISTA;EM ANDAMENTO;EM ABERTO;SELL-OUT;36228;18;31/12/2026;02/06/2026;;;;R$ 10.860,00;R$ 10.860,00;R$ 775,71;R$ 0,00;R$ 10.680,00;R$ 180,00;1;0;1
900;499;7322;5791;FUGINI ALIMENTOS LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 1.609,00;R$ 1.609,00;R$ 1.609,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;500;7323;5791;FUGINI ALIMENTOS LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 4.202,50;R$ 4.202,50;R$ 4.202,50;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;501;7324;5791;FUGINI ALIMENTOS LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/05/2026;;;;R$ 460,50;R$ 460,50;R$ 460,50;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;502;7325;5791;FUGINI ALIMENTOS LTDA;FINALIDADE SELL OUT;30/04/2026;NIDAL;EM ANDAMENTO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;30/05/2026;;;;R$ 905,40;R$ 141,40;R$ 141,40;R$ 764,00;R$ 0,00;R$ 0,00;1;0;1
