SEQPRODUTO;SEQFAMILIA;COMPLEMENTO;DESCCOMPLETA;DESCREDUZIDA;REFFABRICANTE;ESPECIFICDETALHADA;DESCCOMPOSICAO;PZOVALIDADEDIA;INDPROCFABRICACAO;QTDFABRICADALOTE;SEQPRODUTOBASE;PERCACRESPRECO;INDPRECOZEROBALANCA;FATORCONVERSAO;SEQPRODUTOINSUMO;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PZOVALIDADEMES;NROREGMINSAUDE;CODPRODFISCAL;DESCGENERICA;PROPQTDPRODUTOBASE;NRODIASADVERRECBTO;PERCALTPRECRELAC;NROITEMFIXO;GERALIVROCPROD;INDUSANFDESPESA;SEQBULARIO;SEQPRODUTOTMP;INDEMITECODPRODFISCALNFE;PERCDIASADVERRECBTO;CODIGOANP;CODIGOIF;INDINTEGRAECOMMERCE;QTDLIMITEPROMOCECOMMERCE;YOUTUBECODEECOMMERCE;DATAHORINTEGRACAOECOMMERCE;INDRES3166;DTAHORALTERACARGAPDV;IMPDATAVALIDADEBALANC;IMPDATAEMBBALANC;SEQINFNUTRICPROD;INDREPLICAINFOFORNEC;TITULOECOMMERCE;DESCECOMMERCE;PALAVRACHAVEECOMMERCE;URLECOMMERCE;PERCGASNATURAL;INDPARTCOTATAC;PERCACRESCCUSTORELAC;PERCACRESCCUSTORELACVIG;INDEMITEETQHORT;QTDMULTIPLOVDAECOMMERCE;INDCONTROLATEMPERATURA;PERSIMILIARECOMMERCE;DATAHORINTEGRACAOECOMMERCEESTQ;PZOVALIDLOTE;SEQPRODRELACLOTE;ALIQADJUD;INDCALCFLEXPOSITIVO;SEQPRODUTOSECUNDARIO;CENTROCUSTOPROD;SEQPRODUTOBASEANTIGO;INDCALCCOMISINDICEMGM;SEQPRODUTOEMBALAGEM;CODIMAGEM;INDACTFAIXATOLERANCIACARGAREC;INDCADASTROATIVO;PZOVALIDADENATIMORTO;PROPQTDPERDAAUTO;DESCRICAOANP;PZOVALIDADEDIASAIDA;INDGERARESSARCICMSSTPRODINSUMO;PERCGASNATURALNACIONAL;PERCGASNATURALIMPORTADO;VLRPARTIDAGLP;NRODIASVALPRODRESFRIADO;NRODIASVALPRODABERTO;TEMPIDEALMIN;TEMPIDEALMAX;DESCENCARTE;NOMEPRODUTOECOMM;MOTIVOISENCAOMINSAUDE;OBSENCARTE;INDESCRITURAPRODUTOBASE;SEQPRODUTOIMPORTACAOERP;URLECOMMALTERNATIVA;INDPRODTRIBUTMONOICMS;PERCALIQADREM;PERCINDMISTBIODIESEL;NRODIASADVERMAXRECBTO;NROBASEEXPORTACAOERP
9964;6957;;PAO ALHO VERADELI TRAD 320G;PAO ALHO VERADELI 320G;3840;;;60;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-01-09.24.21.000000;;;;;;9964;PAO ALHO VERADELI TRAD 320G;;;;;;;;11733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;
9968;6960;;PAO QUEIJO AURORA TRAD 400G;PAO AURORA QUEIJO 400G;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-19-12.15.49.000000;ALSOARES;S;;;;9968;PAO QUEIJO AURORA TRAD 400G;;;;;;;;11737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
9969;6961;;PAO HAMBURGUER PULLMAN ARTESANO420G;PAO HAMBURGUER PULLMAN A;4301;;;7;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-06-08-14.34.04.000000;ALSOARES;S;;;;9969;PAO HAMBURGUER PULLMAN ARTESANO420G;;;;;;;;11738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;0
9970;6962;;PAO INT PULLMAN S CASCA 450G;PAO INT PULLMAN SCAS450G;3298;;;0;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-02-20-15.41.33.000000;;;;;;9970;PAO INT PULLMAN S CASCA 450G;;;;;;;;11739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0
9972;6964;;PAO SAND MINI PULLMAN 320G;PAO SAND MIN PULLMAN320G;3299;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-01-10.29.25.000000;;;;;;9972;PAO SAND MINI PULLMAN 320G;;;;;;;;11741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
9974;6966;;PAPEL TOALHA MILI 2UN;PAPEL TOALHA MILI 55F;202;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-24-22.06.15.000000;ALSOARES;S;;;;9974;PAPEL TOALHA MILI 2UN;;;;;;;;11743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
9976;6968;;PASTA POLIBRAS ABA ELAST CRISTAL;PASTA POLIB ELAS CRISTAL;160217;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-16.04.23.000000;;;;;;9976;PASTA POLIBRAS ABA ELAST CRISTAL;;;;;;;;11745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
9977;6969;;PASTA POLIBRAS ABA ELAST SOFT VERDE;PASTA POLIBRAS ABA E VER;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-16.04.23.000000;;;;;;9977;PASTA POLIBRAS ABA ELAST SOFT VERDE;;;;;;;;11746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
9979;37295;;PATE EXCELSIOR 100G LOMBO C QJO;PATE EXCELSIOR 100G LOMB;204608;;;75;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-08-14.46.41.000000;LUSENA;S;;;;9979;PATE EXCELSIOR 100G LOMBO C QJO;;;;;;;;11748;;;;;;;;;;2026-01-08-09.57.25.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;;;N;;;;;;;0
9990;6976;;PENEIRA BRINOX 16 ACO CM TOP PRATIC;PENEIRA BRINOX ACO CM TO;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-09-30-17.27.23.000000;;;;;;9990;PENEIRA BRINOX 16 ACO CM TOP PRATIC;;;;;;;;11760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
9991;6979;;PENTE CONDOR AFRO FILEIRAS DUPLAS;PENTE CONDOR AFRO FILEIR;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-07-09.18.29.000000;;;;;;9991;PENTE CONDOR AFRO FILEIRAS DUPLAS;;;;;;;;11761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
9993;6981;;PENTE CONDOR SM 110;PENTE CONDOR SM 110;4627;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-20-11.10.36.000000;CVELOSO;S;;;;9993;PENTE CONDOR SM 110;;;;;;;;11763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
9998;6985;;IOG BATAVINHO PETIT 304G CHOC;PETIT BATAVINHO CHO 304G;610102502;;;24;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-04-30-11.56.28.000000;LUSENA;S;;;;9998;IOG BATAVINHO PETIT 304G CHOC;;;;;;;;11768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;0
10001;6989;;PETIT DANONINHO MOR 80G;PETIT DANONINHO MOR 80G;;;;60;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-17.09.17.000000;;;;;;10001;PETIT DANONINHO MOR 80G;;;;;;;;11771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;
10002;6990;;PILHA PANASONIC S HYPER PALITO CT8;PILHA PANASONIC S HYPER;2323;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.22.01.000000;ALSOARES;S;;;;10002;PILHA PANASONIC S HYPER PALITO CT8;;;;;;;;11772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10003;6991;;PILHA RAYOVAC ALCALINA AA SM 2UN;PILHA RAYOV ALC AA SM 2U;3718;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.26.22.000000;ALSOARES;S;;;;10003;PILHA RAYOVAC ALCALINA AA SM 2UN;;;;;;;;11773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10004;6994;;PILHA RAYOVAC AMAR AA PQ 4UN;PILHA RAYOV AM AA PQ4UN;7354;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.27.20.000000;ALSOARES;S;;;;10004;PILHA RAYOVAC AMAR AA PQ 4UN;;;;;;;;11774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10007;6993;;PILHA RAYOVAC ALCALINA MD 2UN;PILHA RAYOVAC ALC MD 2UN;3144;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-13-16.00.39.000000;;;;;;10007;PILHA RAYOVAC ALCALINA MD 2UN;;;;;;;;11777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10008;6995;;PILHA RAYOVAC AMAR GD 2UN;PILHA RAYOVAC AMAR GD 2U;4747;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.27.50.000000;ALSOARES;S;;;;10008;PILHA RAYOVAC AMAR GD 2UN;;;;;;;;11778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10012;7000;;PINCEL CONDOR TINTURA ESSENCIAL;PINCEL CONDOR TINT ES;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-15.42.55.000000;;;;;;10012;PINCEL CONDOR TINTURA ESSENCIAL;;;;;;;;11782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10016;7002;CALABRESA;PIZZA EXCELSIOR 400G CALABRESA;PIZZA EXCELSIOR 400G CAL;999977;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-24-15.20.59.000000;ALSOARES;S;;;;10016;PIZZA EXCELSIOR 400G CALABRESA;;;;;;;;11786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;N;;;;;;;0
10018;7002;MUSSARELA;PIZZA EXCELSIOR 400G MUSSARELA;PIZZA EXCELSIOR 400G MUS;999959;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-24-15.21.13.000000;ALSOARES;S;;;;10018;PIZZA EXCELSIOR 400G MUSSARELA;;;;;;;;11788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10019;7003;PROVOLONE;PIZZA SADIA CONG 480G PROVOLONE;PIZZA SADIA CONG 480G PR;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-13-15.45.26.000000;;;;;;10019;PIZZA SADIA CONG 480G PROVOLONE;;;;;;;;11789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10020;7004;;PLUG FAME 2P T 3SAIDAS 10A 250V;PLUG FAME 2P T 3SAIDAS;08314910;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-16.36.28.000000;;;;;;10020;PLUG FAME 2P T 3SAIDAS 10A 250V;;;;;;;;11790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10021;7005;;PLUG FAME PADRAO BIPOLAR 10A 250V;PLUG FAME PADRAO BIPOL;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-16.36.28.000000;;;;;;10021;PLUG FAME PADRAO BIPOLAR 10A 250V;;;;;;;;11791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10022;7006;;POLENTA EXCELSIOR PALITO 2KG;POLENTA EXCELSIOR PALITO;994269;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-08-15.06.45.000000;LUSENA;S;;;;10022;POLENTA EXCELSIOR PALITO 2KG;;;;;;;;11792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10023;7007;;POLENTA EXCELSIOR PALITO CONG 400G;POLENTA EXCELSIOR PALITO;41377;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-19-12.18.08.000000;ALSOARES;S;;;;10023;POLENTA EXCELSIOR PALITO CONG 400G;;;;;;;;11793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10025;7009;SPORT;INAT POLV GRANADO ANTIS 100G SPORT SPORT;POLVILHO GRANADO ANTISEP;260023;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-19-14.11.43.000000;LUSENA;S;;;;10025;INAT POLV GRANADO ANTIS 100G SPORT SPORT;;;;;;;;11795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10027;7011;SEMI DI LINO;POMADA NEEZ FINALIZADORA 40G SEMI DI LINO;POMAD FIN NEEZ 40G S LIN;000044;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-14.36.15.000000;;;;;;10027;POMADA NEEZ FINALIZADORA 40G SEMI DI LINO;;;;;;;;11797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10028;7012;EFEITO MATTE;POMADA NEEZ FINALIZADORA 50G EFEITO MATTE;POMAD FIN NEEZ 50G MATTE;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-14.36.15.000000;;;;;;10028;POMADA NEEZ FINALIZADORA 50G EFEITO MATTE;;;;;;;;11798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10033;7017;;PORTA DETERG PLASUTIL COMPLETO;PORT DETERG PLASUT COMPL;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-14-08.27.23.000000;;;;;;10033;PORTA DETERG PLASUTIL COMPLETO;;;;;;;;11803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10034;7018;;PORTA DETERG PLASUTIL DEC 01;PORT DETERG PLASUT DEC01;003258;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-14-08.27.24.000000;;;;;;10034;PORTA DETERG PLASUTIL DEC 01;;;;;;;;11804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10035;7019;;PORTA DETERG SANREMO;PORTA DETERG SANREMO;362;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-13-16.06.14.000000;IGORNAT;S;;;;10035;PORTA DETERG SANREMO;;;;;;;;11805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10039;7030;;POTE PLASUTIL VALV MICKEY QD 400ML;POT PLASUT VALV MICK400M;006391;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.34.000000;;;;;;10039;POTE PLASUTIL VALV MICKEY QD 400ML;;;;;;;;11809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10041;7029;URSO;POTE PLASUTIL PAPINHA URSO;POT PLASUTIL PAPINH URSO;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.34.000000;;;;;;10041;POTE PLASUTIL PAPINHA URSO;;;;;;;;11811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10046;7026;;POTE PLASUTIL DEC FL RET 620ML;POTE PLASUTI D F R 620ML;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.33.000000;;;;;;10046;POTE PLASUTIL DEC FL RET 620ML;;;;;;;;11816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10047;7023;;POTE PLASUTIL DEC FL QUAD 1.1L;POTE PLASUTIL D F Q 1.1L;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.32.000000;;;;;;10047;POTE PLASUTIL DEC FL QUAD 1.1L;;;;;;;;11817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10049;7033;;POTE PLASVALE FREEZER/MICRO 2.3L;POTE PLASVALE F M 2.3L;543;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.35.000000;;;;;;10049;POTE PLASVALE FREEZER/MICRO 2.3L;;;;;;;;11819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10051;7034;;POTE SANREMO C TRAVA 2L;POTE SANREMO C TRAVA 2L;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-13-17.30.29.000000;IGORNAT;S;;;;10051;POTE SANREMO C TRAVA 2L;;;;;;;;11821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10054;7038;;POTE SANREMO HERMETICO P REF380/2;POTE SANREMO HERMETICO P;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.37.000000;;;;;;10054;POTE SANREMO HERMETICO P REF380/2;;;;;;;;11824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10058;7042;;POTE SANREMO QUAD REF450 2;POTE SANREMO QUAD REF450;s450/2;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-12-17.37.16.000000;IGORNAT;S;;;;10058;POTE SANREMO QUAD REF450 2;;;;;;;;11828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10059;7043;;POTE SANREMO RED 620ML;POTE SANREMO RED 620ML;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-06-08.43.38.000000;;;;;;10059;POTE SANREMO RED 620ML;;;;;;;;11829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10061;7044;;PP HIG BOB NEUTRO 4X30M FD;PP HIG BOB NEUTRO 4X30M;420;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-09-03-17.26.53.000000;;;;;;10061;PP HIG BOB NEUTRO 4X30M FD;;;;;;;;11831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10064;7047;;PP HIG NEVE TOQUE SEDA 4X20M FD;PP HIG NEVE TOQUE SEDA 4;5713-b;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-04-02-13.19.31.000000;ALSOARES;S;;;;10064;PP HIG NEVE TOQUE SEDA 4X20M FD;;;;;;;;11834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10068;7049;;PRATO FUNDO OXFORD BOTHANICA 20.5CM;PRATO FUNDO OXFORD BOTHA;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-15-11.53.37.000000;;;;;;10068;PRATO FUNDO OXFORD BOTHANICA 20.5CM;;;;;;;;11838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10071;7052;;PRATO LAM REGINA N7 35CM 1UN;PRATO LAM REGINA N7 35CM;1153.3;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-13-08.18.16.000000;;;;;;10071;PRATO LAM REGINA N7 35CM 1UN;;;;;;;;11841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10075;7055;;PRATO RASO OXFORD BOTHANICA 26CM;PRATO RASO OXFORD BOTHAN;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-15-11.53.44.000000;;;;;;10075;PRATO RASO OXFORD BOTHANICA 26CM;;;;;;;;11845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10079;7059;;XIC CHA DIAMANTE C PIRES N F;PRATO SOB NADIR DIAM UN;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-03-30-10.09.43.000000;IGORNAT;S;;;;10079;XIC CHA DIAMANTE C PIRES N F;;;;;;;;11849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10080;7060;;PRATO SOB OXFORD BOTHANICA 19CM;PRATO SOB OXFORD BOTHANI;092838;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-10-15-11.53.27.000000;;;;;;10080;PRATO SOB OXFORD BOTHANICA 19CM;;;;;;;;11850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10082;7062;;PREND CHUP LILLO DESIGN AZUL;PREND CHUP LILLO DES AZ;363097;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-09-09-16.07.57.000000;;;;;;10082;PREND CHUP LILLO DESIGN AZUL;;;;;;;;11852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10084;7064;;PREND ROUPA PARANA PLAST EMB 12UN;PREND ROUPA PARANA PLAST;400300270;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-31-15.26.20.000000;KEDOUGLA;S;;;;10084;PREND ROUPA PARANA PLAST EMB 12UN;;;;;;;;11854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10085;7065;;PRESERVATIVO JONTEX COMFORT 3UN;PRESER JONTEX COMF 3UN;001292;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-13.50.20.000000;;;;;;10085;PRESERVATIVO JONTEX COMFORT 3UN;;;;;;;;11855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10086;7067;RETARDANTE;PRESERVATIVO PRUDENCE PERF LV8PG6UN RETARDANTE;PRESERVATIVO PRUDENCE PE;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.34.27.000000;ALSOARES;S;;;;10086;PRESERVATIVO PRUDENCE PERF LV8PG6UN RETARDANTE;;;;;;;;11856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;N;;;;;;;0
10089;7067;ULTRA SENSIVEL;PRESERVATIVO PRUDENCE PERF LV8PG6UN ULTRA SENSIVEL;PRESERVATIVO PRUDENCE PE;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.34.27.000000;ALSOARES;S;;;;10089;PRESERVATIVO PRUDENCE PERF LV8PG6UN ULTRA SENSIVEL;;;;;;;;11859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10091;7069;;PRESERVATIVO PRUDENCE TRAD LV8PG6UN;PRESERVATIVO PRUDENCE TR;;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-14-15.34.53.000000;ALSOARES;S;;;;10091;PRESERVATIVO PRUDENCE TRAD LV8PG6UN;;;;;;;;11861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
10093;7071;EFEI DOURADO;PROT SOLAR CEN & BRON 30 110ML EFEI DOURADO;PROT SOLAR CEN & BRON 30;570191;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-20-14.14.34.000000;;;;;;10093;PROT SOLAR CEN & BRON 30 110ML EFEI DOURADO;;;;;;;;11863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;
10095;7073;;PULV PASSE BEM 500ML;PULV PASSE BEM 500ML;;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-06-18-09.52.58.000000;ALSOARES;S;;;;10095;PULV PASSE BEM 500ML;;;;;;;;11865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
10096;7074;;QJO SANTA CLARA MUSSARELA FAT 400G;QUEIJO SANTA CLARA MUSSA;70826;;;30;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-01-24-07.27.03.000000;LUSENA;S;;;;10096;QJO SANTA CLARA MUSSARELA FAT 400G;;;;;;;;11866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;0
