DEPARTAMENTO;SECAO;GRUPO;SUBGRUPO;NIVEL5;NIVEL6;COMPRADOR;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS;MARGEM_OBJETIVA
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16215;CJ 6 CPS SM NATURE 270ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16220;CJ CAIPIRINHA TRAMONTINA COPA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37258;CJ COPO C 6 LEVANT ARAM 90ML VD;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37965;CJ COPOS ALTOS AYLA C 3PCS 330ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37966;CJ COPOS ALTOS DARA C 3PCS 305ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;36608;CJ COPOS VIDRO FLORIDA C 6 320ML;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16227;CJ CPS VIDRO ARIZONA C 6 200ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16228;CJ CPS VIDRO LONDRES C 6 240ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16229;CJ CPS VIDRO MILANO C/6 250ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9149;CONJ COPO LONG DRINK CYLINDER 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9173;CONJ COPO MULTIUSO GINGA 280ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9150;CONJ COPO NF BATUQUE 2019;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9162;COPO AMERICANO NF LONG DRINK 450ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9163;COPO CERVEJA NF TULIPA 7715 300ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;9164;COPO CISPER BRAHMA BLACK CHOPP UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37442;COPO CRAFT ONE INTER 195ML;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;38217;COPO DE VIDRO 320ML CM48;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37459;COPO DOSE BRASFOOT INDIV GREMIO;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9168;COPO DUBAI NF 460ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9169;COPO GLASSRAL GREMIO MUNICH 300ML;A;42
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9170;COPO GLASSRAL INTER MUNICH 300ML;A;42
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;30096;COPO MUNICH AQUI GREMIO 200ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37024;COPO N F AMERICANO 190ML 2010;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5140;COPO NADIR AMER C/TAMPA E CAN 450ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5141;COPO NADIR AMERICANO 190ML 2010;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5142;COPO NADIR AMERICANO 300ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5143;COPO NADIR BAR 2601;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5144;COPO NADIR CHOPP FLORIPA 300ML 7732;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5145;COPO NADIR CONTOUR COCA COLA CRISTAL7050;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5147;COPO NADIR LONG DRINK OPERA 360ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5148;COPO NADIR MUNICH CERVEJA 200ML7109;A;42
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5149;COPO NADIR POEMA SUCO 7772 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5150;COPO NADIR SHOT 100ML 3033;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5151;COPO NADIR SHOT 60ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5152;COPO NADIR VEGAS 2752;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5153;COPO NADIR WHISKY ROCKS BAR 1800;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9174;COPO NF LONG DRINK PROSA 300ML 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;9175;COPO NF ROCKS BROOKLYN SM 310ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;33349;COPO PILSEN PAIS FRASES CX;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5165;COPO QUILMES P/ CERVEJA 354ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5167;COPO SM ARUBA LONG DRINK CRISTAL;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5168;COPO SM ARUBA WHISKY ROCKS 345ML CRIST J305;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;36403;COPO VD CANELADO 260ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;34090;COPO VD SHOT 45ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;34005;COPO VD SODA LIME 330ML;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;37309;COPO VIDRO C BORDA DOURADA 40ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16668;CP CHOPP TRANS 350ML 123UTIL;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16680;CP CRAFT ONE 195ML GREMIO;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16682;CP CYLINDER L.D.FILIPENSES 7700;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16683;CP CYLINDER L.D.MELHORES AMIGAS 7700;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16698;CP DOSE C 2 GREMIO;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16699;CP DOSE C 2 INTER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16701;CP FLORIPA 300ML INTER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16702;CP GLASSRAL FUUUUUU MENES R GR509;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16704;CP HANNOVER MAE ESPECIAL 300ML R.1161;A;42
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16717;CP LIVERPOOL GREMIO IMORTAL TRICOLOR;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16726;CP MUNICH 200ML AQUI INTER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;16727;CP MUNICH 300ML INTER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16728;CP MUNICH INTER 7109;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16729;CP N F DEC FAMILIA GREMIO 7700875;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16730;CP N F FRU 7700.169;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16735;CP PILSENER BEER QUALITY;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16736;CP PILSENER BRASOES CERVEJA ORIG;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16737;CP PILSENER COLD BEER;A;31
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16790;CP TRIUNFO AVULSO TRANSPAR.360ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16792;CP VIDRO ACQUA AVULSO TRANSP. 315ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16793;CP VIDRO ALTO C/TEXTURA 220ML;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16794;CP VIDRO ARTICO 295ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16795;CP VIDRO BICO ABACAXI 270ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16796;CP VIDRO BICO JACA 370ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;16797;CP VIDRO CALIFORNIA 450ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16798;CP VIDRO CLASSIC 410ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16799;CP VIDRO DIAM 370ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16800;CP VIDRO DRINK SODA LIME 50ML-T276;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16801;CP VIDRO FLORECENTE AVULSO DECOR 365ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16802;CP VIDRO FLORIDA 320ML;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16803;CP VIDRO LINE 310ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16804;CP VIDRO LISO 330ML T1221;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16805;CP VIDRO MAGIC AVULSO DECORADO 310ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16806;CP VIDRO REQUINTE DECORADO 330ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16807;CP VIDRO SHOT CAVEIRA 50ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16808;CP VIDRO SODA LIME 320ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16809;CP VIDRO SODA LIME 50ML-T106;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16810;CP VIDRO SODA LIME 80ML-T306;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16811;CP VIDRO TEXAS 320ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16812;CP VIDRO TRANSP LOTUS GLASS 260ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16813;CP VIDRO TULIPA 460ML BV0093;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16814;CP VIDRO VEGAS ROCKS 290ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16815;CP VIDRO VIT 350ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16816;CP VIENNA TRANSP 340ML;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;16818;CP WINNER TROPHY INTER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;6587;JG COPO NADIR ARUBA 6UN 465ML CRISTAL;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;5146;JG COPO NADIR LONG DRINK 6UN 300ML 770468;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;MODELO;6595;JG COPO NADIR MARROCOS 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;6596;JG COPO NADIR OCA 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;COPOS VIDRO;;NUJUD;5129;JG COPO SM CAIRO 350ML 6UN;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;36734;COPO COPOMAIS CHOPP 300ML C 100;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16583;CORT CEBOLA KC44566;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16584;CORT LEGUMES KEITA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16585;CORT MELANC 24CM;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16586;CORT PIZZA INOX CABO BC 10CM;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16587;CORT PIZZA INOX LETS 19CM;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16588;CORT PIZZA TOK UTIL INOX 20X6CM;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;16599;CORT/RALR LEGUMES KEITA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;35930;CORTAD FAT DESC DE LEG WELLMIX WX71;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;38480;CORTADOR DE MASSA CASA ONZE INOX;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;35926;CORTADOR LEGUMES INOX;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;5180;CORTADOR PIZZA TRAMONT INOX UTILIT PTO;I;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;34031;CORTADOR PIZZA TRIANGULAR 12X11;A;34,99
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17134;DESCASCADOR ALIM C/CABO ACRILICO;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17135;DESCASCADOR ALIM PLAST WX3311;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17136;DESCASCADOR BOLEADOR KEITA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17137;DESCASCADOR FATIADOR KEITA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17138;DESCASCADOR LEG FRU INOX PTO;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17139;DESCASCADOR LEG FRU INOX VERM;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17140;DESCASCADOR LEGUMES C/CABO PLAST;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;17141;DESCASCADOR LEGUMES INOX COOK;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;MODELO;9275;DESCASCADOR TRAMONTINA BAT UTILITA PRETO;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;21129;MOLDE CORT P BISCOITOS 3PC;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;21130;MOLDE CORT P BISCOITOS 3PC 2/2.6/3.3;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;21131;MOLDE CULINARIO KC46698;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CORTADOR - DESCASCADOR;;NUJUD;21132;MOLDE FERRO P/USO CULINARIO 3PC;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17003;CUIA C/TAPA ERVA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17004;CUIA GRS PORONGO REG LISA SIMPLES;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;36897;CUIA GRS PORONGO REG MOD REVESTIDA;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17006;CUIA MARTELADINHA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;34777;CUIA MEDIA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17007;CUIA NUTRIPLAN C/PTO CERAM N1;A;28
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17008;CUIA NUTRIPLAN C/PTO PTO N1;A;28
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17009;CUIA NUTRIPLAN C/PTO PTO N1.5;A;28
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17010;CUIA PE METAL LASER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;34778;CUIA PEQUENA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;34779;CUIA PEQUENA LASER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;36308;CUIA PERSONALIZADA BAKLIZI;A;33
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17011;CUIA PINTADA C/GRAVACAO LASER;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17012;CUIA PINTADA S/TAPA ERVA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17013;CUIA RUSTICA C MEDALHA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17014;CUIA SOU DO SUL S TAPA ERVA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17015;CUIA TIPO TACA LISA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17016;CUIA TRABALHADA C MEDALHA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;CUIAS;;NUJUD;17017;CUIA URUGUAIA;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DESCANSO P PANELA;;NUJUD;35884;CONJ DESCANSO PANELA NIQUELART RF26;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;13670;BOLSA AGUA QUENTE 1L;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;35984;BOLSA SACOLA RETORNAVEL UP SR8124;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;MODELO;13678;BOMBA AR BALL PUMP IDEIA ID4759B;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;33855;BOMBA AR ENCHER BALAO 27CM;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;13684;BOMBA MAN SUCCAO P/SC A VAC;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;14947;CABO VAS MADEIRA RODO120CM;A;41
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;16193;CINZEIRO VIDRO QUAD 10 5CM RT8099;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;16194;CINZEIRO VIDRO RED 10,5CM;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;16207;CJ 3 PTS CONECT RED MINNIE;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;16218;CJ 9 PROTETORES P/PISO EVA RED;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;37011;ESPONJA DE ACO C CABO SORTIDAS;A;37
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;34732;ESTEIRA SOFA C PORTA COPOS;A;35
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;37522;FORMA SIL TORTA RASA RS WELLMIX RF5;A;0
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;19618;KIT 5 PC PANOS M USO 30X30CM CP0030;A;30
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;37212;KIT ESPONJAS C 4PCS SORT;A;37
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;20731;MATA MOSCA CABO PLAST;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;20732;MATA MOSCA PLAST 44CM;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;21393;ORGAN MOEDAS CRISTAL;A;40
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;37050;PAPA BOLINHAS PORTATIL 10X7 5X5;A;37
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;37009;PAPA MIGALHAS CZ 20X8 3X 4 5CM;A;37
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;22293;POTICHE LYOR C/PE CRISTAL SUN;A;38
NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS;DIVERSOS;;NUJUD;22341;PROT ADES QUAD EVA 3CM 9PC;A;35
