NOME_OBJETO;TIPO_OBJETO;NUMERO_LINHA;LINHA_CODIGO
SP_GERAFECHCCFLEXGERAL;PROCEDURE;46;pctdescfinanc,
SP_GERAFECHCCFLEXGERAL;PROCEDURE;76;0 as vlrdscfinanc,
SP_GERAFECHCCFLEXGERAL;PROCEDURE;77;0 as pctdescfinanc,
SP_GERANFDEVFORNSUBST;PROCEDURE;1574;VLRDSCFINANC,
SP_GERATITULOPEDECOMMERCE;PROCEDURE;171;LINHADIGITAVEL, VLRDSCFINANC, DTALIMDSCFINANC, DTAENTRADA, INDREPLICACAO, INDGEROUREPLICACAO,
SP_GNREGERATITULOFINANCEIRO;PROCEDURE;50;vlrdscfinanc, dtavencimento, vlroriginal,
SP_MRL_INSERETITULONFSE;PROCEDURE;231;NROTITULO,VLRDSCFINANC,PERCDESCFINANC,DTALIMDSCFINANC,
SP_MRL_INTCONVCOMPRA;PROCEDURE;87;vlrdscfinanc,
SP_MRL_INTCONVCOMPRA;PROCEDURE;122;0, -- vlrdscfinanc
TAD_MAD_PILANCTOPAGTODESP;TRIGGER;37;VLRDSCFINANC, PCTDESCFINANC, DTALIMDSCFINANC,
TAID_MFL_DFFINANCEIRO;TRIGGER;114;nossonumero, tituloemitido, vlrdscfinanc, dtalimdscfinanc,
TAID_MFL_DFFINANCEIRO;TRIGGER;364;nossonumero, tituloemitido, vlrdscfinanc, dtalimdscfinanc,
TAID_MFL_DFFINANCEIRO;TRIGGER;394;x.nossonumero, x.tituloemitido, x.vlrdscfinanc, x.dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;342;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;409;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;529;vlrdscfinanc,pctdescfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;597;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;664;vlrdscfinanc,pctdescfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;766;vlrdscfinanc,pctdescfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;833;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;907;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;988;vlrdscfinanc,pctdescfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;1052;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;1131;vlrdscfinanc,pctdescfinanc,
TAIUD_MSU_ACORDOPROMOC;TRIGGER;1252;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TBIUD_MAD_PILANCTOPAGTODESP;TRIGGER;53;VLRDSCFINANC, PCTDESCFINANC, DTALIMDSCFINANC,
TBIU_MSU_CCACORDOPROMOC;TRIGGER;25;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TBIU_MSU_CCACORDOPROMOC;TRIGGER;142;vlrdscfinanc, pctdescfinanc, dtalimdscfinanc,
TBI_MADX_ABCFORNEC;TRIGGER;41;select sum(decode(a.obrigdireito, 'O', a.vlrnominal - a.vlrpago - nvl(b.vlrdscfinanc, 0), 0)) vlrobrigacao,
TBI_MADX_ABCFORNEC;TRIGGER;45;from fi_titulo a, fi_compltitulo b
TBI_MADX_DOCTOFISCAL;TRIGGER;811;dtavencimento, vlroriginal, vlrdscfinanc,
TBI_MADX_DOCTOFISCAL;TRIGGER;815;a.dtavencimento, a.vlroriginal, a.vlrdscfinanc,
TBI_MADX_DOCTOFISCAL_AR;TRIGGER;1140;dtavencimento, vlroriginal, vlrdscfinanc,
TBI_MADX_DOCTOFISCAL_AR;TRIGGER;1144;a.dtavencimento, a.vlroriginal, a.vlrdscfinanc,
TBI_MRL_TITULOFIN;TRIGGER;164;if :new.vlrdscfinanc <= 0 then
TBI_MRL_TITULOFIN;TRIGGER;165;:new.vlrdscfinanc := 0,
TBU_FI_DDAARQTITULO;TRIGGER;6;UPDATE FI_COMPLTITULO A
TBU_FI_DDAARQTITULO;TRIGGER;11;UPDATE FI_COMPLTITULO A
TBU_MRL_TITULOFIN;TRIGGER;69;decode(nvl(:new.vlrdscfinanc, 0), 0, 'RC: ' || :new.nrorepresentante || ' CLI: ' ||:new.seqpessoa || ' Carga: ' || :new.nrocarga,
TBU_MRL_TITULOFIN;TRIGGER;70;'Conceder desconto de R$ ' || to_char(:new.vlrdscfinanc, '999g990d00', 'NLS_NUMERIC_CHARACTERS = '',.''') || ' para pagamento até: '
TBU_MRL_TITULOFIN;TRIGGER;83;:new.vlrdscfinanc, :new.dtavencimento, null,
TBU_MRL_TITULOFIN_LOG;TRIGGER;1418;IF :OLD.VLRDSCFINANC != :NEW.VLRDSCFINANC OR (:OLD.VLRDSCFINANC IS NULL AND :NEW.VLRDSCFINANC IS NOT NULL ) OR (:OLD.VLRDSCFINANC IS NOT NULL AND :NEW.VLRDSCFINANC IS NULL ) THEN
TBU_MRL_TITULOFIN_LOG;TRIGGER;1450;'VLRDSCFINANC',
TBU_MRL_TITULOFIN_LOG;TRIGGER;1451;TO_CHAR( :OLD.VLRDSCFINANC,vsFormatDec2),
TBU_MRL_TITULOFIN_LOG;TRIGGER;1452;TO_CHAR( :NEW.VLRDSCFINANC,vsFormatDec2)
TS_AU_MRL_TITULOFIN;TRIGGER;30;UPDATE FI_COMPLTITULO A
