CODIGO_FORNECEDOR;DESCRICAO_FORNECEDOR;COMPRADOR;PRAZO_PAGAMENTO_CADASTRO;PRAZO_MEDIO_ENTREGA_DIAS;FORMA_PAGAMENTO;FORMA_DEVOLUCAO;CONDICAO_DEVOLUCAO
9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
14504;PLUSVAL AGROAVICOLA LTDA;SANDRO MARTINS VIANNA;30;15;Faturamento;;
15449;PLUSVAL AGROAVICOLA LTDA;SANDRO MARTINS VIANNA;30;10;Faturamento;BOLETO;30 DIAS
15318;PODAL IND E COM DE ALIMENTOS LTDA;JOAO BATISTA;35;5;Faturamento;BOLETO;30 DIAS
15318;PODAL IND E COM DE ALIMENTOS LTDA;NICOLAS AUGUSTO P. BORGES;35;5;Faturamento;BOLETO;30 DIAS
15318;PODAL IND E COM DE ALIMENTOS LTDA;NIDAL TUBASI;35;5;Faturamento;BOLETO;30 DIAS
15318;PODAL IND E COM DE ALIMENTOS LTDA;NJOUD HASSAN ZITAWI;35;5;Faturamento;BOLETO;30 DIAS
15318;PODAL IND E COM DE ALIMENTOS LTDA;WETER SONNENFELDET;35;5;Faturamento;BOLETO;30 DIAS
10489;POLWAX INDUSTRIA QUIMICA LTDA;JOAO BATISTA;45;10;Faturamento;BOLETO;30 DIAS
5522;POLWAX INDUSTRIA QUIMICA LTDA.;JOAO BATISTA;45;10;Faturamento;BOLETO;30 DIAS
4383;POMAR POLO SUL FRUTAS LTDA;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
8083;POMPEIA S.A. IND COM;WETER SONNENFELDET;35;20;Faturamento;BOLETO;30 DIAS
18979;POMPEIA SA INDUSTRIA E COMERCIO;NIDAL TUBASI;31;15;Faturamento;BOLETO;30 DIAS
18979;POMPEIA SA INDUSTRIA E COMERCIO;WETER SONNENFELDET;31;15;Faturamento;BOLETO;30 DIAS
9605;PONCHE VERDE INDL. DO MATE LTDA.;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
3946;PONTELAND DISTRIBUICAO LTDA;JOAO BATISTA;35;10;Faturamento;BOLETO;30 DIAS
13722;PONTUAL DISTRIB DE ALIMENTOS EIRELI;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
4983;PORCELANA UNITA LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
8177;PORTAL DAS FRUTAS LTDA.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
8177;PORTAL DAS FRUTAS LTDA.;NIDAL TUBASI;28;10;Faturamento;BOLETO;30 DIAS
5783;PRADO DISTRIBUIDORA DE ALIMENTOS LTDA;JOAO BATISTA;35/42/53;5;Faturamento;BOLETO;30 DIAS
5783;PRADO DISTRIBUIDORA DE ALIMENTOS LTDA;NJOUD HASSAN ZITAWI;35/42/53;5;Faturamento;BOLETO;30 DIAS
10019;PRISMA CENTRO DE DIST.E REPRESENT.LTDA.;JOAO BATISTA;60;5;Faturamento;BOLETO;30 DIAS
7466;PROCTER & GAMBLE DO BRASIL S E A;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
13335;PRODAC COMERCIO DE UTILIDADES DOMESTICAS;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
17075;PRODUTOS ALIMENTICIOS PASTELINA LTDA;WETER SONNENFELDET;35;15;Faturamento;BOLETO;30 DIAS
15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
4402;QUESTAO DE GOSTO COM DE UTIL DOM LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
4435;QUIMICA AMPARO LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
4434;QUIMICA AMPARO LTDA.;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
2748;QUINTA DO VALE ALIM LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
8403;R & O COM DE ALIMENTOS LTDA;NICOLAS AUGUSTO P. BORGES;30;10;Faturamento;BOLETO;30 DIAS
6634;RAFAEL CRUZ DA SILVA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
6103;RAROZ AGROINDUSTRIA DO SUL LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
15886;REDOL ALIMENTOS LTDA;WETER SONNENFELDET;60;15;Faturamento;BOLETO;30 DIAS
9211;REFINARIA DE SAL GARCA LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
10780;REVAL ATACADO DE PAPELARIA LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
14529;RG SUL COM REPR LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
22546;RHAFINHOS MODA PET LTDA;NJOUD HASSAN ZITAWI;30;15;Faturamento;;
8156;RICARDO ARIEL ROSSINI & CIA LTDA;SANDRO MARTINS VIANNA;28;15;Faturamento;BOLETO;30 DIAS
9969;RICLAN S.A;WETER SONNENFELDET;14;20;Faturamento;BOLETO;30 DIAS
10770;RIO TIJUCAS IMPORTADORA LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
5666;RITTER ALIMENTOS S.A.;JOAO BATISTA;45;15;Faturamento;BOLETO;30 DIAS
5666;RITTER ALIMENTOS S.A.;WETER SONNENFELDET;45;15;Faturamento;BOLETO;30 DIAS
22789;RIVOLI INDUSTRIA E COMERCIO LTDA;NIDAL TUBASI;24/45;15;Faturamento;;
5739;ROBERTO CORADINI E CIA LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
1763;ROBERTO DA SILVA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
22354;ROBERTO KOHL SOARES;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
21894;ROCHA E FILHOS LTDA;NIDAL TUBASI;30;7;Faturamento;;
2111;RONEI MENDONCA FRANCO CAMILA ECHEVERRIA;WETER SONNENFELDET;15;10;Faturamento;BOLETO;30 DIAS
12272;ROSA SUL ATACADAO EIRELI ME;JOAO BATISTA;35;5;Faturamento;BOLETO;30 DIAS
7076;S.A.FOSFOROS GABOARDI;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
7076;S.A.FOSFOROS GABOARDI;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
5695;SABAO IMPERIAL LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
8565;SAGRA INDE COM DE PROD ALIM LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
12104;SANCHEZ CANO LTDA;WETER SONNENFELDET;28;20;Faturamento;BOLETO;30 DIAS
12822;SANDERO-FAB. VELAS SAO JUDAS TADEU LTDA;JOAO BATISTA;28/35/42;5;Faturamento;BOLETO;30 DIAS
21149;SANGOI E RUVIARO LTDA;WETER SONNENFELDET;14;10;Faturamento;;
13254;SANREMO S E A;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
16989;SANTI INDUSTRIA E COMERCIO LTDA;NIDAL TUBASI;28;20;Faturamento;BOLETO;30 DIAS
6376;SARTORI ALIMENTOS;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
9132;SAULO VARGAS SILVEIRA NETO E CIA LTDA;LAURINDO BISCUBI RAMOS;30;15;Faturamento;BOLETO;30 DIAS
16351;SEARA ALIMENTOS LTDA;SANDRO MARTINS VIANNA;30;30;Faturamento;BOLETO;30 DIAS
16352;SEARA ALIMENTOS LTDA;LAURINDO BISCUBI RAMOS;30;10;Faturamento;;
16353;SEARA ALIMENTOS LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
12126;SEMALO IND E COM DE ALIM LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
4879;SEMALO IND E COMERCIO ALIMENTOS LTDA;WETER SONNENFELDET;35;15;Faturamento;BOLETO;30 DIAS
17069;SENIR EMBALAGENS LTDA;JOAO BATISTA;35;15;Faturamento;BOLETO;30 DIAS
21220;SENIR EMBALAGENS LTDA;JOAO BATISTA;30;15;Faturamento;;
12839;SEPAC-SERRADOS E PASTA DE CELULOSE LTDA.;JOAO BATISTA;28/35;10;Faturamento;BOLETO;30 DIAS
4916;SERRANO DISTRIBUIDORA LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
2787;SGM INDUSTRIA DE COSMETICOS LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
6857;SGM INDUSTRIA DE COSMETICOS LTDA;JOAO BATISTA;45/60/75;5;Faturamento;BOLETO;30 DIAS
6857;SGM INDUSTRIA DE COSMETICOS LTDA;NJOUD HASSAN ZITAWI;45/60/75;5;Faturamento;BOLETO;30 DIAS
13291;SICAD DO BRASIL FITAS A.ADESIVAS LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
1214;SILVANA DE CANES SANTOS;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
11435;SILVESTRIN - COM IMP EXP FRUTAS LTDA;LAURINDO BISCUBI RAMOS;40;3;Faturamento;BOLETO;30 DIAS
11435;SILVESTRIN - COM IMP EXP FRUTAS LTDA;MODELO;40;3;Faturamento;BOLETO;30 DIAS
6091;SILVESTRIN FRUTAS LTDA;LAURINDO BISCUBI RAMOS;40;3;Faturamento;BOLETO;30 DIAS
4083;SMG INDUSTRIAL LTDA;NIDAL TUBASI;30;15;Faturamento;BOLETO;30 DIAS
22168;SOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA;JOAO BATISTA;45/60;15;Faturamento;;
14064;SOC DE BEBIDAS PANIZZON LTDA;WETER SONNENFELDET;60;10;Faturamento;BOLETO;30 DIAS
12267;SOLATEX COM.IMP.DE ART.DOMESTICOS LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
13559;SOUZA CRUZ SA;WETER SONNENFELDET;14;10;Faturamento;BOLETO;30 DIAS
15441;SPAL IND BRAS BEBIDAS AS;MODELO;30;3;Faturamento;BOLETO;30 DIAS
15441;SPAL IND BRAS BEBIDAS AS;NICOLAS AUGUSTO P. BORGES;30;3;Faturamento;BOLETO;30 DIAS
4748;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S.A;NICOLAS AUGUSTO P. BORGES;30;10;Faturamento;BOLETO;30 DIAS
4746;SPAL INDUSTRIA BRASILEIRA E BEBDAS;NICOLAS AUGUSTO P. BORGES;30;10;Faturamento;BOLETO;30 DIAS
16165;SPECIATTA CONGELADOS LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
8954;SR BASTOS METALURGICA LTDA;NJOUD HASSAN ZITAWI;30;15;Faturamento;;
5019;STARTOOLS FERRAMENTAS COM E EXP LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
5020;STARTOOLS FERRAMENTAS COM.IMP E EXPOR.;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
7695;STELLA D ORO ALIMENTOS LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
11515;STELLA DORO ALIMENTOS LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
11515;STELLA DORO ALIMENTOS LTDA;SANDRO MARTINS VIANNA;28;15;Faturamento;BOLETO;30 DIAS
12094;SUL FRUTAS COM IMP EXP LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
17027;SUPERAUTO PRODUTOS AUTOMOTIVOS LTDA;JOAO BATISTA;28;14;Faturamento;BOLETO;30 DIAS
1;SUPERMERCADO BAKLIZI LTDA;MODELO;28;0;M;BOLETO;30 DIAS
1;SUPERMERCADO BAKLIZI LTDA;SANDRO MARTINS VIANNA;28;0;M;BOLETO;30 DIAS
2;SUPERMERCADO BAKLIZI LTDA;LAURINDO BISCUBI RAMOS;28;0;M;BOLETO;30 DIAS
2;SUPERMERCADO BAKLIZI LTDA;MODELO;28;0;M;BOLETO;30 DIAS
3;SUPERMERCADO BAKLIZI LTDA;LAURINDO BISCUBI RAMOS;28;0;M;BOLETO;30 DIAS
10;SUPERMERCADO BAKLIZI LTDA;WETER SONNENFELDET;28;0;M;BOLETO;30 DIAS
15;SUPERMERCADO BAKLIZI LTDA;LAURINDO BISCUBI RAMOS;28;0;M;BOLETO;30 DIAS
15;SUPERMERCADO BAKLIZI LTDA;NICOLAS AUGUSTO P. BORGES;28;0;M;BOLETO;30 DIAS
16;SUPERMERCADO BAKLIZI LTDA;LAURINDO BISCUBI RAMOS;28;0;M;BOLETO;30 DIAS
16;SUPERMERCADO BAKLIZI LTDA;SANDRO MARTINS VIANNA;28;0;M;BOLETO;30 DIAS
17;SUPERMERCADO BAKLIZI LTDA;MODELO;28;0;M;BOLETO;30 DIAS
18;SUPERMERCADO BAKLIZI LTDA;LAURINDO BISCUBI RAMOS;28;0;M;BOLETO;30 DIAS
17040;SUPERVALE VERDE INDUSTRIA DE PRODUTOS QU;JOAO BATISTA;35;15;Faturamento;BOLETO;30 DIAS
10450;T.GUTH KONRAD;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
22765;TAUANA LUZERO NUNES;LAURINDO BISCUBI RAMOS;15;7;Faturamento;;
4596;TECMAES TECNOLOGIA DE MAQUINAS ESP LTDA;LAURINDO BISCUBI RAMOS;30;10;Faturamento;;
7774;TERRA SANTA ALIMENTOS LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
6169;THERMO PRINT ETIQUETAS E ROTULOS EIRELI;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
14037;THERMO PRINT ETIQUETAS E ROTULOS EIRELI;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
11690;TIAGO MACHADO ZIANI;MODELO;45;5;Faturamento;;
11690;TIAGO MACHADO ZIANI;NICOLAS AUGUSTO P. BORGES;45;5;Faturamento;;
14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA;WETER SONNENFELDET;28;20;Faturamento;BOLETO;30 DIAS
10683;TONDO S/A;WETER SONNENFELDET;30;15;Faturamento;BOLETO;30 DIAS
13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS;NICOLAS AUGUSTO P. BORGES;28;15;Faturamento;CARTEIRA;
13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS;WETER SONNENFELDET;28;15;Faturamento;CARTEIRA;
16070;TOZZO & CIA.LTDA.;NICOLAS AUGUSTO P. BORGES;35;5;Faturamento;BOLETO;30 DIAS
2881;TOZZO ALIMENTOS LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
2881;TOZZO ALIMENTOS LTDA;NIDAL TUBASI;28;5;Faturamento;BOLETO;30 DIAS
13812;TOZZO ALIMENTOS LTDA;JOAO BATISTA;30;5;Faturamento;BOLETO;30 DIAS
13812;TOZZO ALIMENTOS LTDA;NIDAL TUBASI;30;5;Faturamento;BOLETO;30 DIAS
14339;TRAMONTINA ELETRIK S.A;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
12692;TRAMONTINA SUL S A;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
10705;TRAMONTINA S\A CUTELARIA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
4200;TRANSAYMON COM E TRANPORTES LTDA.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
12670;TRANSWERLE TRANSPORTES EIRELLI;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
16038;TRIVIALY ALIMENTOS;SANDRO MARTINS VIANNA;35;15;Faturamento;BOLETO;30 DIAS
16038;TRIVIALY ALIMENTOS;WETER SONNENFELDET;35;15;Faturamento;BOLETO;30 DIAS
3303;TRIVIALY ALIMENTOS LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
3303;TRIVIALY ALIMENTOS LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
14718;UNIAGRO -IND.E COM.DE PROD.ALIM.LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
14718;UNIAGRO -IND.E COM.DE PROD.ALIM.LTDA;SANDRO MARTINS VIANNA;28;15;Faturamento;BOLETO;30 DIAS
6149;UNIAGRO INDUSTRIA E COMERCIO DE PROD AL;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;JOAO BATISTA;30;5;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;NICOLAS AUGUSTO P. BORGES;30;5;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;NIDAL TUBASI;30;5;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;NJOUD HASSAN ZITAWI;30;5;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;SANDRO MARTINS VIANNA;30;5;Faturamento;BOLETO;30 DIAS
5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;WETER SONNENFELDET;30;5;Faturamento;BOLETO;30 DIAS
12088;UNILEVER BRASIL LTDA;JOAO BATISTA;30;10;Faturamento;BOLETO;30 DIAS
4634;UNILEVER BRASIL LTDA.;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
17053;UPPER DOG COMERCIAL LTDA;JOAO BATISTA;35;17;Faturamento;BOLETO;30 DIAS
21902;UPPER DOG COMERCIAL LTDA;JOAO BATISTA;28;14;Faturamento;;
16099;V MADALOZZO E CIA LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
6440;VALDIR EICHKOFF;LAURINDO BISCUBI RAMOS;10;5;Faturamento;;
6440;VALDIR EICHKOFF;MODELO;10;5;Faturamento;;
7505;VALE FERTIL - IND ALIM LTDA;NIDAL TUBASI;28;10;Faturamento;BOLETO;30 DIAS
1506;VALMOCI DE OLIVEIRA GONCALVES;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
21623;VETMINAS PRODUTOS VETERINARIOS LTDA;JOAO BATISTA;30;15;Faturamento;;
7422;VINICOLA GRUTINHA LTDA;NICOLAS AUGUSTO P. BORGES;30;10;Faturamento;BOLETO;30 DIAS
5844;VINICOLA PERINI LTDA;NICOLAS AUGUSTO P. BORGES;28/35/42/49;15;Faturamento;BOLETO;30 DIAS
14763;VINICOLA SALTON S.A;NICOLAS AUGUSTO P. BORGES;45;10;Faturamento;BOLETO;30 DIAS
6703;VONPAR ALIMENTOS S.A;MODELO;28;20;Faturamento;BOLETO;30 DIAS
6703;VONPAR ALIMENTOS S.A;WETER SONNENFELDET;28;20;Faturamento;BOLETO;30 DIAS
8430;WAC IMPORTACAO E EXPORTACAO LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
1500;WALDEVINO PETTER FILHO E OUTROS;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
15247;WANDERLEI HENKEL;SANDRO MARTINS VIANNA;45;15;Faturamento;BOLETO;30 DIAS
7263;WMS SUPERMERCADOS DO BRASIL LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
7263;WMS SUPERMERCADOS DO BRASIL LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
14989;WMS SUPERMERCADOS DO BRASIL LTDA.;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
22465;XUCALELE ROUPAS PET LTDA;NJOUD HASSAN ZITAWI;30;10;Faturamento;;
2691;YARA ALIMENTOS LTDA.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
2691;YARA ALIMENTOS LTDA.;MODELO;28;10;Faturamento;BOLETO;30 DIAS
15854;YARA ALIMENTOS LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
17017;ZAFFALON E CIA LTDA;JOAO BATISTA;28;15;Faturamento;BOLETO;30 DIAS
17017;ZAFFALON E CIA LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
17017;ZAFFALON E CIA LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
4005;ZAM E BOM - IND E COM DE PROD ALIM LTDA;WETER SONNENFELDET;45;15;Faturamento;BOLETO;30 DIAS
9630;ZD ALIMENTICIOS LTDA.;WETER SONNENFELDET;21;30;Faturamento;BOLETO;30 DIAS
9629;ZD ALIMENTOS S.A.;WETER SONNENFELDET;38/46/54;15;Faturamento;BOLETO;30 DIAS
