COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
NJOUD HASSAN ZITAWI;12650;FUZIPAR COMERCIO DE FERRAGENS LTDA.;UTILIDADES DOMESTICAS;10371;TIGELA DURALEX BELLA INCOLOR 2L;6;99,4;11,9;23,99;50,4;35;9;0;0;29;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;17884;ESCORR LOUCA INOX 34X44CM;1;98,8;21,18;45,99;53,95;35;9;0;0;82;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;25536;XICARA VIDRO ROSA RELEVO 165 ML C789;6;99,9;1,95;4,99;60,92;35;9;0;0;160;-6;36
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;33238;CANECA CHA ESMALTADA CM48 150ML VERMELHA;1;99,9;3,08;6,99;55,94;35;8;0;0;13;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;21521;PANELA PRESSAO 4,5L ALUPAN;1;98,4;39,4;65,9;40,21;35;8;0;0;30;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;13047;BANDEJA TRAP MARMORE P;1;100;2,32;2,49;6,83;37;8;0;0;99;2;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22599;PTO VD SOB LOLA 18CM;1;99,8;6,58;9,99;34,13;30;8;0;0;118;0;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;22462;PT SANREMO PLAST SR20 25;1;99,8;4,46;9,99;55,36;35;8;0;0;44;0;0
NJOUD HASSAN ZITAWI;10171;IND.DE PLASTICOS DO VALE DO ITAJAI LTDA;UTILIDADES DOMESTICAS;9683;JARRA PLASVALE TRANSP 1L;1;99,8;0;9,99;100;35;8;0;0;36;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37717;SUPORTE PLASTICO P PRATOS DECORA 17;1;99,9;0;7,99;100;0;8;0;0;-8;0;0
NJOUD HASSAN ZITAWI;17071;EUROQUADROS IND IMP E EXP LTDA;UTILIDADES DOMESTICAS;34628;FACA CHURRAS NEW CAPRESE 6PC VRM;40;99,8;4,95;10,99;54,96;35;8;0;0;56;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;18902;GAR FRITURA INOX SILVER 24CM EM CASA T;1;99,8;4,79;10,99;56,41;35;8;0;0;93;0;0
NJOUD HASSAN ZITAWI;5151;ETILUX INDUSTRIA E COMERCIO LTDA.;UTILIDADES DOMESTICAS;15336;CAN CERAMICA SURYA AM 235ML;1;99,8;0;10,99;100;35;8;0;0;71;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37161;POTE HERMETICO C TAMPA BAMBU 200ML;1;99,9;3,15;8,99;64,96;35;8;0;0;62;30;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;24043;SANDUICHEIRA PLASUTIL CAPIVARA;1;99,8;3,5;9,99;64,96;35;8;0;0;37;0;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;19058;GFA ESPORTE SANREMO ABRE FAC 500ML PTO;1;99,8;5,75;11,99;52,04;35;8;0;0;69;0;0
NJOUD HASSAN ZITAWI;10872;WELLMIX IMP.DE UTILIDADES EIRELI;UTILIDADES DOMESTICAS;17898;ESCUM C PINCA INOX 28CM;1;99,8;5,04;11,99;57,96;35;8;0;0;50;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;16323;COL M USO SLICONE WX6120;1;99,8;5,11;12,99;60,66;35;8;0;0;31;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19523;JG COL EM CASA TEM BERLIM 6PC;1;99,8;0;12,99;100;35;8;0;0;49;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;17885;ESCORR LOUCA PLAST BCO;1;99,8;0;12,99;100;35;8;0;0;17;0;0
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34447;SALADEIRA OPANINE 390ML;24;99,7;6,95;13,99;50,32;35;8;0;0;41;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;22389;PT BALEIRO VIDRO RING 750ML;1;99,7;6,61;14,99;55,9;35;8;0;0;23;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;35100;CJ 3 POTES PLASUTIL CONECT QD HOMEM ARANHA;1;99,7;7,18;14,99;52,1;35;8;0;0;10;0;0
NJOUD HASSAN ZITAWI;3985;IRMAOS ALTHAUS LTDA;UTILIDADES DOMESTICAS;34451;POTE MANDACARU NADIR 2L C TAMPA;6;99,5;11,9;23,99;50,4;35;8;0;0;17;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;23177;SACA ROLHA EM CASA TEM ACO INOX 17CM;1;99,6;0;17,99;100;35;8;0;0;72;0;0
NJOUD HASSAN ZITAWI;17058;DOCESAR DISTRIBUIDORA DE CRISTAIS LTDA;UTILIDADES DOMESTICAS;18659;FOR P BOL DOCESAR RED N20 1 8LT;1;99,4;12,42;25,99;52,21;35;8;0;0;140;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;19041;GFA ABRE FACIL 600ML DIVERT;1;99,6;9;18,99;52,61;35;8;0;0;27;0;0
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34438;POTE HERMETICO 640ML RETANGULAR;12;99,5;11,19;24,99;55,22;35;8;0;0;24;0;0
NJOUD HASSAN ZITAWI;17071;EUROQUADROS IND IMP E EXP LTDA;UTILIDADES DOMESTICAS;35866;GARFO GRANDE LINHA CASA;72;99,9;2,95;6,99;57,8;35;8;0;0;104;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22954;RODO PIA PLAST C/CABO 22CM;1;100;2,05;4,99;58,92;35;7;0;0;29;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;33617;BOMBA AGUA USB 13X9X8CM PLAST INOX;10;99,5;13,25;25,99;49,02;30;7;0;0;37;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;13045;BANDEJA TRAP MARMORE G;1;100;3,37;3,49;3,44;34;7;0;0;185;1;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37037;COLHER SILICONE ARROZ 22X6 5X2 VRM;1;99,8;4,02;10,99;63,42;35;7;0;0;47;-48;42
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;22477;PT VD RED C/ALCA 660ML;1;99,8;4,89;10,99;55,51;35;7;0;0;4;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;36374;GARRAFA SQUEEZE HOMEM ARANHA 300ML;1;99,9;0;8,99;100;35;7;0;0;-80;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37589;PORTA CONDIM C TAMPA 150ML;1;99,9;3,12;8,99;65,29;35;7;0;0;89;-84;72
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;21811;PEG SAL INOX GOLD 20CM EM CASA TE;1;99,9;3,62;9,99;63,76;35;7;0;0;80;0;0
NJOUD HASSAN ZITAWI;16110;OXFORD PORCELANAS COMERCIAL LTDA;UTILIDADES DOMESTICAS;22548;PTO SOB 18CM FOLK AE03 5118;1;99,9;6,58;9,99;34,13;30;7;0;0;130;0;0
NJOUD HASSAN ZITAWI;16110;OXFORD PORCELANAS COMERCIAL LTDA;UTILIDADES DOMESTICAS;22598;PTO VD SOB GRECIA 18CM;1;99,9;6,58;9,99;34,13;30;7;0;0;169;0;0
NJOUD HASSAN ZITAWI;2939;MABEL COMERCIO DE IMPORTADOS LTDA;UTILIDADES DOMESTICAS;37675;PRATO VIDRO FUNDO STAR 22CM;1;99,9;0;5,99;100;0;7;0;0;-10;0;0
NJOUD HASSAN ZITAWI;17056;NEOPLAS INDUSTRIA E COMERCIO DE PLASTICO;UTILIDADES DOMESTICAS;34346;COPO NEOPLAS FANT 330ML TIFFANY RSA NEO;72;99,9;0;5,99;100;35;7;0;0;16;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;22151;PORTA COMPRIMIDO PLAST 15X3CM;1;99,9;0;5,99;100;38;7;0;0;213;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;22342;PROT ADES RED EVA 3CM 9PC;1;99,9;1,94;5,99;67,61;38;7;0;0;168;-12;108
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37190;AVENTAL POLIESTER 53X73;1;99,8;4,76;12,99;63,36;35;7;0;0;65;24;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;32761;TACA VIDRO 240ML;1;99,9;0;9,98;100;35;7;0;0;-10;0;0
NJOUD HASSAN ZITAWI;16110;OXFORD PORCELANAS COMERCIAL LTDA;UTILIDADES DOMESTICAS;22549;PTO SOB 18CM LIRIOS AE03-5410;1;99,9;0;9,99;100;30;7;0;0;78;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19538;JG GAR SOB INOX SILVER 6PC;1;99,8;6,39;13,99;54,32;35;7;0;0;130;0;0
NJOUD HASSAN ZITAWI;17021;MILLENIUM UTILIDADES DOMESTICAS LTDA;UTILIDADES DOMESTICAS;33351;POTE VD DIAMANTE 1X6LTS;12;99,8;5,6;14,99;62,64;35;7;0;0;108;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;16322;COL M USO SIL VERM CABO MADEIRA;1;99,8;6,33;14,99;57,77;30;7;0;0;91;0;0
NJOUD HASSAN ZITAWI;17043;FLASHGOODS COM.DE IMPORT. E EXPORT. LTDA;UTILIDADES DOMESTICAS;25537;XICARA VIDRO TRANSP 335ML F0291;1;99,8;6,54;14,99;56,37;35;7;0;0;70;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19525;JG COL EM CASA TEM INOX SILVER 6PC;1;99,7;7,14;15,99;55,35;35;7;0;0;60;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37019;GFA C TAMPA FLIP CORES SORT 800ML;1;99,7;6,55;16,99;61,45;35;7;0;0;101;-96;84
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;34823;CP STITCH C CANUDO;1;99,8;5,73;11,99;52,21;35;7;0;0;6;1;9
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19534;JG GAR EM CASA TEM ASTANA 6PC;1;99,7;7,99;17,99;55,59;35;7;0;0;49;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;15325;CAN CERAMICA HARMONY 300ML;1;99,7;7,87;17,99;56,25;35;7;0;0;110;36;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;6581;JARRA SANREMO 2L SR788 5;1;99,7;8,37;17,99;53,47;35;7;0;0;42;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;36816;ESPREMEDOR DE ALHO ACO INOX 6X17CM;72;99,7;7,01;17,99;61,03;35;7;0;0;65;-18;18
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37170;PILAO C SOCADOR PLASTICO 16 5CM;1;99,7;7,6;19,99;61,98;35;7;0;0;40;10;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;19700;KIT FOR GELATINA LUDICA 4PC MINIE;1;99,7;8,75;18,99;53,92;35;7;0;0;26;0;0
NJOUD HASSAN ZITAWI;7879;MARTINS COM E SERVICOS DE DISTR S E A;UTILIDADES DOMESTICAS;5149;COPO NADIR POEMA SUCO 7772 6UN;1;99,4;13,94;29,9;53,38;35;7;0;0;45;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;35947;TIGELA CONIC 500ML AZUL HORTENCIA;1;99,7;10,41;19,99;47,92;35;7;0;0;94;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;21014;MOEDOR TEMPEROS INOX ACRIL 17X6CM;1;99,7;8,94;19,99;55,28;35;7;0;0;47;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;24758;TIGELA BOWL CERAMICA 500ML-21729;1;99,7;8,75;19,99;56,23;35;7;0;0;174;0;0
NJOUD HASSAN ZITAWI;9130;INGA IMPORT LTDA;UTILIDADES DOMESTICAS;21791;PEG ALIM SIL VERM 26CM CM48;1;99,6;7,93;21,99;63,94;41;7;0;0;52;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;20534;MARMITA TRAVA 850ML STITCH;1;99,6;10,45;21,99;52,48;35;7;0;0;5;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;33763;TIGELA INOX REDONDA 24CM;96;99,6;0;21,99;100;35;7;0;0;6;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;32862;TIGELA BOWL REDONDA 22CM 1 75L;1;99,6;8,35;21,99;62,03;35;7;0;0;23;-6;12
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37067;POTE HERMETICO C DIVISORIA 630ML;1;99,6;9,27;23,99;61,36;35;7;0;0;34;-6;30
NJOUD HASSAN ZITAWI;17042;GN COMERCIAL DE UTILIDADES DOMESTICAS EI;UTILIDADES DOMESTICAS;22405;PT HERM PRATICASA RET 370ML;1;99,6;9,48;24,9;61,93;41;7;0;0;31;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;33391;CHALEIRA INOX PRATA 2L;1;99,3;0;35,99;100;35;7;0;0;10;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;35944;TIGELA PEQUENA AZUL 600 ML AB37 068;12;99,5;13,21;26,99;51,06;35;7;0;0;140;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;13049;BANDEJA TRAP VIME MARROM M;1;100;2,83;2,99;5,35;32;7;0;0;122;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37591;POTE VIDRO 200ML;1;99,9;2,81;7,99;64,83;35;6;0;0;102;-12;84
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;19102;GFA SANREMO GOSTAR 750ML BEGE;1;99,2;0;47,99;100;35;6;0;0;7;0;0
NJOUD HASSAN ZITAWI;4402;QUESTAO DE GOSTO COM DE UTIL DOM LTDA;UTILIDADES DOMESTICAS;13050;BANDEJA TRAP VIME MARROM P;25;100;2,32;2,49;6,83;35;6;0;0;140;11;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;16194;CINZEIRO VIDRO RED 10,5CM;1;99,8;0;12,99;100;38;6;0;0;42;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;21804;PEG MAS MADIE KITCHEN VM 31CM;1;99,8;5,51;12,99;57,58;35;6;0;0;35;0;0
NJOUD HASSAN ZITAWI;17021;MILLENIUM UTILIDADES DOMESTICAS LTDA;UTILIDADES DOMESTICAS;33352;POTE VD DIAMANTE 880ML;12;99,8;5,99;12,99;53,89;35;6;0;0;35;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;24657;TELA PROTETORA P/ALIM 36X21CM;1;99,8;5,1;12,99;60,74;38;6;0;0;147;0;0
NJOUD HASSAN ZITAWI;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;UTILIDADES DOMESTICAS;36734;COPO COPOMAIS CHOPP 300ML C 100;1;99,9;0;8,99;100;0;6;0;0;-9;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;21795;PEG M USO RIADY INOX 28CM;1;99,9;4,4;9,99;55,96;35;6;0;0;43;0;0
NJOUD HASSAN ZITAWI;17042;GN COMERCIAL DE UTILIDADES DOMESTICAS EI;UTILIDADES DOMESTICAS;16799;CP VIDRO DIAM 370ML;1;99,9;6,18;9,99;38,14;30;6;0;0;15;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;8038;SANDUICHEIRA PLASUTIL HOMEM ARAN 5427;1;99,9;4,3;9,99;56,96;35;6;0;0;10;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;16634;CP BLUEY 320ML;1;99,9;0;6,99;100;35;6;0;0;13;0;0
NJOUD HASSAN ZITAWI;17076;ORIGINAL GLASS COMERCIO DE VIDROS LTDA;UTILIDADES DOMESTICAS;22565;PTO VD FUNDO EGITO LISO 22 6CM;1;99,9;2,77;6,99;60,37;30;6;0;0;17;66;6
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;33628;TIGELA VIDRO AMBER 360ML SODA LIME;12;99,9;2,61;6,99;62,66;35;6;0;0;64;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22575;PTO VD FUNDO PORCELANA SOPHIA 21CM;1;99,8;7,5;13,99;46,39;30;6;0;0;328;0;0
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34444;POTE MANDACARU 800ML NADIR;6;99,8;0;14,99;100;35;6;0;0;12;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;19093;GFA RETRO 500ML DIVERT;1;99,8;0;14,99;100;35;6;0;0;39;0;0
NJOUD HASSAN ZITAWI;5433;GTZ COMERCIO E IMPORTACAO SA;UTILIDADES DOMESTICAS;7503;POTE MUNDIART INOX DIVERSOS;1;99,8;0;14,99;100;35;6;0;0;7;0;0
NJOUD HASSAN ZITAWI;9130;INGA IMPORT LTDA;UTILIDADES DOMESTICAS;20868;MINI TRITURADOR MAN 2 LAM INOX;1;99,9;4,1;10,99;62,69;35;6;0;0;84;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;21796;PEG M USO RIADY INOX 35.5CM;1;99,9;4,84;10,99;55,96;35;6;0;0;60;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;15404;CAN MICKEY MOUSE 360ML;1;99,9;4,86;10,99;55,78;35;6;0;0;13;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;19119;GFA SQUEEZE C/CAN 700ML;1;99,9;0;11,99;100;35;6;0;0;7;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;12153;ABR SACA ROLHA VINHO METAL;1;99,9;5,45;11,99;54,55;35;6;0;0;39;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;19092;GFA RETRO 500ML CINDERELA;1;99,9;5,64;11,99;52,96;35;6;0;0;24;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;16324;COL M USO WELLMIX VM WX6842;1;99,9;4,89;11,99;59,22;35;6;0;0;58;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;8023;SALEIRO PLASUTIL DEC 5109;1;99,9;5,94;11,99;50,46;35;6;0;0;21;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;20309;M USO LUDICO KURSSIC BABY;1;99,9;0;11,99;100;35;6;0;0;92;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;15322;CAN CERAMICA AMARELA 300ML;1;99,8;7,69;15,99;51,91;35;6;0;0;101;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;15482;CAN VIDRO NAMUR 545ML;1;99,8;6,81;15,99;57,41;35;6;0;0;5;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19537;JG GAR EM CASA TEM INOX SILVER 6PC;1;99,8;7,14;15,99;55,35;35;6;0;0;43;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;36878;TIGELA C TAMPA MELAMINA 500ML;72;99,8;6,14;15,99;61,6;35;6;0;0;138;-48;48
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;24130;SC P/CONFEITAR 8 BICOS 130ML BORDO;1;99,8;0;16,99;100;35;6;0;0;-7;0;0
NJOUD HASSAN ZITAWI;14297;CIM - COMPANHIA DE IDEIAS E MARCAS LTDA.;UTILIDADES DOMESTICAS;34039;FACA INOX CABO E FIO RESP 31CM CRM E CIN;1;99,8;0;13,99;100;35;6;0;0;6;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;10080;PRATO SOB OXFORD BOTHANICA 19CM;1;99,7;0;19,59;100;30;6;0;0;17;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;24559;TACA MILK SHAKE 340ML BV0144;1;99,7;10,86;21,99;50,61;35;6;0;0;27;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;13670;BOLSA AGUA QUENTE 1L;1;99,7;8,05;21,99;63,39;38;6;0;0;130;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;4884;CJ COLHER TRAMONT MESA DYNAMIC 3PC 22303/300;1;99,6;0;26,99;100;35;6;0;0;46;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;4290;ASSAD TRAMONT FUNDA ALUM 22CM;6;99,1;0;49,99;100;35;6;0;0;-9;0;0
NJOUD HASSAN ZITAWI;7973;BIUTHIER TAVARES DA FONSECA;UTILIDADES DOMESTICAS;17011;CUIA PINTADA C/GRAVACAO LASER;1;99,5;15,9;32,99;51,8;35;6;0;0;41;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;19834;KIT UTEN SIL C/SUPOR DULCE FENDI 7PC;1;99;26,64;59,9;55,53;35;6;0;0;35;0;0
NJOUD HASSAN ZITAWI;8849;MAXXIMUS COMP IMP E EXP DE UTILID LTDA;UTILIDADES DOMESTICAS;33209;XICARA CHA TRANSP CORAC 200ML VD10 5;1;100;0;4,99;100;30;6;0;0;-8;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;13037;BANDEJA TRAP FLORES VERMS P;1;100;2,32;2,49;6,83;25;5;0;0;90;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;12653;ASSAD MARINEX OVAL MEDIA 3 2L;1;99,3;0;47,99;100;35;5;0;0;-12;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;22401;PT HERM MACARON RD RED 370ML;1;99,9;0;9,99;100;35;5;0;0;3;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;33746;PORTA GUARDANAPOS 12CM METAL;120;100;0;6,99;100;35;5;0;0;57;0;0
NJOUD HASSAN ZITAWI;14297;CIM - COMPANHIA DE IDEIAS E MARCAS LTDA.;UTILIDADES DOMESTICAS;37232;PORTA COMPRIMIDOS PLASTICO 16X2X3;1;100;2,17;6,99;68,96;38;5;0;0;256;-24;24
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;12142;ABR GFA C SACA ROLHA EM CASA TEM;1;99,9;0;7,99;100;35;5;0;0;59;0;0
NJOUD HASSAN ZITAWI;3266;NILO TOZZO DISTRIBUIDORA LTDA;UTILIDADES DOMESTICAS;5148;COPO NADIR MUNICH CERVEJA 200ML7109;1;99,9;3,69;7,99;53,82;42;5;0;0;47;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;34292;GARRAFA PLASUTIL ABRE FACIL 530ML ABRE FACIL;1;99,9;3,83;8,99;57,4;35;5;0;0;15;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;20287;LUVA FORNO/FOGAO 16X25CM;1;100;2,31;5,99;61,44;38;5;0;0;6;0;0
NJOUD HASSAN ZITAWI;9472;FORFEST IND DE DESCARTAVEIS LTDA;UTILIDADES DOMESTICAS;35963;COPO CANDY 40X50 200ML AMARELO;1;100;3,56;5,99;40,57;35;5;0;0;136;0;0
