COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
NJOUD HASSAN ZITAWI;17042;GN COMERCIAL DE UTILIDADES DOMESTICAS EI;UTILIDADES DOMESTICAS;20828;MINI BALEIRO 190ML;1;100;0;4,99;100;35;5;0;0;5;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;16310;COL CABO CURTO BAMBU NATURE 20CM;1;100;0;4,99;100;35;5;0;0;76;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;16800;CP VIDRO DRINK SODA LIME 50ML-T276;1;100;0;3,99;100;30;5;0;0;19;0;0
NJOUD HASSAN ZITAWI;5151;ETILUX INDUSTRIA E COMERCIO LTDA.;UTILIDADES DOMESTICAS;15338;CAN CERAMICA SURYA BG 235ML;1;99,9;0;10,99;100;35;5;0;0;53;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;33618;TIGELA VIDRO AMBER 800ML SODA LIME;12;99,9;5,19;10,99;52,78;30;5;0;0;33;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;24793;TIGELA VIDRO FUNDO BCO 16CM;1;99,9;4,55;10,99;58,6;30;5;0;0;56;0;0
NJOUD HASSAN ZITAWI;5151;ETILUX INDUSTRIA E COMERCIO LTDA.;UTILIDADES DOMESTICAS;15339;CAN CERAMICA SURYA CZ 235ML;1;99,9;0;10,99;100;35;5;0;0;56;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;24044;SANDUICHEIRA PLASUTIL DIVERT 2;1;99,9;0;10,99;100;35;5;0;0;17;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;12269;AFIADOR FACAS SILVER;1;99,9;5,13;11,99;57,21;35;5;0;0;28;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37311;GALHETEIRO VIDRO 250ML;1;99,9;4,59;11,99;61,72;35;5;0;0;79;12;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;33605;CJ PRATO TALHER E TIGELA INF ELEFANTE;12;99,9;5,99;12,99;53,89;35;5;0;0;14;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19524;JG COL EM CASA TEM BERLIM 6PC VER;1;99,9;5,54;12,99;57,35;35;5;0;0;90;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;16453;CONCHA INOX EM CASA TEM 20CM SILVER;1;99,9;0;12,99;100;35;5;0;0;35;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;34032;COPO PLAST 290ML C ALCA E BICO;120;99,8;7,82;16,99;53,97;35;5;0;0;31;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;20530;MARMITA TRAVA 630ML JURASSIC BABY;1;99,8;9;18,99;52,61;35;5;0;0;18;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;24524;SUP P/PTO METAL 10 LUG 31X17X16 PT;1;99,8;0;17,99;100;38;5;0;0;5;0;0
NJOUD HASSAN ZITAWI;17038;ORIGINAL LINE COM DE UTIL DOMEST LTDA;UTILIDADES DOMESTICAS;24722;TES M USO COLOR 9 1 2 SL0095D;1;99,8;6,52;17,99;63,76;35;5;0;0;210;12;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37080;BOMBONIERE TAMPA C VISOR 600ML;1;99,8;6,93;17,99;61,48;35;5;0;0;55;-48;36
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19522;JG COL EM CASA TEM ASTANA 6PC;1;99,8;7,99;17,99;55,59;35;5;0;0;73;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;13718;BOMBONIERI VIDRO GLAM 150ML;1;99,8;0;19,99;100;35;5;0;0;22;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;36990;CORTADOR PIZZA 22 5 X 10;1;99,8;7,39;19,99;63,03;35;5;0;0;49;-48;42
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34445;SALADEIRA OPALINE 840ML NADIR;12;99,8;0;19,99;100;35;5;0;0;65;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;33484;SUPORTE P FILTRO CAFE B1;24;99,9;0;13,99;100;35;5;0;0;16;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;24794;TIGELA VIDRO PTO SQUARE 16CM;1;99,9;5,97;13,99;57,33;35;5;0;0;96;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;16212;CJ 4 PTS CONECT QD REC FITENESS F;1;99,7;0;22,99;100;35;5;0;0;24;0;0
NJOUD HASSAN ZITAWI;9130;INGA IMPORT LTDA;UTILIDADES DOMESTICAS;24521;SUP P PAPEL TOAL QUADRAD 14X21 5CM;1;99,7;10,54;22,99;54,15;35;5;0;0;27;0;0
NJOUD HASSAN ZITAWI;2753;TAUMER INDUSTRIA METALURGICA LTDA;UTILIDADES DOMESTICAS;13694;BOMBA PERSONALIZADA GREMIO R 2570 G;1;99,7;0;21,99;100;35;5;0;0;65;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;18731;FORMA TORTA C FUNDO REMOVIVEL 24CM;1;99,7;11,98;23,99;50,06;35;5;0;0;83;72;6
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;15335;CAN CERAMICA SAGE VERM 310ML;1;99,7;0;23,99;100;35;5;0;0;21;0;0
NJOUD HASSAN ZITAWI;12650;FUZIPAR COMERCIO DE FERRAGENS LTDA.;UTILIDADES DOMESTICAS;7532;PRATO NADIR SOBREMESA PETALA 53444;1;99,9;5,54;14,99;63,04;30;5;0;0;359;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19545;JG XICARA CAFE MOROCCO LINES 90ML 5PC;1;99,8;7,93;15,99;50,41;30;5;0;0;57;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;19052;GFA DIA DAS MAES 600ML;1;99,7;11,83;24,99;52,66;35;5;0;0;101;0;0
NJOUD HASSAN ZITAWI;4878;INDUSTRIAL VENTO SUL METALURGICA;UTILIDADES DOMESTICAS;18643;FOR FUZIPAR PAO N2 REF 096;1;99,7;10,99;24,39;54,94;35;5;0;0;62;0;0
NJOUD HASSAN ZITAWI;17038;ORIGINAL LINE COM DE UTIL DOMEST LTDA;UTILIDADES DOMESTICAS;36445;JG TALHERES ORIGINAL VERMELHO C 25;1;99,6;0;29,9;100;0;5;0;0;-15;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;19051;GFA DIA DAS MAES 500ML;1;99,6;14,21;29,9;52,47;35;5;0;0;84;0;0
NJOUD HASSAN ZITAWI;17074;TRES ELOS ARTEFATOS DE MADEIRA;UTILIDADES DOMESTICAS;34732;ESTEIRA SOFA C PORTA COPOS;1;99,6;13,5;29,99;54,98;35;5;0;0;49;0;0
NJOUD HASSAN ZITAWI;14297;CIM - COMPANHIA DE IDEIAS E MARCAS LTDA.;UTILIDADES DOMESTICAS;34028;GARRAFA PLASTICA BICO E ALCA 2L;36;99,6;14,15;29,99;52,82;35;5;0;0;7;0;0
NJOUD HASSAN ZITAWI;10015;CASALI ALUMINIOS LTDA;UTILIDADES DOMESTICAS;21990;PIPOQUEIRA CASALI 3,3L N20;1;99,2;33;59,9;44,91;35;5;0;0;61;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;19835;KIT UTEN SIL DULCET 7PC;1;99,2;26,64;59,9;55,53;35;5;0;0;62;0;0
NJOUD HASSAN ZITAWI;3985;IRMAOS ALTHAUS LTDA;UTILIDADES DOMESTICAS;35979;ASSADEIRA MARINEX REDONDA 2 4L;6;99,5;0;35,99;100;35;5;0;0;-14;0;0
NJOUD HASSAN ZITAWI;10705;TRAMONTINA S\A CUTELARIA;UTILIDADES DOMESTICAS;36484;PANQUEQUEIRA TRAM TURIM ALUM CHUMBO;1;99,5;0;39,99;100;0;5;0;0;-14;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;18888;GALHETEIRO PLAST CROMADO WX5586;1;99,5;20,3;39,99;49,24;35;5;0;0;44;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;33389;SUPORTE P FILTRO CAFE A1;6;99,9;4,84;9,99;51,55;35;5;0;0;67;0;0
NJOUD HASSAN ZITAWI;14297;CIM - COMPANHIA DE IDEIAS E MARCAS LTDA.;UTILIDADES DOMESTICAS;37203;TIGELA BOWL BULK PACK 450ML CORES;1;99,8;7,58;19,99;62,08;35;4;0;0;236;-24;24
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34449;JARRA MARACATU 1560ML;6;99,8;9,88;19,99;50,58;35;4;0;0;5;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;35950;TIGELA CONIC 500ML AMARELA;1;99,8;10,41;19,99;47,92;35;4;0;0;146;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;21794;PEG INOX 24X5CM BU0059;1;99,8;9,57;19,99;52,13;35;4;0;0;17;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;33768;JARRA MEDIDORA 500 ML VIDRO;32;99,7;13,05;28,99;54,98;35;4;0;0;17;0;0
NJOUD HASSAN ZITAWI;5433;GTZ COMERCIO E IMPORTACAO SA;UTILIDADES DOMESTICAS;16542;COQUETELEIRA 8X8 21CM 500ML BU1550;1;99,6;20,12;39,99;49,69;35;4;0;0;13;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22396;PT HERM C/MEDIDOR 2L;1;99,6;18,02;39,99;54,94;35;4;0;0;14;0;0
JOAO BATISTA;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;16639;CP C/ALCA BICO NUBY 240ML 10052 ROSA;1;99,6;17,2;39,99;56,99;38;4;42;60;35;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;10347;TABUA TRAMONTINA RETANGULAR;1;99,6;21,91;42,99;49,03;35;4;0;0;31;0;0
NJOUD HASSAN ZITAWI;17042;GN COMERCIAL DE UTILIDADES DOMESTICAS EI;UTILIDADES DOMESTICAS;22402;PT HERM PRATICASA 1010ML;1;99,5;0;47,9;100;41;4;0;0;9;0;0
NJOUD HASSAN ZITAWI;14235;ALCAST DO BRASIL LTDA;UTILIDADES DOMESTICAS;21991;PIPOQUEIRA PANELUX POLIDA N20;1;99;46,72;83,9;44,31;30;4;206;276;206;10;58
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;18883;FUNIL ERCAPLAST 12,5 CM;1;100;0;3,19;100;35;4;0;0;142;0;0
NJOUD HASSAN ZITAWI;17038;ORIGINAL LINE COM DE UTIL DOMEST LTDA;UTILIDADES DOMESTICAS;18247;ESPAT ABAULADA SIL PREMIUM 27CM;1;99,9;0;12,99;100;35;4;0;0;28;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19535;JG GAR EM CASA TEM BERLIM 6PC;1;99,9;5,54;12,99;57,35;35;4;0;0;95;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;25455;VINAGREIRO/AZEITIRO BICO DOSADOR 200ML;1;99,9;5,87;12,99;54,81;35;4;0;0;8;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;19536;JG GAR EM CASA TEM BERLIM 6PC VER;1;99,9;5,54;12,99;57,35;35;4;0;0;93;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;17886;ESCORR LOUCA PLAST CINZA;1;99,9;0;12,99;100;35;4;0;0;7;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;22567;PTO VD FUNDO LEONORA HO 21CM;1;99,9;8,02;13,99;42,67;30;4;0;0;88;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22217;PORTA PAPEL TOAL METAL 15X13X29CM PT;1;99,9;5,83;13,99;58,33;35;4;0;0;28;0;0
NJOUD HASSAN ZITAWI;4402;QUESTAO DE GOSTO COM DE UTIL DOM LTDA;UTILIDADES DOMESTICAS;18630;FOR 2 CONTROLES GAME C SIL;1;99,9;6,83;13,99;51,18;35;4;0;0;5;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;24775;TIGELA INOX BOWL FUNDA GERMAN 18CM;1;99,9;0;13,99;100;35;4;0;0;1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22773;RAMEQUIM CERAMICA 220ML;1;99,9;0;13,99;100;35;4;0;0;47;0;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;16208;CJ 3 PTS PLASTS SANREMO;1;99,9;8,17;13,98;41,56;35;4;0;0;83;0;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;24765;TIGELA BOWL PLAST SANREMO 1 28L;1;99,9;0;8,99;100;35;4;0;0;6;0;0
NJOUD HASSAN ZITAWI;17042;GN COMERCIAL DE UTILIDADES DOMESTICAS EI;UTILIDADES DOMESTICAS;15487;CAN VIDRO VIT 320ML;1;99,9;3,85;8,99;57,17;35;4;0;0;29;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22566;PTO VD FUNDO GRECIA 21,5CM;1;99,9;7,16;9,99;28,33;30;4;0;0;18;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22173;PORTA GUARDANAPO METAL 13X4X9CM;1;99,9;4,45;9,99;55,46;35;4;0;0;60;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;22155;CJ PORTA CONDIM C TAMPA 150ML C 12;1;99,9;0;9,99;100;35;4;0;0;70;0;1
NJOUD HASSAN ZITAWI;14297;CIM - COMPANHIA DE IDEIAS E MARCAS LTDA.;UTILIDADES DOMESTICAS;34024;GAR PLAST 450ML ASTRONAUTA 18CM;192;99,9;4,39;9,99;56,06;35;4;0;0;30;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;12743;BACIA CANEL 5,5L COLOR;1;99,9;4,82;9,99;51,75;35;4;0;0;29;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;37713;PRATO VIDRO SOBREMESA ELENA HS 21CM;1;99,9;0;9,99;100;0;4;0;0;-4;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;36886;GALHETEIRO 2PCS VD PLASTICO 13X8CM;72;99,9;3,76;9,99;62,36;35;4;0;0;68;-18;18
MODELO;17061;METALURGICA BORGONHA LTDA;UTILIDADES DOMESTICAS;18370;FACA BARICHELLO BEGE C 12;1;99,9;12,86;9,99;-28,73;20;4;0;0;60;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22767;RALR ALIM C/CABO 24,5X5,7;1;99,9;4,1;9,99;58,96;35;4;0;0;29;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;35892;XICARA WELLMIX 100ML;1;99,9;0;9,99;100;35;4;0;0;-11;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;17139;DESCASCADOR LEG FRU INOX VERM;1;100;2,51;5,99;58,1;30;4;0;0;61;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;16768;CP PLASUTIL 320ML PRINCESS;1;100;0;5,99;100;30;4;0;0;33;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;22451;PT RET DECORADO 430ML;1;100;0;5,99;100;35;4;0;0;22;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;21807;PEG MEL ACRILICO;1;100;2,64;5,99;55,93;35;4;0;0;70;0;0
NJOUD HASSAN ZITAWI;17056;NEOPLAS INDUSTRIA E COMERCIO DE PLASTICO;UTILIDADES DOMESTICAS;34347;COPO NEOPLAS FANT 330ML TIFFANY;72;100;2,54;5,99;57,6;35;4;0;0;47;0;0
NJOUD HASSAN ZITAWI;17056;NEOPLAS INDUSTRIA E COMERCIO DE PLASTICO;UTILIDADES DOMESTICAS;34352;TACA CHAMPAGNE PRIME FANT 170ML ROXO RSA;60;100;0;5,99;100;35;4;0;0;16;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22476;PT VD MELEIRA 260ML;1;100;2,01;4,99;59,72;35;4;0;0;20;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;10042;POTE PLASUTIL VERM POP SORT;1;100;0;5,65;100;35;4;0;0;-15;0;0
NJOUD HASSAN ZITAWI;3899;ERCAPLAST IND E COM DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;36905;FORMA ERCAPLAST GELO AVULSA;1;100;0;3,99;100;0;4;0;0;-6;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;18926;GARFO TRAM SOBRE MESA INOX LEME CINZA;60;100;1,99;3,99;50,13;35;4;0;0;1255;0;0
NJOUD HASSAN ZITAWI;4402;QUESTAO DE GOSTO COM DE UTIL DOM LTDA;UTILIDADES DOMESTICAS;13043;BANDEJA TRAP MADEIRA RENDA M;25;100;2,83;2,99;5,35;16;4;0;0;167;25;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;33398;DISPENSER LIQUIDO VIDRO 400ML CLEAR;1;99,9;7,86;18,99;58,61;35;4;0;0;38;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;19699;KIT FOR GELATINA LUDICA 4PC MICKEY;1;99,9;8,75;18,99;53,92;35;4;0;0;35;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;33397;DISPENSER LIQUIDO VIDRO 400ML AZUL;1;99,9;7,86;18,99;58,61;35;4;0;0;59;1;0
NJOUD HASSAN ZITAWI;5151;ETILUX INDUSTRIA E COMERCIO LTDA.;UTILIDADES DOMESTICAS;15409;CAN MULBERY PORCELANA 280ML;1;99,9;0;14,99;100;35;4;0;0;14;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;33626;KIT REF INF 4PCS 14X12X3CM;120;99,9;6,77;14,99;54,84;35;4;0;0;8;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37072;POTE HERMETICO QD BRANCO 320ML;1;99,9;5,62;14,99;62,51;35;4;0;0;100;-12;84
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;15469;CAN VIDRO CAVEIRA GOLD 500ML;1;99,9;6,95;14,99;53,64;35;4;0;0;42;0;0
NJOUD HASSAN ZITAWI;5215;ARMARINHOS FERNANDO LTDA.;UTILIDADES DOMESTICAS;37225;POTE MORANGO EUROMIRROR 425ML RFA57;1;99,9;0;14,9;100;0;4;0;0;-5;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;22600;PTO VD SOB LUIZA 20CM;1;99,9;9,27;14,78;37,28;30;4;0;0;8;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;33749;CANECA VIDRO CAVEIRA 500ML;36;99,9;7,1;15,99;55,6;35;4;0;0;13;0;0
NJOUD HASSAN ZITAWI;17021;MILLENIUM UTILIDADES DOMESTICAS LTDA;UTILIDADES DOMESTICAS;33349;COPO PILSEN PAIS FRASES CX;12;99,9;7,86;15,99;50,84;35;4;0;0;80;0;0
NJOUD HASSAN ZITAWI;14972;OXFORD PORCELANAS ESPIRITO SANTO LTDA;UTILIDADES DOMESTICAS;35666;CANECA OXFORD AZ9 270ML FOLK;1;99,9;7,8;15,99;51,22;35;4;0;0;118;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;35664;CJ POTES CONECT 3PC QD;1;99,9;4,99;10,29;51,51;35;4;0;0;196;0;0
NJOUD HASSAN ZITAWI;2938;MABEL COM DE IMPORTADOS LTDA;UTILIDADES DOMESTICAS;37373;CANECA PORCELANA UNITA PASCOA 300ML;1;99,9;0;11,99;100;0;4;0;0;-10;0;0
NJOUD HASSAN ZITAWI;13254;SANREMO S E A;UTILIDADES DOMESTICAS;37654;POTE SANREMO REDONDO 1 3L;1;99,9;4,42;11,99;63,14;35;4;0;0;67;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;34822;CJ 3 POTES CONECT RED PLASUTIL ANGEL;1;99,8;10,28;20,99;51,02;35;4;0;0;55;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;21988;PIPOQUEIRA SUPER DEC CAP AMERICA 2,1L;1;99,8;0;20,99;100;35;4;0;0;35;0;0
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34443;POTE HERMETICO 520ML QUADRADO;12;99,8;10,25;22,99;55,42;35;4;0;0;61;0;0
NJOUD HASSAN ZITAWI;10770;RIO TIJUCAS IMPORTADORA LTDA;UTILIDADES DOMESTICAS;37165;BALEIRO DE VIDRO COM TAMPA 12X9 5CM;1;99,9;5,77;16,99;66,04;40;4;0;0;68;24;0
NJOUD HASSAN ZITAWI;9130;INGA IMPORT LTDA;UTILIDADES DOMESTICAS;18251;ESPAT INOX C CAB PLAST PRATIC 32,5X8;1;99,9;0;16,99;100;35;4;0;0;24;0;0
NJOUD HASSAN ZITAWI;15607;QHOUSE COMERCIO E IMPORTADORA DE UTILIDA;UTILIDADES DOMESTICAS;34441;KIT 3 PENEIRAS INOX;60;99,9;0;16,99;100;35;4;0;0;7;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;8437;SHAKEIRA PLASUTIL 580ML MICKEY 6582;1;99,9;8,2;17,99;54,42;35;4;0;0;27;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;25521;XICARA CHA C/PIRES JARDIM ORIENTAL;1;99,9;0;17,89;100;35;4;0;0;-4;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;18936;GAR TRINCH TRAM LAGUNA P/CARN INOX;1;99,8;0;23,99;100;35;4;0;0;59;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;UTILIDADES DOMESTICAS;33644;GALHETEIRO VIDRO INOX 150ML 2PCS;10;99,8;9,91;24,99;60,34;35;4;0;0;76;-15;15
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;UTILIDADES DOMESTICAS;36854;BACIA PLASUTIL FLUIR 2 REF1429;1;99,8;0;26,99;100;0;4;0;0;-12;0;0
NJOUD HASSAN ZITAWI;5855;OXFORD S.A INDUSTRIA E COMERCIO;UTILIDADES DOMESTICAS;35942;TIGELA OXFORD MILENIAL ROSA 16CM;1;99,8;13,21;26,99;51,06;35;4;0;0;131;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;22397;PT HERM C/MEDIDOR PLAST 870ML;1;99,8;8,44;19,99;57,78;35;4;0;0;40;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;UTILIDADES DOMESTICAS;37076;POTE HERMETICO QD AZ CLARO 520ML;1;99,8;7,77;19,99;61,13;35;4;0;0;37;-6;30
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;14955;CACAROLA GOLD N20 TV AA PT/VERM;1;99,2;0;89,9;100;35;3;0;0;0;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;12975;BALDE CHAMPAGNE INOX WELLMIX WX4396;1;99,1;0;99,99;100;35;3;0;0;-3;0;0
NJOUD HASSAN ZITAWI;12692;TRAMONTINA SUL S A;UTILIDADES DOMESTICAS;4291;ASSAD TRAMONT FUNDA ALUM 28CM;1;99,4;0;69,9;100;35;3;0;0;9;0;0
NJOUD HASSAN ZITAWI;8309;WELLMIX IMP. DE UTILIDADES LTDA;UTILIDADES DOMESTICAS;19833;KIT UTEN SIL C/SUPOR DULCE CINZ 7PC;1;99,6;26,64;57,99;54,06;35;3;0;0;46;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;UTILIDADES DOMESTICAS;19703;KIT GALHETEIRO C/3PC+SUPORTE;1;99,6;25,14;49,9;49,62;35;3;0;0;77;0;0
