NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
5;492;700;N;V;;2026-04-30-00.00.00.000000;S;15,59;15209;LACTICINIOS TIROL LTDA;3007102;43260400610350000684557000000004921723216857;S;Autorizada;4;;2026-04-30-16.27.21.000000;P;;;2026-04-30-16.27.34.000000;243260143525418;CESTRADA;;N;7848752;802;N;22;;;;;;89472;8;4726043;;;492;55;
18;585;700;N;V;;2026-05-02-00.00.00.000000;E;214,24;18;SUPERMERCADO BAKLIZI LTDA;3048587;43260500610350002202557000000005851276872880;S;Autorizada;4;;;P;;;2026-05-03-09.03.15.000000;243260145021577;FRANCIP;;N;7889919;202;N;7;;;;Ref. NFCe 1038 706 30/04 Usr: GBENITES Just: Comprou errado, NFCe 6251 709 02/05 Usr: BJAQUES Just: Passou duas vezes, NFCe 2149 707 02/05 Usr: ACARDONA Just: Passou duas vezes, NFCe 3954 708 30/04 Usr: ALIFER Just: Impróprio para consumo, NFCe 6251 709 02/05 Usr: BJAQUES Just: Impróprio para consumo, NFCe 2149 707 02/05 Usr: ACARDONA Just: Comprou errado, NFCe 6251 709 02/05 Usr: BJAQUES Just: Comprou errado, NFCe 3954 708 30/04 Usr: ALIFER Just: Comprou errado, NFCe 1038 706 30/04 Usr: GBENITES Just: Passou duas vezes, NFCe 3954 708 30/04 Usr: ALIFER Just: Passou duas vezes, NFCe 1038 706 30/04 Usr: GBENITES Just: Impróprio para consumo, NFCe 2149 707 02/05 Usr: ACARDONA Just: Impróprio para consumo;;2888;CF;4768341;;;585;55;
4;483;700;N;V;;2026-05-04-00.00.00.000000;S;385,5;14322;COOPERATIVA SANTA CLARA LTDA;3063323;43260500610350000501557000000004831224937121;S;Autorizada;4;;2026-05-04-10.33.13.000000;P;;;2026-05-04-10.32.11.000000;243260145702727;JANAYNAL;;N;7904731;802;N;22;;;;;;2752584;1;4783668;;;483;55;
11;637;700;N;V;;2026-05-04-00.00.00.000000;S;233,7;13379;LATICINIOS CAROLINA LTDA;3068187;43260500610350001818557000000006371268932866;S;Autorizada;4;;2026-05-04-14.14.18.000000;P;;;2026-05-04-14.13.52.000000;243260146073925;CARLAMB11;;N;7909491;802;N;22;;;;;;1044085;1;4788417;;;637;55;
14;502;700;N;C;;2026-05-02-00.00.00.000000;E;304,5;1792;MILTON R.MARQUES/A.PERES/J ROS;3023200;43260500610350001656557000000005021686511304;S;Cancelada;7;;2026-05-02-09.18.06.000000;P;2026-05-02-09.21.09.000000;243260144607763;2026-05-02-09.18.16.000000;243260144605579;LUCASSO;;N;7864624;200;N;2;;;2026-05-02-00.00.00.000000;;C;532006;233;4742643;;;502;55;
14;503;700;N;V;;2026-05-02-00.00.00.000000;E;378;1792;MILTON R.MARQUES/A.PERES/J ROS;3023476;43260500610350001656557000000005031905739191;S;Autorizada;4;;2026-05-02-09.28.03.000000;P;;;2026-05-02-09.28.10.000000;243260144613135;LUCASSO;;N;7864891;200;N;2;;;2026-05-02-00.00.00.000000;;C;532024;233;4742893;;;503;55;
18;578;700;N;V;;2026-05-02-00.00.00.000000;E;126;1792;MILTON R.MARQUES/A.PERES/J ROS;3023516;43260500610350002202557000000005781119830809;S;Autorizada;4;;2026-05-02-09.30.16.000000;P;;;2026-05-02-09.30.25.000000;243260144615000;LUCASSO;;N;7864932;200;N;2;;;2026-05-02-00.00.00.000000;;C;532020;233;4743007;;;578;55;
8;513;700;N;V;;2026-05-04-00.00.00.000000;E;59,94;8;SUPERMERCADO BAKLIZI LTDA;3082142;43260500610350000765557000000005131343578127;S;Autorizada;4;;;P;;;2026-05-05-09.02.56.000000;243260147267535;AFREITAS;;N;7923087;202;N;7;;;;Ref. NFCe 16199 704 04/05 Usr: AFREITAS Just: Comprou errado;;28609;CF;4802331;;;513;55;
12;460;700;N;V;;2026-05-04-00.00.00.000000;E;123,31;12;SUPERMERCADO BAKLIZI LTDA;3082144;43260500610350001737557000000004601783162875;S;Autorizada;4;;;P;;;2026-05-05-09.03.00.000000;243260147267751;CRISMELLO;;N;7923089;202;N;7;;;;Ref. NFCe 11140 706 04/05 Usr: CRISMELLO Just: Comprou errado, NFCe 18420 705 04/05 Usr: GARRUEE Just: Comprou errado, NFCe 11333 708 04/05 Usr: ECASTRO Just: Comprou errado, NFCe 14550 709 29/04 Usr: CRISMELLO Just: Comprou errado, NFCe 11150 706 04/05 Usr: CRISMELLO Just: Comprou errado, NFCe 18297 705 04/05 Usr: GARRUEE Just: Comprou errado;;37233;CF;4802333;;;460;55;
2;1499;700;N;V;;2026-05-05-00.00.00.000000;S;301,94;14322;COOPERATIVA SANTA CLARA LTDA;3090260;43260500610350000170557000000014991131259043;S;Autorizada;4;;2026-05-05-14.56.15.000000;P;;;2026-05-05-14.56.25.000000;243260147957665;VITRO;;N;7931254;802;N;22;;;;;;;;4810359;;;1499;55;
2;1500;700;N;V;;2026-05-05-00.00.00.000000;S;338,7;14322;COOPERATIVA SANTA CLARA LTDA;3090477;43260500610350000170557000000015001365190140;S;Autorizada;4;;2026-05-05-15.03.58.000000;P;;;2026-05-05-15.04.06.000000;243260147977172;VITRO;;N;7931444;802;N;22;;;;;;;;4810551;;;1500;55;
8;526;700;N;V;;2026-05-05-00.00.00.000000;S;59,8;21819;MACHADO COMERCIO DE ALIMENTOS LTDA;3094216;43260500610350000765557000000005261744254606;S;Autorizada;4;;2026-05-05-17.16.59.000000;P;;;2026-05-05-17.17.17.000000;243260148274714;ALEXANTU;;N;7935189;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 4/16403 5/5/2026;;16403;704;4814250;;;526;55;
4;517;700;N;V;;2026-05-06-00.00.00.000000;S;186,64;9379;LACTALIS BRASIL COM IMP EXP LTDA;3102961;43260500610350000501557000000005171834215839;S;Autorizada;4;;2026-05-06-08.28.25.000000;P;;;2026-05-06-08.28.38.000000;243260148936479;JANAYNAL;;N;7943512;802;N;22;;;;;;4039964;1;4823039;;;517;55;
6;366;700;N;V;;2026-05-06-00.00.00.000000;S;347,38;14322;COOPERATIVA SANTA CLARA LTDA;3104596;43260500610350001141557000000003661242752204;S;Autorizada;4;;2026-05-06-09.54.13.000000;P;;;2026-05-06-09.54.24.000000;243260149110117;JOSIANEC;;N;7945199;802;N;22;;;;;;;;4824678;;;366;55;
18;618;700;N;V;;2026-05-06-00.00.00.000000;S;43,96;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;3104599;43260500610350002202557000000006181797461440;S;Autorizada;4;;2026-05-06-09.54.59.000000;P;;;2026-05-06-09.54.34.000000;243260149110453;JEREDIA;;N;7945201;802;N;22;;;;;;227933;1;4824681;;;618;55;
4;521;700;N;V;;2026-05-06-00.00.00.000000;S;24,7;15011;EXCELSIOR ALIMENTOS S.A;3104600;43260500610350000501557000000005211537956594;S;Autorizada;4;;2026-05-06-09.54.40.000000;P;;;2026-05-06-09.54.50.000000;243260149111002;JANAYNAL;;N;7945202;802;N;22;;;;;;660553;101;4824682;;;521;55;
13;436;700;N;V;;2026-05-04-00.00.00.000000;E;7,99;13;SUPERMERCADO BAKLIZI LTDA;3082145;43260500610350001494557000000004361910790043;S;Autorizada;4;;;P;;;2026-05-05-09.03.00.000000;243260147267725;SANDRAM;;N;7923090;202;N;7;;;;Ref. NFCe 19878 709 04/05 Usr: SANDRAM Just: Produto com defeito;;44582;CF;4802334;;;436;55;
18;604;700;N;V;;2026-05-04-00.00.00.000000;E;75,76;18;SUPERMERCADO BAKLIZI LTDA;3082146;43260500610350002202557000000006041767454962;S;Autorizada;4;;;P;;;2026-05-05-09.03.00.000000;243260147267674;KSILVA;;N;7923091;202;N;7;;;;Ref. NFCe 6422 715 04/05 Usr: ACARDONA Just: Passou duas vezes, NFCe 11755 712 04/05 Usr: FRANCIP Just: Passou duas vezes, NFCe 260 705 02/05 Usr: ALIFER Just: Comprou errado, NFCe 11310 714 02/05 Usr: SILVIAV Just: Passou duas vezes, NFCe 11310 714 02/05 Usr: SILVIAV Just: Comprou errado, NFCe 6427 715 04/05 Usr: ACARDONA Just: Comprou errado, NFCe 6427 715 04/05 Usr: ACARDONA Just: Passou duas vezes, NFCe 11755 712 04/05 Usr: FRANCIP Just: Comprou errado, NFCe 6422 715 04/05 Usr: ACARDONA Just: Comprou errado, NFCe 260 705 02/05 Usr: ALIFER Just: Passou duas vezes;;745;CF;4802335;;;604;55;
3;1047;700;N;V;;2026-05-05-00.00.00.000000;E;40,89;3;SUPERMERCADO BAKLIZI LTDA;3082156;43260500610350000331557000000010471764744753;S;Autorizada;4;;;P;;;2026-05-05-09.03.03.000000;243260147267841;BRENDAR;;N;7923101;202;N;7;;;;Ref. NFCe 25591 714 05/05 Usr: PRISCILAZ Just: Comprou errado, NFCe 13238 703 05/05 Usr: CARSANTOS Just: Comprou errado;;50868;CF;4802345;;;1047;55;
3;1061;700;N;V;;2026-05-05-00.00.00.000000;S;74,73;22453;FONTANA, SCHNEIDER E CIA LTDA;3092041;43260500610350000331557000000010611903087917;S;Autorizada;4;;2026-05-05-16.11.01.000000;P;;;2026-05-05-16.11.10.000000;243260148128760;LEOMB04;;N;7933023;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 14/25532 4/5/2026;;25532;714;4812112;;;1061;55;
3;1062;700;N;V;;2026-05-05-00.00.00.000000;S;109,71;22453;FONTANA, SCHNEIDER E CIA LTDA;3092126;43260500610350000331557000000010621747800140;S;Autorizada;4;;2026-05-05-16.14.18.000000;P;;;2026-05-05-16.14.28.000000;243260148136178;LEOMB04;;N;7933125;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 14/25596 5/5/2026;;25596;714;4812197;;;1062;55;
3;1039;700;N;V;;2026-05-04-00.00.00.000000;S;301,63;9379;LACTALIS BRASIL COM IMP EXP LTDA;3071481;43260500610350000331557000000010391486912082;S;Autorizada;4;;2026-05-04-16.30.02.000000;P;;;2026-05-04-16.30.10.000000;243260146389910;LEOMB04;;N;7912702;802;N;22;;;;;;4141564;1;4791598;;;1039;55;
4;495;700;N;V;;2026-05-04-00.00.00.000000;S;181,6;9379;LACTALIS BRASIL COM IMP EXP LTDA;3073168;43260500610350000501557000000004951710168791;S;Autorizada;4;;2026-05-04-17.21.35.000000;P;;;2026-05-04-17.21.53.000000;243260146507561;JANAYNAL;;N;7914365;802;N;39;;;;;;4151323;1;4793248;;;495;55;
14;534;700;N;V;;2026-05-05-00.00.00.000000;S;52,4;13379;LATICINIOS CAROLINA LTDA;3092417;43260500610350001656557000000005341783378471;S;Autorizada;4;;2026-05-05-16.22.21.000000;P;;;2026-05-05-16.22.31.000000;243260148154782;ALBERTBA;;N;7933398;802;N;22;;;;;;;;4812480;;;534;55;
7;464;700;N;V;;2026-05-05-00.00.00.000000;S;152,08;13379;LATICINIOS CAROLINA LTDA;3090593;43260500610350001060557000000004641234702188;S;Autorizada;4;;2026-05-05-15.09.38.000000;P;;;2026-05-05-15.09.55.000000;243260147990439;NATALIAC;;N;7931560;802;N;22;;;;;;;;4810693;;;464;55;
8;524;700;N;V;;2026-05-05-00.00.00.000000;S;36;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;3092612;43260500610350000765557000000005241826648263;S;Autorizada;4;;2026-05-05-16.28.14.000000;P;;;2026-05-05-16.28.25.000000;243260148168162;ALEXANTU;;N;7933596;802;N;39;;;;;;232750;1;4812671;;;524;55;
3;1040;700;N;V;;2026-05-04-00.00.00.000000;S;350,01;9379;LACTALIS BRASIL COM IMP EXP LTDA;3072132;43260500610350000331557000000010401347928312;S;Autorizada;4;;2026-05-04-16.50.25.000000;P;;;2026-05-04-16.50.43.000000;243260146437282;LEOMB04;;N;7913319;802;N;22;;;;;;4039959;1;4792197;;;1040;55;
14;529;700;N;V;;2026-05-05-00.00.00.000000;S;215,78;12142;LATICINIOS BIO LTDA;3084237;43260500610350001656557000000005291278369860;S;Autorizada;4;;2026-05-05-10.32.41.000000;P;;;2026-05-05-10.32.57.000000;243260147474301;ALBERTBA;;N;7925141;802;N;22;;;;;;;;4804439;;;529;55;
8;520;700;N;V;;2026-05-05-00.00.00.000000;E;2607,08;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;3090906;43260500610350000765557000000005201282785459;S;Autorizada;4;;2026-05-05-15.23.45.000000;P;;;2026-05-05-15.23.58.000000;243260148023430;ALEXANTU;;N;7931881;200;N;2;;;2026-05-05-00.00.00.000000;;C;655571;233;4810959;;;520;55;
4;497;700;N;V;;2026-05-05-00.00.00.000000;S;70,7;13379;LATICINIOS CAROLINA LTDA;3080901;43260500610350000501557000000004971366668010;S;Autorizada;4;;2026-05-05-07.36.49.000000;P;;;2026-05-05-07.36.58.000000;243260147108757;JANAYNAL;;N;7921858;802;N;22;;;;;;1040928;1;4801096;;;497;55;
4;498;700;N;V;;2026-05-05-00.00.00.000000;S;44,65;13379;LATICINIOS CAROLINA LTDA;3081064;43260500610350000501557000000004981234056074;S;Autorizada;4;;2026-05-05-07.55.14.000000;P;;;2026-05-05-07.55.28.000000;243260147131837;JANAYNAL;;N;7921994;802;N;22;;;;;;1048875;1;4801254;;;498;55;
4;499;700;N;C;;2026-05-05-00.00.00.000000;S;47,53;13379;LATICINIOS CAROLINA LTDA;3081191;43260500610350000501557000000004991414994207;S;Cancelada;7;;2026-05-05-08.05.31.000000;P;2026-05-05-08.10.12.000000;243260147157969;2026-05-05-08.05.40.000000;243260147149596;JANAYNAL;;N;7922108;802;N;22;;;;;;1039963;1;4801370;;;499;55;
14;523;700;N;V;;2026-05-04-00.00.00.000000;S;10,4;15209;LACTICINIOS TIROL LTDA;3072359;43260500610350001656557000000005231591515612;S;Autorizada;4;;2026-05-04-16.57.09.000000;P;;;2026-05-04-16.57.20.000000;243260146452412;ALBERTBA;;N;7913560;802;N;22;;;;AVARIA;;93582;8;4792421;;;523;55;
8;527;700;N;V;;2026-05-05-00.00.00.000000;S;358,65;21821;ANDREIA SEVERO PINHEIRO MAINARDI;3094990;43260500610350000765557000000005271774010818;S;Autorizada;4;;2026-05-05-17.41.21.000000;P;;;2026-05-05-17.41.40.000000;243260148318210;ALEXANTU;;N;7935968;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 3/16635 5/5/2026;;16635;703;4815014;;;527;55;
8;528;700;N;V;;2026-05-05-00.00.00.000000;S;162,33;14409;E. R. MAINARDI & CIA LTDA.;3095061;43260500610350000765557000000005281163665881;S;Autorizada;4;;2026-05-05-17.44.17.000000;P;;;2026-05-05-17.44.27.000000;243260148323154;ALEXANTU;;N;7936039;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 1/12236 4/5/2026;;12236;701;4815085;;;528;55;
5;561;700;N;V;;2026-05-05-00.00.00.000000;S;86,28;13379;LATICINIOS CAROLINA LTDA;3095410;43260500610350000684557000000005611559666029;S;Autorizada;4;;2026-05-05-17.54.50.000000;P;;;2026-05-05-17.54.58.000000;243260148338597;CESTRADA;;N;7936340;802;N;22;;;;;;1043395;1;4815389;;;561;55;
11;685;700;N;V;;2026-05-06-00.00.00.000000;S;33,91;12142;LATICINIOS BIO LTDA;3103175;43260500610350001818557000000006851439362730;S;Autorizada;4;;2026-05-06-08.42.19.000000;P;;;2026-05-06-08.42.33.000000;243260148961275;CARLAMB11;;N;7943759;802;N;22;;;;;;717804;0;4823240;;;685;55;
8;530;700;N;V;;2026-05-06-00.00.00.000000;S;140,46;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS;3105901;43260500610350000765557000000005301594479198;S;Autorizada;4;;2026-05-06-10.47.13.000000;P;;;2026-05-06-10.47.25.000000;243260149232735;ALEXANTU;;N;7946647;802;N;22;;;;;;1928734;1;4826001;;;530;55;
3;1041;700;N;V;;2026-05-04-00.00.00.000000;S;284,3;9379;LACTALIS BRASIL COM IMP EXP LTDA;3072596;43260500610350000331557000000010411896030207;S;Autorizada;4;;2026-05-04-17.05.25.000000;P;;;2026-05-04-17.05.37.000000;243260146469929;LEOMB04;;N;7913811;802;N;22;;;;;;4116196;1;4792658;;;1041;55;
3;1068;700;N;V;;2026-05-06-00.00.00.000000;S;226,39;15011;EXCELSIOR ALIMENTOS S.A;3102401;43260500610350000331557000000010681126591600;S;Autorizada;4;;2026-05-06-07.46.54.000000;P;;;2026-05-06-07.47.07.000000;243260148868518;LEOMB04;;N;7943017;802;N;22;;;;;;693929;101;4822477;;;1068;55;
18;620;700;N;V;;2026-05-06-00.00.00.000000;S;6,74;12142;LATICINIOS BIO LTDA;3105001;43260500610350002202557000000006201345351210;S;Autorizada;4;;2026-05-06-10.10.26.000000;P;;;2026-05-06-10.10.30.000000;243260149145276;JEREDIA;;N;7945634;802;N;22;;;;;;718916;0;4825102;;;620;55;
16;3198;700;N;V;;2026-05-05-00.00.00.000000;S;29,5;14322;COOPERATIVA SANTA CLARA LTDA;3082412;43260500610350001907557000000031981238061653;S;Autorizada;4;;2026-05-05-09.16.29.000000;P;;;2026-05-05-09.16.40.000000;243260147297115;RAFAD;;N;7923351;802;N;39;;;;;;2779061;1;4802626;;;3198;55;
15;23918;700;N;V;;2026-05-05-00.00.00.000000;S;149,5;5739;ROBERTO CORADINI E CIA LTDA;3086178;43260500610350001575557000000239181529505242;S;Autorizada;4;;2026-05-05-11.44.42.000000;P;;;2026-05-05-11.44.48.000000;243260147641209;KAALEXIA;;N;7927079;860;N;22;;;;;;46727;1;4806365;;;23918;55;
13;431;700;N;V;;2026-05-04-00.00.00.000000;S;76,08;15209;LACTICINIOS TIROL LTDA;3070497;43260500610350001494557000000004311571456999;S;Autorizada;4;;2026-05-04-15.55.25.000000;P;;;2026-05-04-15.55.50.000000;243260146311065;KETELYNMB13;;N;7911748;802;N;22;;;;;;92194;8;4790619;;;431;55;
13;432;700;N;V;;2026-05-04-00.00.00.000000;S;19;14322;COOPERATIVA SANTA CLARA LTDA;3071471;43260500610350001494557000000004321758937696;S;Autorizada;4;;2026-05-04-16.29.28.000000;P;;;2026-05-04-16.29.43.000000;243260146388925;KETELYNMB13;;N;7912690;802;N;22;;;;;;2735376;1;4791588;;;432;55;
4;500;700;N;V;;2026-05-05-00.00.00.000000;S;23,03;13379;LATICINIOS CAROLINA LTDA;3081408;43260500610350000501557000000005001870165415;S;Autorizada;4;;2026-05-05-08.20.05.000000;P;;;2026-05-05-08.20.14.000000;243260147175366;JANAYNAL;;N;7922302;802;N;22;;;;;;1039963;1;4801613;;;500;55;
4;501;700;N;V;;2026-05-05-00.00.00.000000;S;24,5;13379;LATICINIOS CAROLINA LTDA;3081788;43260500610350000501557000000005011300481952;S;Autorizada;4;;2026-05-05-08.43.09.000000;P;;;2026-05-05-08.43.19.000000;243260147224424;JANAYNAL;;N;7922766;802;N;22;;;;;;;;4801988;;;501;55;
3;1072;700;N;V;;2026-05-06-00.00.00.000000;S;192,15;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;3103643;43260500610350000331557000000010721744535655;S;Autorizada;4;;2026-05-06-09.11.03.000000;P;;;2026-05-06-09.11.08.000000;243260149014399;LEOMB04;;N;7944230;802;N;22;;;;;;475134;3;4823728;;;1072;55;
4;491;700;N;V;;2026-05-04-00.00.00.000000;S;252,2;14322;COOPERATIVA SANTA CLARA LTDA;3070162;43260500610350000501557000000004911572533563;S;Autorizada;4;;2026-05-04-15.44.50.000000;P;;;2026-05-04-15.44.27.000000;243260146285362;JANAYNAL;;N;7911374;802;N;22;;;;;;;;4790335;;;491;55;
15;23861;700;N;V;;2026-05-05-00.00.00.000000;S;511,2;9379;LACTALIS BRASIL COM IMP EXP LTDA;3082914;43260500610350001575557000000238611195073124;S;Autorizada;4;;2026-05-05-09.41.55.000000;P;;;2026-05-05-09.42.01.000000;243260147355413;GUSADY;;N;7923836;802;N;39;;;;;;4151330;1;4803125;;;23861;55;
11;652;700;N;V;;2026-05-05-00.00.00.000000;S;332,8;12142;LATICINIOS BIO LTDA;3084511;43260500610350001818557000000006521703618143;S;Autorizada;4;;2026-05-05-10.42.31.000000;P;;;2026-05-05-10.42.41.000000;243260147499211;CARLAMB11;;N;7925421;802;N;39;;;;;;718912;0;4804712;;;652;55;
13;438;700;N;V;;2026-05-05-00.00.00.000000;S;582;15756;PANARIUS DISTRIB LTDA;3093581;43260500610350001494557000000004381551404854;S;Autorizada;4;;2026-05-05-17.01.41.000000;P;;;2026-05-05-16.57.41.000000;243260148232765;KETELYNMB13;;N;7934561;802;N;22;;;;;;3752;1;4813604;;;438;55;
18;623;700;N;V;;2026-05-06-00.00.00.000000;S;1,85;15209;LACTICINIOS TIROL LTDA;3105713;43260500610350002202557000000006231996514080;S;Autorizada;4;;2026-05-06-10.39.21.000000;P;;;2026-05-06-10.39.33.000000;243260149216235;JEREDIA;;N;7946441;802;N;22;;;;;;83614;8;4825813;;;623;55;
16;3181;700;N;V;;2026-05-04-00.00.00.000000;S;965;3638;FRIBOI LTDA.;3071920;43260500610350001907557000000031811547224142;S;Autorizada;4;;2026-05-04-16.43.30.000000;P;;;2026-05-04-16.43.44.000000;243260146420395;RENANVI;;N;7913128;802;N;22;;;;;;339607;1;4792005;;;3181;55;
13;433;700;N;V;;2026-05-04-00.00.00.000000;S;108,68;14322;COOPERATIVA SANTA CLARA LTDA;3074589;43260500610350001494557000000004331212916929;S;Autorizada;4;;2026-05-04-18.02.01.000000;P;;;2026-05-04-18.02.16.000000;243260146576446;KETELYNMB13;;N;7915723;802;N;22;;;;;;;;4794606;;;433;55;
4;492;700;N;V;;2026-05-04-00.00.00.000000;S;86,25;14322;COOPERATIVA SANTA CLARA LTDA;3070423;43260500610350000501557000000004921430121092;S;Autorizada;4;;2026-05-04-15.52.31.000000;P;;;2026-05-04-15.52.39.000000;243260146303741;JANAYNAL;;N;7911675;802;N;22;;;;;;2738018;1;4790545;;;492;55;
6;368;700;N;V;;2026-05-06-00.00.00.000000;S;82,45;14322;COOPERATIVA SANTA CLARA LTDA;3105056;43260500610350001141557000000003681768756804;S;Autorizada;4;;2026-05-06-10.12.32.000000;P;;;2026-05-06-10.12.35.000000;243260149150341;JOSIANEC;;N;7945710;802;N;22;;;;;;;;4825157;;;368;55;
7;448;700;N;V;;2026-05-04-00.00.00.000000;S;238,22;15209;LACTICINIOS TIROL LTDA;3071351;43260500610350001060557000000004481493150145;S;Autorizada;4;;2026-05-04-16.25.24.000000;P;;;2026-05-04-16.25.30.000000;243260146379288;NATALIAC;;N;7912558;802;N;22;;;;;;89474;8;4791468;;;448;55;
7;449;700;N;V;;2026-05-04-00.00.00.000000;S;22,34;12142;LATICINIOS BIO LTDA;3071922;43260500610350001060557000000004491174363718;S;Autorizada;4;;2026-05-04-16.44.18.000000;P;;;2026-05-04-16.44.24.000000;243260146422109;NATALIAC;;N;7913130;802;N;22;;;;;;;;4792007;;;449;55;
15;24028;700;N;V;;2026-05-05-00.00.00.000000;S;77616;10649;CARLOS CANCIAN E CIA LTDA;3090640;43260500610350001575557000000240281316020057;S;Autorizada;4;;2026-05-05-15.14.24.000000;P;;;2026-05-05-15.14.30.000000;243260148001520;GUSADY;;N;7931613;802;N;39;;;;;;260619;1;4810734;;;24028;55;
12;475;700;N;C;;2026-05-06-00.00.00.000000;S;340;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;3105359;43260500610350001737557000000004751856821191;S;Cancelada;7;;2026-05-06-10.26.25.000000;P;2026-05-07-09.45.55.000000;243260150839475;2026-05-06-10.26.35.000000;243260149183737;ANDREIAMB12;;N;7946041;802;N;39;;;;;;2030;6;4825459;;;475;55;
18;622;700;N;V;;2026-05-06-00.00.00.000000;S;24,76;14322;COOPERATIVA SANTA CLARA LTDA;3105543;43260500610350002202557000000006221517454343;S;Autorizada;4;;2026-05-06-10.32.17.000000;P;;;2026-05-06-10.32.21.000000;243260149200084;JEREDIA;;N;7946242;802;N;22;;;;;;2769132;1;4825643;;;622;55;
16;3237;700;N;V;;2026-05-05-00.00.00.000000;S;40933,62;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS;3092798;43260500610350001907557000000032371190638867;S;Autorizada;4;;2026-05-05-16.35.38.000000;P;;;2026-05-05-16.35.50.000000;243260148184252;RAFAD;;N;7933810;802;N;39;;;;;;1952271;1;4812857;;;3237;55;
3;1066;700;N;V;;2026-05-05-00.00.00.000000;E;24,99;3;SUPERMERCADO BAKLIZI LTDA;3096365;43260500610350000331557000000010661726551604;S;Autorizada;4;;;P;;;2026-05-05-18.19.31.000000;243260148367840;JESEVERO;;N;7937240;202;N;7;;;;Ref. NFCe 25599 714 05/05 Usr: PRISCILAZ Just: Comprou errado;;50887;CF;4816319;;;1066;55;
18;614;700;N;V;;2026-05-06-00.00.00.000000;S;244,2;13379;LATICINIOS CAROLINA LTDA;3103416;43260500610350002202557000000006141482255585;S;Autorizada;4;;2026-05-06-08.57.55.000000;P;;;2026-05-06-08.58.03.000000;243260148990096;JEREDIA;;N;7944012;802;N;22;;;;;;1039980;1;4823480;;;614;55;
1;275;700;N;V;;2026-05-05-00.00.00.000000;E;131,88;1;SUPERMERCADO BAKLIZI LTDA;3103491;43260500610350000250557000000002751962927933;S;Autorizada;4;;;P;;;2026-05-06-09.02.55.000000;243260148998207;MILTONI;;N;7944080;202;N;7;;;;Ref. NFCe 5488 704 30/04 Usr: ANDALVES Just: Comprou errado;;9091;CF;4823550;;;275;55;
2;1504;700;N;V;;2026-05-05-00.00.00.000000;E;72,95;2;SUPERMERCADO BAKLIZI LTDA;3103492;43260500610350000170557000000015041374198068;S;Autorizada;4;;;P;;;2026-05-06-09.02.52.000000;243260148998114;DEACOSTA;;N;7944081;202;N;7;;;;Ref. NFCe 12440 705 05/05 Usr: KAIORIBES Just: Comprou errado;;28685;CF;4823551;;;1504;55;
6;363;700;N;V;;2026-05-05-00.00.00.000000;E;169,12;6;SUPERMERCADO BAKLIZI LTDA;3103494;43260500610350001141557000000003631469553751;S;Autorizada;4;;;P;;;2026-05-06-09.02.50.000000;243260148998046;DERAMOS;;N;7944083;202;N;7;;;;Ref. NFCe 22618 702 05/05 Usr: ABARBOSA Just: NAO DEU DESCONTO DO APLICATIVO, NFCe 8614 707 05/05 Usr: NMARQUES Just: MERCADORIA PREO ERRADO, NFCe 27653 701 05/05 Usr: CLENIRF Just: NAO DEU DESCONTO DO APLICATIVO, NFCe 22618 702 05/05 Usr: ABARBOSA Just: Comprou errado, NFCe 27653 701 05/05 Usr: CLENIRF Just: Comprou errado, NFCe 8614 707 05/05 Usr: NMARQUES Just: NAO DEU DESCONTO DO APLICATIVO, NFCe 22618 702 05/05 Usr: ABARBOSA Just: MERCADORIA PREO ERRADO, NFCe 27653 701 05/05 Usr: CLENIRF Just: MERCADORIA PREO ERRADO, NFCe 8614 707 05/05 Usr: NMARQUES Just: Comprou errado, NFCe 19190 704 05/05 Usr: KATIAC Just: NAO DEU DESCONTO DO APLICATIVO, NFCe 19190 704 05/05 Usr: KATIAC Just: MERCADORIA PREO ERRADO, NFCe 19190 704 05/05 Usr: KATIAC Just: Comprou errado;;58212;CF;4823553;;;363;55;
