NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
12;469;700;N;V;;2026-05-05-00.00.00.000000;S;349,58;9379;LACTALIS BRASIL COM IMP EXP LTDA;3091489;43260500610350001737557000000004691908007093;S;Autorizada;4;;2026-05-05-15.49.19.000000;P;;;2026-05-05-15.49.21.000000;243260148080326;ANDREIAMB12;;N;7932446;802;N;22;;;;;;;;4811564;;;469;55;
12;470;700;N;V;;2026-05-05-00.00.00.000000;S;229,9;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS;3091612;43260500610350001737557000000004701648867617;S;Autorizada;4;;2026-05-05-15.54.55.000000;P;;;2026-05-05-15.55.01.000000;243260148093462;ANDREIAMB12;;N;7932568;802;N;39;;;;;;1950647;1;4811687;;;470;55;
14;527;700;N;V;;2026-05-05-00.00.00.000000;S;235,28;12142;LATICINIOS BIO LTDA;3082617;43260500610350001656557000000005271288534540;S;Autorizada;4;;2026-05-05-09.27.21.000000;P;;;2026-05-05-09.27.30.000000;243260147321488;ALBERTBA;;N;7923551;802;N;22;;;;;;;;4802831;;;527;55;
3;1044;700;N;V;;2026-05-05-00.00.00.000000;S;94,23;9379;LACTALIS BRASIL COM IMP EXP LTDA;3081205;43260500610350000331557000000010441205074347;S;Autorizada;4;;2026-05-05-08.06.49.000000;P;;;2026-05-05-08.06.59.000000;243260147152000;LEOMB04;;N;7922122;802;N;22;;;;;;4081364;1;4801410;;;1044;55;
16;3182;700;N;V;;2026-05-04-00.00.00.000000;S;4210,75;16355;JBS S E A;3072479;43260500610350001907557000000031821244938111;S;Autorizada;4;;2026-05-04-17.01.10.000000;P;;;2026-05-04-17.01.21.000000;243260146460921;RENANVI;;N;7913693;802;N;22;;;;;;330619;6;4792541;;;3182;55;
16;3183;700;N;V;;2026-05-04-00.00.00.000000;S;4584,09;3638;FRIBOI LTDA.;3072694;43260500610350001907557000000031831683894299;S;Autorizada;4;;2026-05-04-17.08.11.000000;P;;;2026-05-04-17.08.17.000000;243260146476007;RENANVI;;N;7913910;802;N;22;;;;;;339217;1;4792770;;;3183;55;
16;3184;700;N;V;;2026-05-04-00.00.00.000000;S;610,04;17064;JBS AVES LTDA;3072974;43260500610350001907557000000031841993810465;S;Autorizada;4;;2026-05-04-17.15.32.000000;P;;;2026-05-04-17.15.44.000000;243260146493387;RENANVI;;N;7914179;802;N;22;;;;;;68222;1;4793054;;;3184;55;
16;3185;700;N;V;;2026-05-04-00.00.00.000000;S;1811,66;16491;JBS S A;3073378;43260500610350001907557000000031851584951710;S;Autorizada;4;;2026-05-04-17.28.34.000000;P;;;2026-05-04-17.28.52.000000;243260146521440;RENANVI;;N;7914574;802;N;22;;;;;;421996;1;4793458;;;3185;55;
16;3186;700;N;V;;2026-05-04-00.00.00.000000;S;466,6;3638;FRIBOI LTDA.;3073541;43260500610350001907557000000031861933115242;S;Autorizada;4;;2026-05-04-17.33.29.000000;P;;;2026-05-04-17.33.38.000000;243260146530937;RENANVI;;N;7914739;802;N;22;;;;;;339606;1;4793621;;;3186;55;
14;533;700;N;V;;2026-05-05-00.00.00.000000;S;190,56;9379;LACTALIS BRASIL COM IMP EXP LTDA;3090705;43260500610350001656557000000005331599182678;S;Autorizada;4;;2026-05-05-15.15.34.000000;P;;;2026-05-05-15.15.46.000000;243260148004272;ALBERTBA;;N;7931682;802;N;22;;;;6442 avaria;;4116207;1;4810799;;;533;55;
18;598;700;N;V;;2026-05-04-00.00.00.000000;S;221,33;10721;COOPERATIVA AGROINDUSTRIAL ALEGRETE LTDA;3068863;43260500610350002202557000000005981206594405;S;Autorizada;4;;2026-05-04-14.48.05.000000;P;;;2026-05-04-14.47.29.000000;243260146153719;JEREDIA;;N;7910131;802;N;22;;;;;;307700;2;4789070;;;598;55;
18;602;700;N;V;;2026-05-04-00.00.00.000000;S;425,91;9379;LACTALIS BRASIL COM IMP EXP LTDA;3071738;43260500610350002202557000000006021302806200;S;Autorizada;4;;2026-05-04-16.39.05.000000;P;;;2026-05-04-16.39.07.000000;243260146409777;JEREDIA;;N;7912941;802;N;22;;;;;;4120857;1;4791823;;;602;55;
4;489;700;N;V;;2026-05-04-00.00.00.000000;S;239,25;14322;COOPERATIVA SANTA CLARA LTDA;3068981;43260500610350000501557000000004891729836784;S;Autorizada;4;;2026-05-04-14.52.43.000000;P;;;2026-05-04-14.53.06.000000;243260146167264;JANAYNAL;;N;7910248;802;N;22;;;;;;2738018;1;4789188;;;489;55;
11;686;700;N;V;;2026-05-05-00.00.00.000000;E;117,19;11;SUPERMERCADO BAKLIZI LTDA;3103495;43260500610350001818557000000006861325027920;S;Autorizada;4;;;P;;;2026-05-06-09.02.55.000000;243260148998181;AFELTES;;N;7944084;202;N;7;;;;Ref. NFCe 16461 707 05/05 Usr: LCAUANA Just: Comprou errado, NFCe 18507 706 05/05 Usr: MACOSTA Just: Comprou errado, NFCe 24766 703 05/05 Usr: JANINEM Just: Comprou errado;;41405;CF;4823554;;;686;55;
12;473;700;N;V;;2026-05-05-00.00.00.000000;E;276,66;12;SUPERMERCADO BAKLIZI LTDA;3103496;43260500610350001737557000000004731862667420;S;Autorizada;4;;;P;;;2026-05-06-09.03.01.000000;243260148998340;AMARIAN;;N;7944085;202;N;7;;;;Ref. NFCe 7501 702 30/04 Usr: EPIMENTEL Just: Comprou errado, NFCe 5460 712 05/05 Usr: AMARIAN Just: Comprou errado, NFCe 14990 713 05/05 Usr: AFERNANDES Just: Comprou errado, NFCe 18342 705 04/05 Usr: GARRUEE Just: Comprou errado;;15819;CF;4823555;;;473;55;
13;439;700;N;V;;2026-05-05-00.00.00.000000;E;36,47;13;SUPERMERCADO BAKLIZI LTDA;3103497;43260500610350001494557000000004391910307352;S;Autorizada;4;;;P;;;2026-05-06-09.03.03.000000;243260148998401;SANDRAM;;N;7944086;202;N;7;;;;Ref. NFCe 17651 707 05/05 Usr: SANDRAM Just: Comprou errado, NFCe 20231 709 05/05 Usr: LIANDRAM Just: Comprou errado;;45347;CF;4823556;;;439;55;
18;615;700;N;V;;2026-05-05-00.00.00.000000;E;11,88;18;SUPERMERCADO BAKLIZI LTDA;3103498;43260500610350002202557000000006151478528472;S;Autorizada;4;;;P;;;2026-05-06-09.02.59.000000;243260148998283;SILVIAV;;N;7944087;202;N;7;;;;Ref. NFCe 11713 712 04/05 Usr: SVAZ Just: Comprou errado;;30651;CF;4823557;;;615;55;
18;624;700;N;V;;2026-05-06-00.00.00.000000;S;83,3;16948;ITALIANY ALIMENTOS LTDA.;3105830;43260500610350002202557000000006241732731679;S;Autorizada;4;;2026-05-06-10.44.33.000000;P;;;2026-05-06-10.44.39.000000;243260149227187;JEREDIA;;N;7946573;802;N;22;;;;;;463209;1;4825930;;;624;55;
5;526;700;N;V;;2026-05-04-00.00.00.000000;S;1888,95;16491;JBS S A;3069769;43260500610350000684557000000005261972697992;S;Autorizada;4;;2026-05-04-15.26.02.000000;P;;;2026-05-04-15.26.17.000000;243260146245571;CESTRADA;;N;7910958;802;N;22;;;;;;422500;1;4789943;;;526;55;
4;519;700;N;V;;2026-05-05-00.00.00.000000;E;21,15;4;SUPERMERCADO BAKLIZI LTDA;3103493;43260500610350000501557000000005191722996396;S;Autorizada;4;;;P;;;2026-05-06-09.02.47.000000;243260148997988;PPEREI;;N;7944082;202;N;7;;;;Ref. NFCe 22665 710 04/05 Usr: VIAMAR Just: Comprou errado;;44416;CF;4823552;;;519;55;
18;616;700;N;V;;2026-05-06-00.00.00.000000;S;4,93;21827;INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA;3103610;43260500610350002202557000000006161136844998;S;Autorizada;4;;2026-05-06-09.08.54.000000;P;;;2026-05-06-09.08.59.000000;243260149010123;JEREDIA;;N;7944196;802;N;22;;;;;;807798;2;4823695;;;616;55;
3;1074;700;N;V;;2026-05-06-00.00.00.000000;E;56,74;3;SUPERMERCADO BAKLIZI LTDA;3103734;43260500610350000331557000000010741404300257;S;Autorizada;4;;;P;;;2026-05-06-09.14.50.000000;243260149022307;APAVAO;;N;7944323;202;N;7;;;;Ref. NFCe 24670 705 06/05 Usr: CARSANTOS Just: Comprou errado;;49012;CF;4823819;;;1074;55;
2;1473;700;N;V;;2026-05-04-00.00.00.000000;E;7,89;2;SUPERMERCADO BAKLIZI LTDA;3082139;43260500610350000170557000000014731878005087;S;Autorizada;4;;;P;;;2026-05-05-09.02.49.000000;243260147267348;NELCIB;;N;7923084;202;N;7;;;;Ref. NFCe 4949 712 04/05 Usr: NELCIB Just: Comprou errado;;11644;CF;4802328;;;1473;55;
4;502;700;N;V;;2026-05-04-00.00.00.000000;E;92,21;4;SUPERMERCADO BAKLIZI LTDA;3082140;43260500610350000501557000000005021300909151;S;Autorizada;4;;;P;;;2026-05-05-09.02.54.000000;243260147267480;BSALGUEIRO;;N;7923085;202;N;7;;;;Ref. NFCe 15339 707 04/05 Usr: JFERREI Just: Comprou errado, NFCe 10440 702 04/05 Usr: LETSILV Just: Comprou errado, NFCe 15339 707 04/05 Usr: JFERREI Just: Impróprio para consumo, NFCe 10440 702 04/05 Usr: LETSILV Just: Impróprio para consumo;;20629;CF;4802329;;;502;55;
7;453;700;N;V;;2026-05-04-00.00.00.000000;E;46,47;7;SUPERMERCADO BAKLIZI LTDA;3082141;43260500610350001060557000000004531415056306;S;Autorizada;4;;;P;;;2026-05-05-09.02.56.000000;243260147267529;ANILDO;;N;7923086;202;N;7;;;;Ref. NFCe 13391 707 04/05 Usr: GABOLIVEIRA Just: Passou duas vezes;;28579;CF;4802330;;;453;55;
11;651;700;N;V;;2026-05-04-00.00.00.000000;E;39,6;11;SUPERMERCADO BAKLIZI LTDA;3082143;43260500610350001818557000000006511383415835;S;Autorizada;4;;;P;;;2026-05-05-09.02.58.000000;243260147267598;RAIMON;;N;7923088;202;N;7;;;;Ref. NFCe 20415 704 04/05 Usr: VGOMES Just: Comprou errado, NFCe 20415 704 04/05 Usr: VGOMES Just: Impróprio para consumo, NFCe 24345 703 04/05 Usr: TBRUM Just: Comprou errado, NFCe 20415 704 04/05 Usr: VGOMES Just: Passou duas vezes, NFCe 24345 703 04/05 Usr: TBRUM Just: Passou duas vezes, NFCe 8319 708 04/05 Usr: LCAUANA Just: Impróprio para consumo, NFCe 24345 703 04/05 Usr: TBRUM Just: Impróprio para consumo, NFCe 8319 708 04/05 Usr: LCAUANA Just: Comprou errado, NFCe 8319 708 04/05 Usr: LCAUANA Just: Passou duas vezes;;44136;CF;4802332;;;651;55;
7;457;700;N;V;;2026-05-05-00.00.00.000000;S;9,93;21827;INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA;3084162;43260500610350001060557000000004571921573307;S;Autorizada;4;;2026-05-05-10.29.25.000000;P;;;2026-05-05-10.29.28.000000;243260147466073;NATALIAC;;N;7925062;802;N;22;;;;;;;;4804364;;;457;55;
7;458;700;N;V;;2026-05-05-00.00.00.000000;S;157,96;15011;EXCELSIOR ALIMENTOS S.A;3084369;43260500610350001060557000000004581131242241;S;Autorizada;4;;2026-05-05-10.37.25.000000;P;;;2026-05-05-10.37.27.000000;243260147486100;NATALIAC;;N;7925281;802;N;22;;;;;;;;4804570;;;458;55;
7;459;700;N;C;;2026-05-05-00.00.00.000000;S;150,81;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;3084563;43260500610350001060557000000004591533265138;S;Nota Inutilizada;8;;2026-05-05-10.44.20.000000;P;;;2026-05-05-10.44.25.000000;;NATALIAC;;N;7925476;802;N;22;;;;;;;;4804764;;;459;55;
7;460;700;N;V;;2026-05-05-00.00.00.000000;S;143,77;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS;3084742;43260500610350001060557000000004601300334154;S;Autorizada;4;;2026-05-05-10.49.26.000000;P;;;2026-05-05-10.49.30.000000;243260147515770;NATALIAC;;N;7925625;802;N;22;;;;;;;;4804913;;;460;55;
7;461;700;N;V;;2026-05-05-00.00.00.000000;S;271,5;14322;COOPERATIVA SANTA CLARA LTDA;3085598;43260500610350001060557000000004611134072300;S;Autorizada;4;;2026-05-05-11.23.02.000000;P;;;2026-05-05-11.23.09.000000;243260147596152;NATALIAC;;N;7926488;802;N;22;;;;;;2762112;1;4805789;;;461;55;
7;462;700;N;C;;2026-05-05-00.00.00.000000;S;349,56;9379;LACTALIS BRASIL COM IMP EXP LTDA;3086535;43260500610350001060557000000004621491538609;S;Cancelada;7;;2026-05-05-11.57.19.000000;P;2026-05-06-08.52.06.000000;243260148979251;2026-05-05-11.57.26.000000;243260147663902;NATALIAC;;N;7927728;802;N;22;;;;;;;;4806702;;;462;55;
7;463;700;N;V;;2026-05-05-00.00.00.000000;S;321,15;9379;LACTALIS BRASIL COM IMP EXP LTDA;3090057;43260500610350001060557000000004631569355202;S;Autorizada;4;;2026-05-05-14.48.13.000000;P;;;2026-05-05-14.48.23.000000;243260147934782;NATALIAC;;N;7931064;802;N;22;;;;;;;;4810164;;;463;55;
6;367;700;N;V;;2026-05-06-00.00.00.000000;S;328,71;14322;COOPERATIVA SANTA CLARA LTDA;3104907;43260500610350001141557000000003671909769349;S;Autorizada;4;;2026-05-06-10.06.44.000000;P;;;2026-05-06-10.06.56.000000;243260149137027;JOSIANEC;;N;7945525;802;N;22;;;;;;;;4824986;;;367;55;
5;528;700;N;V;;2026-05-04-00.00.00.000000;S;41,16;21827;INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA;3070675;43260500610350000684557000000005281664191537;S;Autorizada;4;;2026-05-04-16.02.15.000000;P;;;2026-05-04-16.02.28.000000;243260146326313;CESTRADA;;N;7911902;802;N;22;;;;;;807789;2;4790779;;;528;55;
2;1468;700;N;V;;2026-05-04-00.00.00.000000;S;138,4;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;3070856;43260500610350000170557000000014681445890408;S;Autorizada;4;;2026-05-04-16.09.40.000000;P;;;2026-05-04-16.09.50.000000;243260146342385;JESOARES;;N;7912083;802;N;22;;;;;;474433;3;4790986;;;1468;55;
18;617;700;N;V;;2026-05-06-00.00.00.000000;S;659,21;9379;LACTALIS BRASIL COM IMP EXP LTDA;3104089;43260500610350002202557000000006171983687978;S;Autorizada;4;;2026-05-06-09.31.24.000000;P;;;2026-05-06-09.31.34.000000;243260149060363;JEREDIA;;N;7944699;802;N;22;;;;;;4120857;1;4824173;;;617;55;
3;1043;700;N;V;;2026-05-04-00.00.00.000000;E;13,17;3;SUPERMERCADO BAKLIZI LTDA;3076374;43260500610350000331557000000010431983188725;S;Autorizada;4;;;P;;;2026-05-04-18.49.50.000000;243260146633973;LUIVERDEJO;;N;7917451;202;N;7;;;;Ref. NFCe 15383 713 04/05 Usr: GSILVEIRA Just: Comprou errado;;31912;CF;4796371;;;1043;55;
12;457;700;N;V;;2026-05-04-00.00.00.000000;S;150,78;14322;COOPERATIVA SANTA CLARA LTDA;3072281;43260500610350001737557000000004571328029961;S;Autorizada;4;;2026-05-04-16.54.55.000000;P;;;2026-05-04-16.55.09.000000;243260146447604;ANDREIAMB12;;N;7913481;802;N;22;;;;;;;;4792346;;;457;55;
15;23658;700;N;V;;2026-05-04-00.00.00.000000;S;3000;6158;GASPARIN CEREAIS LTDA ME;3072669;43260500610350001575557000000236581553397747;S;Autorizada;4;;2026-05-04-17.07.53.000000;P;;;2026-05-04-17.08.00.000000;243260146475346;GUSADY;;N;7913886;802;N;39;;;;;;96056;1;4792731;;;23658;55;
12;458;700;N;V;;2026-05-04-00.00.00.000000;S;130,35;15209;LACTICINIOS TIROL LTDA;3072735;43260500610350001737557000000004581849698966;S;Autorizada;4;;2026-05-04-17.09.19.000000;P;;;2026-05-04-17.09.30.000000;243260146478621;ANDREIAMB12;;N;7913950;802;N;22;;;;;;87233;8;4792823;;;458;55;
12;459;700;N;V;;2026-05-04-00.00.00.000000;S;204,07;15209;LACTICINIOS TIROL LTDA;3073109;43260500610350001737557000000004591485105872;S;Autorizada;4;;2026-05-06-18.02.16.000000;P;;;2026-05-06-18.02.23.000000;243260150055922;ANDREIAMB12;;N;7914307;802;N;22;;;;;;88403;8;4793189;;;459;55;
16;3230;700;N;V;;2026-05-05-00.00.00.000000;S;75,99;3638;FRIBOI LTDA.;3091540;43260500610350001907557000000032301766502330;S;Autorizada;4;;2026-05-05-15.51.32.000000;P;;;2026-05-05-15.51.38.000000;243260148085237;RENANVI;;N;7932497;802;N;39;;;;;;340268;1;4811615;;;3230;55;
2;1476;700;N;V;;2026-05-05-00.00.00.000000;S;182,8;9379;LACTALIS BRASIL COM IMP EXP LTDA;3083121;43260500610350000170557000000014761814463477;S;Autorizada;4;;2026-05-05-09.48.37.000000;P;;;2026-05-05-09.48.45.000000;243260147371028;VITRO;;N;7924020;802;N;22;;;;;;;;4803309;;;1476;55;
2;1477;700;N;V;;2026-05-05-00.00.00.000000;S;62,88;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;3083253;43260500610350000170557000000014771456331617;S;Autorizada;4;;2026-05-05-09.54.01.000000;P;;;2026-05-05-09.54.08.000000;243260147383247;VITRO;;N;7924147;802;N;22;;;;;;;;4803441;;;1477;55;
18;609;700;N;V;;2026-05-05-00.00.00.000000;S;28,97;15011;EXCELSIOR ALIMENTOS S.A;3083908;43260500610350002202557000000006091175598019;S;Autorizada;4;;2026-05-05-10.20.14.000000;P;;;2026-05-05-10.20.26.000000;243260147445081;JEREDIA;;N;7924811;802;N;22;;;;;;679047;101;4804110;;;609;55;
7;466;700;N;V;;2026-05-05-00.00.00.000000;S;931,18;15209;LACTICINIOS TIROL LTDA;3092151;43260500610350001060557000000004661606538907;S;Autorizada;4;;2026-05-05-16.15.11.000000;P;;;2026-05-05-16.15.17.000000;243260148137875;NATALIAC;;N;7933151;802;N;22;;;;;;83598;8;4812222;;;466;55;
7;467;700;N;V;;2026-05-05-00.00.00.000000;S;100,88;12142;LATICINIOS BIO LTDA;3092418;43260500610350001060557000000004671452623800;S;Autorizada;4;;2026-05-05-16.22.18.000000;P;;;2026-05-05-16.22.21.000000;243260148154383;NATALIAC;;N;7933399;802;N;22;;;;;;;;4812481;;;467;55;
7;468;700;N;V;;2026-05-05-00.00.00.000000;S;150,81;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;3092906;43260500610350001060557000000004681202956450;S;Autorizada;4;;2026-05-05-16.37.12.000000;P;;;2026-05-05-16.37.21.000000;243260148187514;NATALIAC;;N;7933897;802;N;22;;;;;;;;4812938;;;468;55;
3;1059;700;N;V;;2026-05-05-00.00.00.000000;E;271,17;3;SUPERMERCADO BAKLIZI LTDA;3087554;43260500610350000331557000000010591347713075;S;Autorizada;4;;;P;;;2026-05-05-12.38.58.000000;243260147702832;JESEVERO;;N;7928715;202;N;7;;;;Ref. NFCe 25587 714 05/05 Usr: PRISCILAZ Just: 1;;50862;CF;4807731;;;1059;55;
17;569;700;N;V;;2026-05-05-00.00.00.000000;S;4620;16491;JBS S A;3083284;43260500610350002032557000000005691358819190;S;Autorizada;4;;2026-05-05-09.55.31.000000;P;;;2026-05-05-09.55.40.000000;243260147387146;ANAP;;N;7924181;802;N;22;;;;;;422420;1;4803472;;;569;55;
14;536;700;N;V;;2026-05-05-00.00.00.000000;S;24,86;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;3097876;43260500610350001656557000000005361648869262;S;Autorizada;4;;2026-05-07-11.29.12.000000;P;;;2026-05-07-11.29.22.000000;243260151063940;DAGUBERT;;N;7938673;802;N;39;;;;;;1701;6;4817768;;;536;55;
17;570;700;N;V;;2026-05-05-00.00.00.000000;S;81,75;14322;COOPERATIVA SANTA CLARA LTDA;3084059;43260500610350002032557000000005701248940807;S;Autorizada;4;;2026-05-05-10.26.09.000000;P;;;2026-05-05-10.26.20.000000;243260147458578;ANAP;;N;7924970;802;N;39;;;;;;2774110;1;4804261;;;570;55;
3;1045;700;N;V;;2026-05-05-00.00.00.000000;S;66,3;12142;LATICINIOS BIO LTDA;3081520;43260500610350000331557000000010451734250820;S;Autorizada;4;;2026-05-05-08.26.15.000000;P;;;2026-05-05-08.26.27.000000;243260147187846;LEOMB04;;N;7922417;802;N;22;;;;;;714730;0;4801724;;;1045;55;
15;23856;700;N;V;;2026-05-05-00.00.00.000000;S;206,22;9613;IND E COM DE ALIMENTOS FUCHINA LTDA;3082559;43260500610350001575557000000238561579141096;S;Autorizada;4;;2026-05-05-09.24.37.000000;P;;;2026-05-05-09.24.36.000000;243260147314716;KAALEXIA;;N;7923496;860;N;22;;;;;;107400;1;4802773;;;23856;55;
15;23869;700;N;V;;2026-05-05-00.00.00.000000;S;1713,74;3527;FABIANO ZAFFALON E CIA LTDA;3083711;43260500610350001575557000000238691340836144;S;Autorizada;4;;2026-05-05-10.13.11.000000;P;;;2026-05-05-10.13.19.000000;243260147428551;KAALEXIA;;N;7924604;860;N;22;;;;;;;;4803914;;;23869;55;
14;528;700;N;V;;2026-05-05-00.00.00.000000;S;522,25;12142;LATICINIOS BIO LTDA;3083768;43260500610350001656557000000005281633657548;S;Autorizada;4;;2026-05-05-10.14.46.000000;P;;;2026-05-05-10.14.54.000000;243260147432070;ALBERTBA;;N;7924665;802;N;22;;;;;;;;4803971;;;528;55;
8;514;700;N;V;;2026-05-05-00.00.00.000000;S;338,32;21819;MACHADO COMERCIO DE ALIMENTOS LTDA;3083152;43260500610350000765557000000005141729896650;S;Autorizada;4;;2026-05-05-09.50.26.000000;P;;;2026-05-05-09.50.37.000000;243260147375173;ALEXANTU;;N;7924049;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 7/203 2/5/2026;;203;707;4803340;;;514;55;
15;23889;700;N;V;;2026-05-05-00.00.00.000000;S;494,62;15134;NESTLE BRASIL LTDA;3084432;43260500610350001575557000000238891379807288;S;Autorizada;4;;2026-05-05-10.39.35.000000;P;;;2026-05-05-10.39.32.000000;243260147491234;KAALEXIA;;N;7925347;860;N;22;;;;;;;;4804633;;;23889;55;
15;23902;700;N;V;;2026-05-05-00.00.00.000000;S;505,01;15134;NESTLE BRASIL LTDA;3084727;43260500610350001575557000000239021474330225;S;Autorizada;4;;2026-05-05-10.49.27.000000;P;;;2026-05-05-10.48.55.000000;243260147514478;KAALEXIA;;N;7925608;860;N;22;;;;;;;;4804898;;;23902;55;
15;23903;700;N;V;;2026-05-05-00.00.00.000000;S;495,12;15134;NESTLE BRASIL LTDA;3084841;43260500610350001575557000000239031214056309;S;Autorizada;4;;2026-05-05-10.53.42.000000;P;;;2026-05-05-10.53.45.000000;243260147526190;KAALEXIA;;N;7925738;860;N;22;;;;;;;;4805012;;;23903;55;
15;23904;700;N;V;;2026-05-05-00.00.00.000000;S;494,35;15134;NESTLE BRASIL LTDA;3085180;43260500610350001575557000000239041716869460;S;Autorizada;4;;2026-05-05-11.08.07.000000;P;;;2026-05-05-11.08.00.000000;243260147562045;KAALEXIA;;N;7926087;860;N;22;;;;;;;;4805351;;;23904;55;
15;23910;700;N;V;;2026-05-05-00.00.00.000000;S;496,92;15134;NESTLE BRASIL LTDA;3085773;43260500610350001575557000000239101464779841;S;Autorizada;4;;2026-05-05-11.30.06.000000;P;;;2026-05-05-11.30.14.000000;243260147611632;KAALEXIA;;N;7926657;860;N;22;;;;;;;;4805962;;;23910;55;
14;530;700;N;V;;2026-05-05-00.00.00.000000;S;345,04;9655;SOLO CONSTRUÇOES E PROJETOS EIRELI;3084823;43260500610350001656557000000005301654946377;S;Autorizada;4;;2026-05-05-10.53.05.000000;P;;;2026-05-07-11.42.24.000000;243260151088192;ALBERTBA;;N;7925717;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 6/19462 30/4/2026;;19462;706;4804994;;;530;55;
3;1067;700;N;V;;2026-05-05-00.00.00.000000;E;230,87;3;SUPERMERCADO BAKLIZI LTDA;3098784;43260500610350000331557000000010671623233690;S;Autorizada;4;;;P;;;2026-05-05-19.24.45.000000;243260148430420;CCASANOVA;;N;7939569;202;N;7;;;;Ref. NFCe 18401 716 05/05 Usr: CCASANOVA Just: Comprou errado;;36961;CF;4818690;;;1067;55;
3;1052;700;N;V;;2026-05-05-00.00.00.000000;S;292,33;14322;COOPERATIVA SANTA CLARA LTDA;3083870;43260500610350000331557000000010521771330217;S;Autorizada;4;;2026-05-05-10.18.55.000000;P;;;2026-05-05-10.19.06.000000;243260147442374;LEOMB04;;N;7924769;802;N;22;;;;;;2745092;1;4804072;;;1052;55;
3;1054;700;N;V;;2026-05-05-00.00.00.000000;S;1029,35;14322;COOPERATIVA SANTA CLARA LTDA;3084399;43260500610350000331557000000010541657852220;S;Autorizada;4;;2026-05-05-10.38.46.000000;P;;;2026-05-05-10.38.52.000000;243260147489843;LEOMB04;;N;7925313;802;N;22;;;;;;2752581;1;4804600;;;1054;55;
3;1056;700;N;V;;2026-05-05-00.00.00.000000;S;453,97;14322;COOPERATIVA SANTA CLARA LTDA;3084743;43260500610350000331557000000010561903148398;S;Autorizada;4;;2026-05-05-10.49.32.000000;P;;;2026-05-05-10.49.37.000000;243260147516189;LEOMB04;;N;7925626;802;N;22;;;;;;2749541;1;4804914;;;1056;55;
3;1057;700;N;V;;2026-05-05-00.00.00.000000;S;507,61;14322;COOPERATIVA SANTA CLARA LTDA;3085905;43260500610350000331557000000010571555331800;S;Autorizada;4;;2026-05-05-11.35.38.000000;P;;;2026-05-05-11.35.48.000000;243260147623662;LEOMB04;;N;7926804;802;N;22;;;;;;2725914;1;4806094;;;1057;55;
3;1058;700;N;V;;2026-05-05-00.00.00.000000;S;216,88;14322;COOPERATIVA SANTA CLARA LTDA;3086499;43260500610350000331557000000010581724194047;S;Autorizada;4;;2026-05-05-11.55.44.000000;P;;;2026-05-05-11.55.55.000000;243260147661482;LEOMB04;;N;7927693;802;N;22;;;;;;2762107;1;4806666;;;1058;55;
8;525;700;N;V;;2026-05-05-00.00.00.000000;S;149,5;21819;MACHADO COMERCIO DE ALIMENTOS LTDA;3093582;43260500610350000765557000000005251356658940;S;Autorizada;4;;2026-05-05-16.58.03.000000;P;;;2026-05-05-16.58.12.000000;243260148233976;ALEXANTU;;N;7934563;809;N;14;;;2026-05-05-00.00.00.000000;NFCes 4/16397 5/5/2026;;16397;704;4813605;;;525;55;
15;23916;700;N;V;;2026-05-05-00.00.00.000000;S;495,76;15134;NESTLE BRASIL LTDA;3086133;43260500610350001575557000000239161825599030;S;Autorizada;4;;2026-05-05-11.43.09.000000;P;;;2026-05-05-11.43.08.000000;243260147637961;KAALEXIA;;N;7927032;860;N;22;;;;;;;;4806320;;;23916;55;
4;515;700;N;V;;2026-05-06-00.00.00.000000;S;278,31;22406;J. P. SANTANA VIEIRA;3102249;43260500610350000501557000000005151597178949;S;Autorizada;4;;2026-05-06-07.15.19.000000;P;;;2026-05-06-07.15.44.000000;243260148838044;JANAYNAL;;N;7942875;809;N;14;;;2026-05-06-00.00.00.000000;NFCes 9/25093 5/5/2026;;25093;709;4822327;;;515;55;
