CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBL_TRANSFERENCIA;CODIGO_EMPRESA;NOVO_MINIMO;NOVO_MAXIMO;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
1846;PACOQUINHA STO ANTONIO 180G RETANG;20;5;12;32;0;0
1848;PE MOLEQUE STO ANTONIO 200G NATA ACUCAR MASCAVO;15;1;9;24;0;0
1848;PE MOLEQUE STO ANTONIO 200G NATA ACUCAR MASCAVO;15;2;9;24;0;0
1848;PE MOLEQUE STO ANTONIO 200G NATA ACUCAR MASCAVO;15;3;9;24;0;0
1848;PE MOLEQUE STO ANTONIO 200G NATA ACUCAR MASCAVO;15;4;9;24;0;0
1848;PE MOLEQUE STO ANTONIO 200G NATA ACUCAR MASCAVO;15;5;9;24;0;0
1853;PE MOLEQUE STO ANTONIO 300G AC MASC C ACUCAR MASCA;15;1;9;24;0;0
1853;PE MOLEQUE STO ANTONIO 300G AC MASC C ACUCAR MASCA;15;2;9;24;0;0
1853;PE MOLEQUE STO ANTONIO 300G AC MASC C ACUCAR MASCA;15;3;13;28;0;0
1853;PE MOLEQUE STO ANTONIO 300G AC MASC C ACUCAR MASCA;15;4;9;24;0;0
1853;PE MOLEQUE STO ANTONIO 300G AC MASC C ACUCAR MASCA;15;5;9;24;0;0
1855;PE MOLEQUE STO ANTONIO 100G ZERO;20;2;12;32;0;0
1855;PE MOLEQUE STO ANTONIO 100G ZERO;20;3;12;32;0;0
1855;PE MOLEQUE STO ANTONIO 100G ZERO;20;4;12;32;0;0
1855;PE MOLEQUE STO ANTONIO 100G ZERO;20;5;12;32;0;0
1862;DROPS HALLS 28G MENTA;21;1;13;34;0;0
1862;DROPS HALLS 28G MENTA;21;2;13;34;0;0
1862;DROPS HALLS 28G MENTA;21;3;33;54;0;0
1862;DROPS HALLS 28G MENTA;21;4;18;39;0;0
1862;DROPS HALLS 28G MENTA;21;5;13;34;0;0
1862;DROPS HALLS 28G MENTA;21;6;13;34;0;0
1866;DROPS HALLS 28G MORANGO;21;1;13;34;0;0
1866;DROPS HALLS 28G MORANGO;21;2;25;46;0;0
1866;DROPS HALLS 28G MORANGO;21;3;27;48;0;0
1866;DROPS HALLS 28G MORANGO;21;4;13;34;0;0
1866;DROPS HALLS 28G MORANGO;21;5;13;34;0;0
1866;DROPS HALLS 28G MORANGO;21;6;13;34;0;0
1867;DROPS HALLS 28G CEREJA;21;1;13;34;0;0
1867;DROPS HALLS 28G CEREJA;21;2;16;37;0;0
1867;DROPS HALLS 28G CEREJA;21;3;21;42;0;0
1867;DROPS HALLS 28G CEREJA;21;4;13;34;0;0
1867;DROPS HALLS 28G CEREJA;21;5;13;34;0;0
1867;DROPS HALLS 28G CEREJA;21;6;13;34;0;0
1879;PASTILHA MENTOS STICKS 37 5G MINT;16;2;10;26;0;0
1879;PASTILHA MENTOS STICKS 37 5G MINT;16;4;10;26;0;0
1879;PASTILHA MENTOS STICKS 37 5G MINT;16;5;10;26;0;0
1880;PASTILHA MENTOS STICKS 37 5G FTAS VRM;16;2;10;26;0;0
1880;PASTILHA MENTOS STICKS 37 5G FTAS VRM;16;3;14;30;0;0
1881;PASTILHA MENTOS STICKS 37 5G FTAS;16;2;10;26;0;0
1881;PASTILHA MENTOS STICKS 37 5G FTAS;16;4;10;26;0;0
1881;PASTILHA MENTOS STICKS 37 5G FTAS;16;5;10;26;0;0
1902;FONDANT ST ANTONIO 120G LEITE;20;2;12;32;0;0
1902;FONDANT ST ANTONIO 120G LEITE;20;3;12;32;0;0
1902;FONDANT ST ANTONIO 120G LEITE;20;4;12;32;0;0
1902;FONDANT ST ANTONIO 120G LEITE;20;5;12;32;0;0
1902;FONDANT ST ANTONIO 120G LEITE;20;6;12;32;0;0
1904;MANY STO ANTONIO 150G CROCANTE;30;2;18;48;0;0
1904;MANY STO ANTONIO 150G CROCANTE;30;4;18;48;0;0
1904;MANY STO ANTONIO 150G CROCANTE;30;5;18;48;0;0
1904;MANY STO ANTONIO 150G CROCANTE;30;6;18;48;0;0
1906;RAPAD STO ANTONIO 200G PUXA C PALHA;30;1;18;48;0;0
1906;RAPAD STO ANTONIO 200G PUXA C PALHA;30;2;18;48;0;0
1906;RAPAD STO ANTONIO 200G PUXA C PALHA;30;3;18;48;0;0
1906;RAPAD STO ANTONIO 200G PUXA C PALHA;30;4;18;48;0;0
1906;RAPAD STO ANTONIO 200G PUXA C PALHA;30;5;18;48;0;0
1907;DOCE ST ANTONIO 140G MOCOTO;50;2;30;80;0;0
1907;DOCE ST ANTONIO 140G MOCOTO;50;3;30;80;0;0
1907;DOCE ST ANTONIO 140G MOCOTO;50;6;30;80;0;0
1908;FONDANT STO ANTONIO 160G LEITE;30;2;18;48;0;0
1908;FONDANT STO ANTONIO 160G LEITE;30;3;18;48;0;0
1908;FONDANT STO ANTONIO 160G LEITE;30;4;18;48;0;0
1908;FONDANT STO ANTONIO 160G LEITE;30;5;18;48;0;0
1908;FONDANT STO ANTONIO 160G LEITE;30;6;18;48;0;0
1912;FONDANT STO ANTONIO 160G LEITE COCO;30;2;18;48;0;0
1912;FONDANT STO ANTONIO 160G LEITE COCO;30;3;18;48;0;0
1912;FONDANT STO ANTONIO 160G LEITE COCO;30;4;18;48;0;0
1912;FONDANT STO ANTONIO 160G LEITE COCO;30;5;18;48;0;0
1912;FONDANT STO ANTONIO 160G LEITE COCO;30;6;18;48;0;0
1915;RAPAD STO ANTONIO 200G AMENDOIM;30;1;18;48;0;0
1915;RAPAD STO ANTONIO 200G AMENDOIM;30;2;18;48;0;0
1915;RAPAD STO ANTONIO 200G AMENDOIM;30;3;18;48;0;0
1915;RAPAD STO ANTONIO 200G AMENDOIM;30;4;18;48;0;0
1915;RAPAD STO ANTONIO 200G AMENDOIM;30;5;18;48;0;0
1919;RAPAD STO ANTONIO 140G CROKITO;60;2;36;96;0;0
1919;RAPAD STO ANTONIO 140G CROKITO;60;3;36;96;0;0
1919;RAPAD STO ANTONIO 140G CROKITO;60;4;36;96;0;0
1919;RAPAD STO ANTONIO 140G CROKITO;60;5;36;96;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;1;12;32;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;2;12;32;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;3;12;32;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;4;12;32;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;5;12;32;0;0
1921;COCADA BRANCA ST ANTONIO 115G TABLETE;20;6;12;32;0;0
1925;RAPAD STO ANTONIO 160G ESP PEDACOS;30;1;18;48;0;0
1925;RAPAD STO ANTONIO 160G ESP PEDACOS;30;2;18;48;0;0
1925;RAPAD STO ANTONIO 160G ESP PEDACOS;30;3;18;48;0;0
1925;RAPAD STO ANTONIO 160G ESP PEDACOS;30;4;18;48;0;0
1925;RAPAD STO ANTONIO 160G ESP PEDACOS;30;5;18;48;0;0
1932;RAPAD STO ANTONIO 200G LEITE;30;2;18;48;0;0
1932;RAPAD STO ANTONIO 200G LEITE;30;3;18;48;0;0
1932;RAPAD STO ANTONIO 200G LEITE;30;4;18;48;0;0
1932;RAPAD STO ANTONIO 200G LEITE;30;5;18;48;0;0
1934;RAPAD STO ANTONIO 200G COCO LEITE;30;2;18;48;0;0
1934;RAPAD STO ANTONIO 200G COCO LEITE;30;3;18;48;0;0
1934;RAPAD STO ANTONIO 200G COCO LEITE;30;4;18;48;0;0
1934;RAPAD STO ANTONIO 200G COCO LEITE;30;5;18;48;0;0
1936;RAPAD STO ANTONIO 200G TABLETINHO;30;2;18;48;0;0
1936;RAPAD STO ANTONIO 200G TABLETINHO;30;3;18;48;0;0
1936;RAPAD STO ANTONIO 200G TABLETINHO;30;4;18;48;0;0
1936;RAPAD STO ANTONIO 200G TABLETINHO;30;5;18;48;0;0
1939;RAPAD STO ANTONIO 200G PE MOLEQUE;30;2;18;48;0;0
1939;RAPAD STO ANTONIO 200G PE MOLEQUE;30;3;22;52;0;0
1939;RAPAD STO ANTONIO 200G PE MOLEQUE;30;4;18;48;0;0
1939;RAPAD STO ANTONIO 200G PE MOLEQUE;30;5;18;48;0;0
1942;FLOCOS ARROZ STO ANTONIO 100G CARAMELIZADO;24;2;16;40;0;0
1942;FLOCOS ARROZ STO ANTONIO 100G CARAMELIZADO;24;3;16;40;0;0
1942;FLOCOS ARROZ STO ANTONIO 100G CARAMELIZADO;24;6;16;40;0;0
1947;MANDOLATE STO ANTONIO 220G CASEIRO;30;2;18;48;0;0
1947;MANDOLATE STO ANTONIO 220G CASEIRO;30;3;18;48;0;0
1947;MANDOLATE STO ANTONIO 220G CASEIRO;30;6;18;48;0;0
1950;RAPAD STO ANTONIO 300G TABLETE;30;1;18;48;0;0
1950;RAPAD STO ANTONIO 300G TABLETE;30;2;18;48;0;0
1950;RAPAD STO ANTONIO 300G TABLETE;30;3;18;48;0;0
1950;RAPAD STO ANTONIO 300G TABLETE;30;4;18;48;0;0
1950;RAPAD STO ANTONIO 300G TABLETE;30;5;18;48;0;0
1954;RAPAD STO ANTONIO 400G PUXA C PALHA;30;1;18;48;0;0
1954;RAPAD STO ANTONIO 400G PUXA C PALHA;30;2;18;48;0;0
1954;RAPAD STO ANTONIO 400G PUXA C PALHA;30;3;18;48;0;0
1954;RAPAD STO ANTONIO 400G PUXA C PALHA;30;4;18;48;0;0
1954;RAPAD STO ANTONIO 400G PUXA C PALHA;30;5;18;48;0;0
1956;RAPAD STO ANTONIO 400G AMENDOIM;30;1;18;48;0;0
1956;RAPAD STO ANTONIO 400G AMENDOIM;30;2;18;48;0;0
1956;RAPAD STO ANTONIO 400G AMENDOIM;30;3;18;48;0;0
1956;RAPAD STO ANTONIO 400G AMENDOIM;30;4;18;48;0;0
1956;RAPAD STO ANTONIO 400G AMENDOIM;30;5;18;48;0;0
1959;PACOCA ROLHA STO ANTONIO PT 135G ZERO;20;1;12;32;0;0
1959;PACOCA ROLHA STO ANTONIO PT 135G ZERO;20;2;12;32;0;0
1959;PACOCA ROLHA STO ANTONIO PT 135G ZERO;20;3;12;32;0;0
1959;PACOCA ROLHA STO ANTONIO PT 135G ZERO;20;4;12;32;0;0
1959;PACOCA ROLHA STO ANTONIO PT 135G ZERO;20;5;12;32;0;0
1961;RAPAD STO ANTONIO 180G PE DE MOCA;20;1;12;32;0;0
1961;RAPAD STO ANTONIO 180G PE DE MOCA;20;2;12;32;0;0
1961;RAPAD STO ANTONIO 180G PE DE MOCA;20;3;12;32;0;0
1961;RAPAD STO ANTONIO 180G PE DE MOCA;20;4;12;32;0;0
1961;RAPAD STO ANTONIO 180G PE DE MOCA;20;5;12;32;0;0
1963;PACOCA ROLHA STO ANTONIO PT 240G;20;2;12;32;0;0
1963;PACOCA ROLHA STO ANTONIO PT 240G;20;3;12;32;0;0
1972;PACOCA ROLHA STO ANTONIO PT 510G;6;2;8;14;0;0
1972;PACOCA ROLHA STO ANTONIO PT 510G;6;3;20;32;12;18
1978;TORRONE STO ANTONIO 25G WAFER;50;2;30;80;0;0
1978;TORRONE STO ANTONIO 25G WAFER;50;3;30;80;0;0
1978;TORRONE STO ANTONIO 25G WAFER;50;4;30;80;0;0
1978;TORRONE STO ANTONIO 25G WAFER;50;5;30;80;0;0
1980;TORRONE STO ANTONIO 90G AMENDOIM;50;2;30;80;0;0
1980;TORRONE STO ANTONIO 90G AMENDOIM;50;3;30;80;0;0
1980;TORRONE STO ANTONIO 90G AMENDOIM;50;4;30;80;0;0
1980;TORRONE STO ANTONIO 90G AMENDOIM;50;5;30;80;0;0
2058;ARROZ BCO PAMPEANO TP1 1KG;30;1;18;48;0;0
2074;ARROZ BCO SANO TP1 1KG;30;3;66;96;60;120
2092;ARROZ BCO PRATO FINO TP1 1KG;10;6;6;16;0;0
2161;ARROZ BCO ALEGRETE TP1 5KG;6;1;32;44;26;38
2161;ARROZ BCO ALEGRETE TP1 5KG;6;2;118;160;90;180
2161;ARROZ BCO ALEGRETE TP1 5KG;6;5;76;106;66;90
2188;CAPSULA 3C 80G C 10 ESPRESSO PLENO;10;6;6;16;0;0
2189;CAPSULA 3C 80G C 10 ESPRESSO SUPREMO;10;4;6;16;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;1;9;24;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;2;9;24;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;3;9;24;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;4;9;24;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;5;9;24;0;0
2193;CHA CAMPERO 15G ANIS ESTRELADO;15;6;9;24;0;0
2260;CAPSULA 3C 50G C 10 ORGANICO;10;6;6;16;0;0
2268;CANJICA AMARELA YOKI 500G;12;6;8;20;0;0
2295;ERVILHA SERRA URUGUAI PARTIDA 500G;20;1;12;32;0;0
2295;ERVILHA SERRA URUGUAI PARTIDA 500G;20;2;36;56;20;40
2295;ERVILHA SERRA URUGUAI PARTIDA 500G;20;3;64;104;42;62
2296;ERVILHA YOKI PARTIDA 400GR;16;1;10;26;0;0
2442;POPCORN YOKI MICRO 160G COBERTURA CHOC;30;5;18;48;0;0
2475;GOIABADA VAL 300G;36;3;92;128;78;114
2483;ERVA MATE REI VERDE 500G MOIDA GROS ZERO ACUCAR;10;1;6;16;0;0
2489;ERVA MATE REI VERDE 500G EXPORT;20;1;12;32;0;0
2546;ERVA MATE REI VERDE 500G COMPOSTO;10;1;6;16;0;0
2557;ERVA MATE REI VERDE 500G TERERE TRAD;10;1;6;16;0;0
2558;ERVA MATE REI VERDE 500G TERERE LIMAO E MENTA;10;1;6;16;0;0
2559;ERVA MATE REI VERDE 500G TERERE ABACAXI;10;1;6;16;0;0
2564;ERVA MATE TAURA 500G TERERE LIMAO;20;4;12;32;0;0
2564;ERVA MATE TAURA 500G TERERE LIMAO;20;5;12;32;0;0
2565;ERVA MATE TAURA 500G TERERE ABACAXI;20;4;12;32;0;0
2565;ERVA MATE TAURA 500G TERERE ABACAXI;20;5;12;32;0;0
2566;ERVA MATE TAURA 500G TERERE MENTA;20;5;12;32;0;0
2571;MOLHO TOM FUGINI SH 300G PENEIRADO;36;3;276;384;258;366
2573;MOLHO TOM FUGINI SH 300G TRAD;36;6;402;546;332;476
2597;MELADO BATIDO ST ANTONIO 400G;12;2;8;20;0;0
2597;MELADO BATIDO ST ANTONIO 400G;12;3;8;20;0;0
2597;MELADO BATIDO ST ANTONIO 400G;12;6;8;20;0;0
2607;ERVA MATE REI VERDE 1KG EXPORT;20;3;12;32;0;0
2607;ERVA MATE REI VERDE 1KG EXPORT;20;6;12;32;0;0
2610;ERVA MATE REI VERDE 1KG TRAD;15;5;9;24;0;0
2619;ERVA MATE REI VERDE A VACUO 1KG NATIVA TRAD;10;5;6;16;0;0
2624;MELADO ST ANTONIO 500G;12;1;8;20;0;0
2624;MELADO ST ANTONIO 500G;12;2;8;20;0;0
2624;MELADO ST ANTONIO 500G;12;3;8;20;0;0
2624;MELADO ST ANTONIO 500G;12;4;8;20;0;0
2624;MELADO ST ANTONIO 500G;12;5;8;20;0;0
2624;MELADO ST ANTONIO 500G;12;6;8;20;0;0
2636;ERVA MATE TAURA 1KG NATIVA LAMINADA S ACUCAR;10;5;6;16;0;0
2644;DOCE QUATRO FRUTAS ST ANTONIO 500G;20;2;12;32;0;0
2644;DOCE QUATRO FRUTAS ST ANTONIO 500G;20;3;12;32;0;0
2650;ERVA MATE REI VERDE 1KG VACUO;10;5;6;16;0;0
2651;MEL CAMPEIRO 500G;1;2;6;10;0;0
2651;MEL CAMPEIRO 500G;1;3;12;13;0;0
2651;MEL CAMPEIRO 500G;1;4;6;10;0;0
2651;MEL CAMPEIRO 500G;1;5;6;10;0;0
2651;MEL CAMPEIRO 500G;1;6;6;10;0;0
2654;MEL CAMPEIRO 310G;1;2;6;10;0;0
2654;MEL CAMPEIRO 310G;1;3;6;10;0;0
2654;MEL CAMPEIRO 310G;1;4;6;10;0;0
2654;MEL CAMPEIRO 310G;1;5;6;10;0;0
2654;MEL CAMPEIRO 310G;1;6;6;10;0;0
2664;GOIABADA CASCAO ST ANTONIO 500G;12;2;8;20;0;0
2664;GOIABADA CASCAO ST ANTONIO 500G;12;3;8;20;0;0
2664;GOIABADA CASCAO ST ANTONIO 500G;12;4;8;20;0;0
2664;GOIABADA CASCAO ST ANTONIO 500G;12;5;8;20;0;0
2664;GOIABADA CASCAO ST ANTONIO 500G;12;6;8;20;0;0
2665;NUTREN NESTLE SENIOR 370G;24;2;16;40;0;0
2671;FARINHA MANDIOCA PINDUCA 500G;20;3;12;32;0;0
2676;LEITE PO NINHO LT 280G ZERO LACTOSE;24;5;16;40;0;0
2683;LEITE PO NINHO INTEGRAL LT 380G FORT MAIS;24;5;16;40;0;0
2686;LEITE PO NAN LT 400G COMFORT 1;12;6;8;20;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;1;6;10;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;2;6;10;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;3;6;10;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;4;6;10;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;5;6;10;0;0
2701;FARINHA ROSCA PULLMAN 500G;1;6;6;10;0;0
2826;MASSA C OVOS STA FELICIDADE 500G PENNE;20;2;152;212;140;180
2863;MAIONESE HELLMANNS PET 335G CHURRASCO;24;2;16;40;4;28
2863;MAIONESE HELLMANNS PET 335G CHURRASCO;24;3;16;40;4;28
2863;MAIONESE HELLMANNS PET 335G CHURRASCO;24;6;16;40;4;28
2982;ACUCAR MASCAVO ST ANTONIO 500G;30;2;18;48;0;0
2982;ACUCAR MASCAVO ST ANTONIO 500G;30;3;18;48;0;0
2982;ACUCAR MASCAVO ST ANTONIO 500G;30;4;18;48;0;0
2982;ACUCAR MASCAVO ST ANTONIO 500G;30;5;18;48;0;0
2982;ACUCAR MASCAVO ST ANTONIO 500G;30;6;18;48;0;0
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;30;2;18;48;0;0
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;30;3;18;48;0;0
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;30;4;18;48;0;0
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;30;5;18;48;0;0
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;30;6;18;48;0;0
3080;FARINHA AVEIA YOKI 170G;12;2;8;20;0;0
3080;FARINHA AVEIA YOKI 170G;12;3;8;20;0;0
3080;FARINHA AVEIA YOKI 170G;12;4;8;20;0;0
3080;FARINHA AVEIA YOKI 170G;12;5;8;20;0;0
3080;FARINHA AVEIA YOKI 170G;12;6;8;20;0;0
3085;LINHACA DOURADA EQUIL SAUDAVEL 200G;1;2;6;10;0;0
3085;LINHACA DOURADA EQUIL SAUDAVEL 200G;1;3;6;10;0;0
3085;LINHACA DOURADA EQUIL SAUDAVEL 200G;1;6;6;10;0;0
3101;AMEND OVINHOS ELMA CHIPS 145G;26;2;16;42;0;0
3101;AMEND OVINHOS ELMA CHIPS 145G;26;3;16;42;0;0
3101;AMEND OVINHOS ELMA CHIPS 145G;26;6;16;42;0;0
3103;AMEND ELMA CHIPS 100G S PELE;24;2;16;40;0;0
3103;AMEND ELMA CHIPS 100G S PELE;24;3;16;40;0;0
3103;AMEND ELMA CHIPS 100G S PELE;24;4;16;40;0;0
3103;AMEND ELMA CHIPS 100G S PELE;24;5;16;40;0;0
3103;AMEND ELMA CHIPS 100G S PELE;24;6;16;40;0;0
3105;AMEND JAPONES ELMA CHIPS 145G;16;2;10;26;0;0
3105;AMEND JAPONES ELMA CHIPS 145G;16;3;10;26;0;0
3105;AMEND JAPONES ELMA CHIPS 145G;16;4;10;26;0;0
3105;AMEND JAPONES ELMA CHIPS 145G;16;5;10;26;0;0
3105;AMEND JAPONES ELMA CHIPS 145G;16;6;10;26;0;0
3106;FARINHA DE CHIA EQUIL SAUDAVEL 200G;1;2;6;10;0;0
3106;FARINHA DE CHIA EQUIL SAUDAVEL 200G;1;3;6;10;0;0
3106;FARINHA DE CHIA EQUIL SAUDAVEL 200G;1;6;6;10;0;0
3113;CHIA EQUIL SAUDAVEL 200G;1;2;6;10;0;0
3113;CHIA EQUIL SAUDAVEL 200G;1;3;6;10;0;0
3113;CHIA EQUIL SAUDAVEL 200G;1;6;6;10;0;0
3115;AMEND TOR STO ANTONIO 500G;20;2;12;32;0;0
3115;AMEND TOR STO ANTONIO 500G;20;3;12;32;0;0
3115;AMEND TOR STO ANTONIO 500G;20;4;12;32;0;0
3115;AMEND TOR STO ANTONIO 500G;20;5;12;32;0;0
3115;AMEND TOR STO ANTONIO 500G;20;6;12;32;0;0
3117;AMEND TOR STO ANTONIO 500G MOIDO;20;2;12;32;0;0
3117;AMEND TOR STO ANTONIO 500G MOIDO;20;3;12;32;0;0
3117;AMEND TOR STO ANTONIO 500G MOIDO;20;6;12;32;0;0
3119;AMEND MIX STO ANTONIO 270G;10;2;6;16;0;0
3119;AMEND MIX STO ANTONIO 270G;10;3;6;16;0;0
3119;AMEND MIX STO ANTONIO 270G;10;6;6;16;0;0
3122;MILHO EQUIL SAUDAVEL 100G MOSTARDA MEL;1;2;6;10;0;0
3122;MILHO EQUIL SAUDAVEL 100G MOSTARDA MEL;1;3;6;10;0;0
3122;MILHO EQUIL SAUDAVEL 100G MOSTARDA MEL;1;6;6;10;0;0
3123;CASTANHA DE CAJU 100G CARAMELIZADA COCO;1;2;6;10;0;0
3123;CASTANHA DE CAJU 100G CARAMELIZADA COCO;1;3;6;10;0;0
3123;CASTANHA DE CAJU 100G CARAMELIZADA COCO;1;6;6;10;0;0
3125;CASTANHA DE CAJU 100G CARAMELIZADA LTE CONDENSADO;1;2;6;10;0;0
3125;CASTANHA DE CAJU 100G CARAMELIZADA LTE CONDENSADO;1;3;6;10;0;0
3127;FAR CAST CAJU EQUIL SAUDAVEL 200G;1;2;6;10;0;0
3127;FAR CAST CAJU EQUIL SAUDAVEL 200G;1;3;6;10;0;0
3127;FAR CAST CAJU EQUIL SAUDAVEL 200G;1;6;6;10;0;0
3130;CAST CAJU EQUIL SAUDAVEL 100G C SAL;1;2;6;10;0;0
3130;CAST CAJU EQUIL SAUDAVEL 100G C SAL;1;3;6;10;0;0
3130;CAST CAJU EQUIL SAUDAVEL 100G C SAL;1;6;6;10;0;0
3132;FARINHA AMENDOA EQUIL SAUDAVEL 200G;1;2;6;10;0;0
3132;FARINHA AMENDOA EQUIL SAUDAVEL 200G;1;3;6;10;0;0
3132;FARINHA AMENDOA EQUIL SAUDAVEL 200G;1;6;6;10;0;0
3133;SALG CROCANTISSIMO 40G QUEIJO CEBOL;1;1;6;10;0;0
3133;SALG CROCANTISSIMO 40G QUEIJO CEBOL;1;2;6;10;0;0
3133;SALG CROCANTISSIMO 40G QUEIJO CEBOL;1;3;12;13;0;0
3133;SALG CROCANTISSIMO 40G QUEIJO CEBOL;1;4;6;10;0;0
3133;SALG CROCANTISSIMO 40G QUEIJO CEBOL;1;5;6;10;0;0
3136;SALG TORCIDA 35G PIMENTA MEXICAN;26;4;16;42;0;0
3136;SALG TORCIDA 35G PIMENTA MEXICAN;26;5;16;42;0;0
3137;SALG TORCIDA 35G CAMARAO PIMENTA;26;2;16;42;0;0
3137;SALG TORCIDA 35G CAMARAO PIMENTA;26;3;16;42;0;0
3137;SALG TORCIDA 35G CAMARAO PIMENTA;26;4;16;42;0;0
3138;SALG TORCIDA 35G CEBOLA;26;2;34;60;26;52
3140;SALG TORCIDA 35G PAO DE ALHO;26;2;32;58;26;52
3141;SALG TORCIDA 35G COSTELINHA LIM;26;5;16;42;0;0
3144;SALG TORCIDA 35G CHURRASCO;26;5;38;64;26;52
3147;SALG ROMENA 90G TRAD;35;2;21;56;0;0
3147;SALG ROMENA 90G TRAD;35;4;21;56;0;0
3147;SALG ROMENA 90G TRAD;35;5;21;56;0;0
3149;SALG CROCANTISSIMO 40G PEITO PERU REQU;1;1;6;10;0;0
3149;SALG CROCANTISSIMO 40G PEITO PERU REQU;1;2;6;10;0;0
3149;SALG CROCANTISSIMO 40G PEITO PERU REQU;1;3;33;34;23;30
3149;SALG CROCANTISSIMO 40G PEITO PERU REQU;1;4;6;10;0;0
3149;SALG CROCANTISSIMO 40G PEITO PERU REQU;1;5;6;10;0;0
3150;SALG CROCANTISSIMO 40G SALAME C LIMAO;1;1;6;10;0;0
3150;SALG CROCANTISSIMO 40G SALAME C LIMAO;1;2;7;8;0;0
3150;SALG CROCANTISSIMO 40G SALAME C LIMAO;1;3;28;29;19;25
3150;SALG CROCANTISSIMO 40G SALAME C LIMAO;1;4;10;11;0;0
3150;SALG CROCANTISSIMO 40G SALAME C LIMAO;1;5;6;10;0;0
3151;SALG CROCANTISSIMO 40G CHURRASCO;1;1;6;10;0;0
3151;SALG CROCANTISSIMO 40G CHURRASCO;1;2;6;10;0;0
3151;SALG CROCANTISSIMO 40G CHURRASCO;1;4;6;10;0;0
3151;SALG CROCANTISSIMO 40G CHURRASCO;1;5;6;10;0;0
3155;SALG ELMA CHIPS PINGO DOURO 55G PICANHA;54;4;34;88;0;0
3155;SALG ELMA CHIPS PINGO DOURO 55G PICANHA;54;5;34;88;0;0
3156;SALG ELMA CHIPS STIKSY 76G;27;2;17;44;0;0
3156;SALG ELMA CHIPS STIKSY 76G;27;3;17;44;0;0
3156;SALG ELMA CHIPS STIKSY 76G;27;4;17;44;0;0
3156;SALG ELMA CHIPS STIKSY 76G;27;5;17;44;0;0
3157;SALG ELMA CHIPS PINGO DOURO 76G BACON;50;2;30;80;0;0
3157;SALG ELMA CHIPS PINGO DOURO 76G BACON;50;4;30;80;0;0
3159;SALG EQLIBRI PANETINI 40G TOM TEMPERADO;62;2;38;100;0;0
3159;SALG EQLIBRI PANETINI 40G TOM TEMPERADO;62;3;38;100;0;0
3160;SALG EQLIBRI PANETINI 40G PRESUNTO DEFUM;62;2;38;100;0;0
3160;SALG EQLIBRI PANETINI 40G PRESUNTO DEFUM;62;3;38;100;0;0
3160;SALG EQLIBRI PANETINI 40G PRESUNTO DEFUM;62;4;38;100;0;0
3160;SALG EQLIBRI PANETINI 40G PRESUNTO DEFUM;62;5;38;100;0;0
3161;SALG EQLIBRI PANETINI 40G QUEIJO SUAVE;62;2;38;100;0;0
3161;SALG EQLIBRI PANETINI 40G QUEIJO SUAVE;62;3;38;100;0;0
3173;SALG POPCORNERS 57G KETTLE CORN;20;2;12;32;0;0
3173;SALG POPCORNERS 57G KETTLE CORN;20;3;12;32;0;0
3173;SALG POPCORNERS 57G KETTLE CORN;20;4;12;32;0;0
3173;SALG POPCORNERS 57G KETTLE CORN;20;5;12;32;0;0
3174;SALG POPCORNERS 57G SEA SALT;20;2;12;32;0;0
3174;SALG POPCORNERS 57G SEA SALT;20;3;12;32;0;0
3176;SALG ELMA CHIPS PINGO DOURO 120G PICANHA;28;2;18;46;0;0
3176;SALG ELMA CHIPS PINGO DOURO 120G PICANHA;28;4;18;46;0;0
3176;SALG ELMA CHIPS PINGO DOURO 120G PICANHA;28;5;18;46;0;0
3177;SALG ELMA CHIPS STIKSY 160G;21;2;13;34;0;0
3177;SALG ELMA CHIPS STIKSY 160G;21;3;18;39;0;0
3177;SALG ELMA CHIPS STIKSY 160G;21;4;13;34;0;0
3177;SALG ELMA CHIPS STIKSY 160G;21;5;13;34;0;0
3187;SALG ELMA CHIPS 42G BACONZITOS;21;2;13;34;0;0
3187;SALG ELMA CHIPS 42G BACONZITOS;21;3;13;34;0;0
