SEQFAMILIA;SEQMARCA;FAMILIA;PESAVEL;INDISENTOPIS;INDICEFORMBASEIPI;ALIQUOTAIPI;PMTDECIMAL;PMTMULTIPLICACAO;INDVASILHAME;SEQVASILHAME;ARQUIVOFIGURA;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;INDCALCIPISAIDA;PERBASEIPI;PERISENTOIPI;PEROUTROIPI;PERALIQUOTAIPI;VLRIPIPAUTA;INDTRIBPISCOFINS;INDCONTROLEVDA;INDGENERICO;INDPRECOMONITORADO;INDSTPISCOFINS;INDUSALOTEESTOQUE;INDISENTODEBPISCOFINS;INDCONFAZ;INDALIQZPISCOFINS;INDPERMCONVENIO;OBSEMERGENCIAL;CODTIPI;INDCOMPLVLRIMP;INDMONOPISCOFINS;TIPORECEITA;CODSERVICO;INDDIGCHECKOUT;CODSEFAZCOMBLUB;INDEXIGLICENCA;CODNBMSH;COMPCESTABASICA;PAPELIMUNE;INDUSAFIGURA;INDSIMILAR;INDRECEITA;INDRECEITACOR;SEQFAMILIATMP;SITUACAONFPIS;SITUACAONFCOFINS;INDISENTOSUFRAMA;PERBASEPIS;PERBASECOFINS;INDINCONSISTANVISA;NROBASEEXPORTACAO;NROEMPRESAABASTEC;ATUALIZNCMIPI;INDMEDICAMENTO;INDETICO;ALIQPADRAOICMS;CODNATREC;SITUACAONFPISSAI;SITUACAONFCOFINSSAI;INDISENTOTSA;SEQNATREC;INDACEITAVENDAFRAC;SEQCERTIFICADO;TEXTONFCOMPLEMCERTIF;ATUALIZANCMIMPIMPORT;PERIMPOSTOIMPORT;PERREDIMPOSTOIMPORT;PERREDBASEIPIENT;INDMEDCONTROLADO;LISTAMEDCONTROLADO;CODMEDCONTROLADO;SUBITEMCODSERVICO;INDBEBIDAALCOOLICA;CODISENTAGIARS;CODOUTRASGIARS;SEQINFCONSERVDOMEST;INDETIQUETAANTIFURTO;SITPISCOFINSSIMPLES;INDEXIGEREQUISICAO;SITUACAONFIPI;SITUACAONFIPISAI;NRODIAGARANTIA;INDTIPORECEITA;INDANTIMICROBIANO;DTAHORALTERACARGAPDV;INDUSOPROLONGADO;UNIDADEMEDIDAMED;INDFARMACIAPOPULAR;ALIQPADRAOICMSPROTEGE;INDESCRITOUTROSEI;QTDPARCELAETIQUETA;NRODIASGARANTIAFAB;TIPOMODALGARANTIA;CODPRODDACAL;CODNVE;DTAHORINCLUSAOMSGCONT;USUARIOINCLUSAOMSGCONT;LEITURAMSGCONT;SEQTIPOFAMILIA;SEQMARCAFAMILIA;SEQCOMPLEMENTOFAMILIA;SEQGRAMATURAFAMILIA;INDPERMSUSPPISCOFINS;INDEXIGELOTE;CLASSEENQUADRAMENTOIPI;CODIGOSELOIPI;CODIGOENQUADRAMENTOIPI;GIARSTIPO;GIARSCODIGO;GIARSESPECIFICACAO;LITROSTABIPIPISCOFINS;CODGIACREDITOPRESUMIDO;CODGIATRANSFERENCIA;CODGIARECEBIMENTO;CODGIAOUTROSCREDITOS;CODGIAOUTROSDEBITOS;QTDMAXTRANSFLOCAL;CODCEST;PERCADICPRECOSETOR;EXIGEDTAVENCCONF;INDFAMTIPOEMBALAGEM;NROCODDCB;DESCDCB;APRESENTCONC;CHECAPESO;INDCADASTROATIVO;CODNBMSHAPROVACAO;INDENVIAQTDMAXTRANSPNFE;QTDMAXPERMNFE;CODISENTAGIARSINTEREST;CODOUTRASGIARSINTEREST;TIPOCALCTCIF;PERREDTCIF;VLRLIMTCIF;INDIMEI;INDEMITERELCALCIPIEQUIPIND;NROSERVREINF;DESCENCARTE;TIPOEVENTO;TIPOREPASSE;DESCRICAORECURSO;INDMATERIALAPOIO;SITUACAONFPISAUX;SITUACAONFCOFINSAUX;SITUACAONFIPIAUX;ALIQUOTAIPIAUX;CODCESTAUX;CODNATRECAUX;DTAALTERAIMPOSTOFAM;PERTRIBUTADOINT;SITUACAONFPISSAIAUX;SITUACAONFCOFINSSAIAUX;SITUACAONFIPISAIAUX;SEQNATRECAUX;CODNBMSHAUX;OBSENCARTE;INDALTERAIMPOSTO;INDEXIGEMAPA;SEQFAMILIAIMPORTACAOERP;INDUSAPESODRENADO;INDPERMITELERPESOPDV;TIPOCADASTRO;CODTIPMERCADORIA;INDDEDUZICMSDESONERADO;NROBASEEXPORTACAOERP;INDCONFIGTRIBUFDEVFORN;CODDIRBI
19099;;VH CHAPADAO TTO SECO 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.32.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31837;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19110;;VH MARQUE ROSE TEMPRAN 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.52.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31848;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19111;;VH MERLOT SERENO TINTO SC 375ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.55.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31849;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19115;;VH SAUVIG TRAV BCO SECO 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.09.12.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31853;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19116;;VH SOGNO ITALIANO TINTO 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.09.16.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31854;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16544;;PAPEL SEDA 48X60CM;N;N;100;3,25;N;S;N;;;;;2025-09-15-08.37.05.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48025499;;;;N;N;;29282;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14918;;KIT LAP 12 CORES HELLO KIT 71621;N;N;100;0;N;S;N;;;;;2026-02-26-08.30.21.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96091000;;;;N;N;;27656;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-02-26-08.30.26.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16813;;PIRUL FLORESTAL PIC NAPOL 550;N;N;100;3,25;N;S;N;;;;;2026-02-28-08.02.29.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049090;;;;N;N;;29551;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.05.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15250;;LIMP CIF DESENG ULTRA S/CLORO RFL;N;N;100;3,25;N;S;N;;;;;2025-09-19-14.40.44.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34025000;;;;N;N;;27988;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.15.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14430;;GERME FIBRA TRIGO CERELUS 300G;N;N;100;0;N;S;N;;;;;2025-09-19-14.27.56.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;11043000;;;;N;N;;27168;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.04.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14431;;GERME TRIGO TOSTADO CERELUS 250G;N;N;100;0;N;S;N;;;;;2025-09-19-14.28.01.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;11043000;;;;N;N;;27169;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.04.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14543;;GLITTER GLOW SHINE 5G;N;N;100;3,25;N;S;N;;;;;2025-09-19-14.28.09.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39079999;;;;N;N;;27281;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14670;;INSET SBP AERO C/CITRONELA 300ML;N;N;100;0;N;S;N;;;;;2025-09-19-14.28.23.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;38089119;;;;N;N;;27408;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.08.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19033;;VASO JUTA PINHEIRO TOTASL NEVADA;N;N;100;13;N;S;N;;;;;2025-07-23-15.06.42.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95051000;;;;N;N;;31771;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19034;;VASO PAREDE MEIA LUA RATTAN 3LTS;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.06.42.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;31772;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14971;;KIT RAQUETES BELFIX C/BOLA-REDE-SU;N;N;100;13;N;S;N;;;;;2025-09-19-14.38.54.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95064000;;;;N;N;;27709;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.12.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16545;;PAPEL SEDA 60X48CM;N;N;100;3,25;N;S;N;;;;;2026-02-13-17.56.00.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48025499;;;;N;N;;29283;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16546;;PAPEL SEDA LAR 60X48CM;N;N;100;3,25;N;S;N;;;;;2026-02-13-17.52.40.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48025499;;;;N;N;;29284;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16572;;PASTA ALHO PARA PAO C/CHIMICH 200G;N;N;100;0;N;S;N;;;;;2025-09-03-08.40.45.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;21039021;;;;N;N;;29310;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1703500;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18686;;TAP COMEDOUROS OVAL PATINHAS INGA;N;N;100;6,5;N;S;N;;;;;2025-12-30-08.39.17.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;57024200;;;;N;N;;31424;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-12-30-08.39.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18719;;TEMP KNORR FGO ZERO SAL 32G;N;N;100;0;N;S;N;;;;;2025-07-23-14.51.22.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;21039021;;;;N;N;;31457;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1703500;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18741;;TEMP PIM CALABRESA 500G;N;N;100;0;N;S;N;;;;;2025-09-03-09.06.47.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;09041200;;;;N;N;;31479;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18750;;TEMP ZAELI FACA FACIL MAS/BAT/AR 6;N;N;100;0;N;S;N;;;;;2025-09-03-09.07.09.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;21039021;;;;N;N;;31488;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1703500;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18761;;TESOURA ESC TILIBRA TRANSFORMERS;N;N;100;7,8;N;S;N;;;;;2026-07-03-14.38.56.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82130000;;;;N;N;;31499;50;50;;;;;5520341;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-14.38.30.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18775;;TES SAFIRA CURVA 3 1 2 8 8CM SL0695;N;N;100;7,8;N;S;N;;;;;2025-10-13-14.12.06.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82130000;;;;N;N;;31513;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-10-13-14.11.47.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18785;;TIARA CAIPIRA C LACO;N;N;100;9,75;N;S;N;;;;;2025-10-13-14.00.14.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96159000;;;;N;N;;31523;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;;429;;N;;;;;;;;2025-10-13-14.00.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006100;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18795;;TIC TAC COCA COLA 14,5G;N;N;100;3,25;N;S;N;;;;;2025-08-12-10.14.13.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;31533;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18797;;TIC TAC MENTA CRUSH 16G;N;N;100;3,25;N;S;N;;;;;2025-08-12-10.14.16.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;31535;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18799;;TIGELA BOWL CERAM ADORN BEGE 18CM;N;N;100;6,5;N;S;N;;;;;2025-07-23-14.51.38.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;69120000;;;;N;N;;31537;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400900;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18808;;TIGELA BOWL MICKEY 540ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-10.14.19.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;31546;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
18818;;TIGELA INOX ALIANCA 13CM;N;N;100;6,5;N;S;N;;;;;2025-07-23-14.52.12.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;73239300;;;;N;N;;31556;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16581;;INA PASTILHA DOCILE MINTY UVA 14G;N;N;100;3,25;N;S;N;;;;;2025-10-29-11.08.26.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;29319;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-10-28-17.35.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16583;;PASTILHA GAROTO HORTELA 85G R.612;N;N;100;0;N;S;N;;;;;2025-09-05-15.40.53.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;21069060;;;;N;N;;29321;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16595;;PE MOCA DA COLONIA CHOC 1,020K;N;N;100;3,25;N;S;N;;;;;2025-09-19-14.45.26.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049090;;;;N;N;;29333;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16596;;PE MOLEQUE C/ACU MASC MELAD 160G;N;N;100;3,25;N;S;N;;;;;2025-09-19-14.45.31.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049090;;;;N;N;;29334;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
16597;;PE MOLEQUE CROCANTE 280G;N;N;100;3,25;N;S;N;;;;;2025-07-17-16.13.17.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049090;;;;N;N;;29335;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
50110;;XICARA VIDRO SODA LIME 165ML;N;;100;6,5;N;S;N;;;2026-02-13-14.18.44.000000;BORNE;2026-02-26-15.37.17.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;70134900;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-13-14.18.44.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400100;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
14457;;GFA P/AGUA 1,6L;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.51.38.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;27195;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.05.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
14732;;JARRA PLASVALE 3L;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.52.01.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;27470;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.09.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
50290;;VELA ANIV CONCEPT METALLIC AZ N 6;N;;100;0;N;S;N;;;2026-02-13-16.08.49.000000;CVELOSO;2026-02-13-16.21.17.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34060000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-13-16.08.49.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
27524;1518;TAPETE BOX OVAL PVC 61X35CM;N;;100;6,5;N;S;N;;;2025-07-21-14.52.46.000000;ALBERTI;2025-10-13-16.55.07.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;57024200;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2025-07-21-14.52.46.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;S;M;;C;0;;
18889;;TOAL MESA LINHAO NATAL 1 40X1 40M;N;N;100;0;N;S;N;;;;;2025-10-28-08.19.08.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;63025100;;;;N;N;;31627;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-10-28-08.19.10.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
50270;;MARSHMALLOW HALLOWEEN 250G;N;;100;3,25;N;S;N;;;2026-02-13-15.53.52.000000;CVELOSO;2026-02-16-09.51.40.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-13-15.53.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
